iterations_since_restore,node_ip,timestamp,date,episode_reward_min,episode_reward_max,hostname,sampler_perf/mean_processing_ms,info/grad_time_ms,info/sample_time_ms,episodes_this_iter,info/num_steps_sampled,info/update_time_ms,pid,sampler_perf/mean_inference_ms,info/opt_peak_throughput,info/sample_peak_throughput,episode_reward_mean,training_iteration,info/opt_samples,episodes_total,experiment_id,done,time_this_iter_s,timesteps_since_restore,info/num_steps_trained,sampler_perf/mean_env_wait_ms,time_since_restore,timesteps_total,timesteps_this_iter,time_total_s,episode_len_mean
241,10.142.78.137,1576702010,2019-12-18_12-46-50,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.4873715582948389,7.518,404.933,2,315526,0.001,17248,0.6340397605585221,169146.936,3140.518,-378.56000000000154,241,1271.7,638,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.37897181510925293,315526,315526,0.9360765913535325,101.32885241508484,315526,1096,101.32885241508484,76.54
242,10.142.78.137,1576702010,2019-12-18_12-46-50,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.4872990379467227,7.495,400.346,3,316967,0.001,17248,0.6340275287037876,168985.182,3163.765,-388.85100000000165,242,1266.6,641,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4388260841369629,316967,316967,0.935894369504599,101.7676784992218,316967,1441,101.7676784992218,76.65
243,10.142.78.137,1576702011,2019-12-18_12-46-51,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.487251169539098,7.388,396.306,2,318128,0.001,17248,0.6340208267392786,168615.168,3143.275,-382.99800000000164,243,1245.7,643,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3806419372558594,318128,318128,0.9357742555323735,102.14832043647766,318128,1161,102.14832043647766,77.02
244,10.142.78.137,1576702011,2019-12-18_12-46-51,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.4871955888264676,7.406,400.915,3,319490,0.001,17248,0.6340137314548496,170787.988,3155.031,-389.17900000000157,244,1264.9,646,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.41904377937316895,319490,319490,0.9356231206524265,102.56736421585083,319490,1362,102.56736421585083,76.71
245,10.142.78.137,1576702012,2019-12-18_12-46-52,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.48715500655470556,7.285,395.501,2,320566,0.001,17248,0.6340045975612,170711.746,3144.621,-383.2850000000016,245,1243.7,648,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.358630895614624,320566,320566,0.9355167166401419,102.92599511146545,320566,1076,102.92599511146545,76.73
246,10.142.78.137,1576702012,2019-12-18_12-46-52,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.4870966945304713,7.301,394.797,3,321886,0.001,17248,0.6339845511184715,170034.724,3144.656,-381.29600000000175,246,1241.5,651,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4218885898590088,321886,321886,0.9353640372480042,103.34788370132446,321886,1320,103.34788370132446,76.75
247,10.142.78.137,1576702012,2019-12-18_12-46-52,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.4870498792607672,7.18,390.498,2,322992,0.001,17248,0.633968721623713,171200.061,3147.776,-375.37000000000177,247,1229.2,653,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.36083102226257324,322992,322992,0.9352475954803089,103.70871472358704,322992,1106,103.70871472358704,77.12
248,10.142.78.137,1576702013,2019-12-18_12-46-53,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.48698035658718875,7.128,387.926,3,324310,0.001,17248,0.6339458571174614,171742.352,3155.758,-369.3400000000018,248,1224.2,656,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4111504554748535,324310,324310,0.9350713626322908,104.11986517906189,324310,1318,104.11986517906189,77.14
249,10.142.78.137,1576702013,2019-12-18_12-46-53,-862.0000000000006,168.49999999999767,zack-XPS-15-9560,0.48693270472895506,7.162,387.309,2,325482,0.001,17248,0.6339306395001131,170506.747,3152.783,-369.3260000000017,249,1221.1,658,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3896958827972412,325482,325482,0.9349556969456632,104.50956106185913,325482,1172,104.50956106185913,76.99
250,10.142.78.137,1576702014,2019-12-18_12-46-54,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.48685873754419673,7.129,386.028,3,326591,0.001,17248,0.6339087427283113,170594.595,3150.286,-353.0190000000018,250,1216.1,661,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3788919448852539,326591,326591,0.9347778898106524,104.88845300674438,326591,1109,104.88845300674438,76.83
251,10.142.78.137,1576702014,2019-12-18_12-46-54,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.4867837735821158,7.12,386.1,3,327745,0.001,17248,0.633884332227204,171615.999,3164.722,-350.9630000000019,251,1221.9,664,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3796579837799072,327745,327745,0.9345922889605432,105.26811099052429,327745,1154,105.26811099052429,76.88
252,10.142.78.137,1576702014,2019-12-18_12-46-54,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.4867310000928933,7.061,383.064,2,329011,0.001,17248,0.633867257930095,170578.116,3144.119,-353.04500000000183,252,1204.4,666,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4078364372253418,329011,329011,0.9344642165067317,105.67594742774963,329011,1266,105.67594742774963,77.11
253,10.142.78.137,1576702015,2019-12-18_12-46-55,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.48664297857815825,7.041,381.347,3,330074,0.001,17248,0.633838900720908,169662.794,3132.58,-342.89700000000187,253,1194.6,669,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3632516860961914,330074,330074,0.9342493661873058,106.03919911384583,330074,1063,106.03919911384583,77.33
254,10.142.78.137,1576702015,2019-12-18_12-46-55,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.4865798075919019,6.867,376.054,2,331053,0.001,17248,0.6338199965380763,168391.377,3074.828,-340.63800000000185,254,1156.3,671,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.36435937881469727,331053,331053,0.9340994774832926,106.40355849266052,331053,979,106.40355849266052,77.19
255,10.142.78.137,1576702016,2019-12-18_12-46-56,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.4864875938953331,7.04,380.639,3,332364,0.001,17248,0.6337914330445764,167590.904,3099.529,-336.6080000000018,255,1179.8,674,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.40610194206237793,332364,332364,0.9338808078252719,106.8096604347229,332364,1311,106.8096604347229,77.03
256,10.142.78.137,1576702016,2019-12-18_12-46-56,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.48642165501772405,6.944,375.271,2,333485,0.001,17248,0.6337700217462369,167033.692,3090.833,-336.80800000000175,256,1159.9,676,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3672339916229248,333485,333485,0.9337294335622661,107.17689442634583,333485,1121,107.17689442634583,77.61
257,10.142.78.137,1576702016,2019-12-18_12-46-56,-862.0000000000006,363.39999999999657,zack-XPS-15-9560,0.4863472253200994,6.871,375.414,2,334538,0.001,17248,0.6337450771956452,168047.533,3075.541,-334.8340000000019,257,1154.6,678,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3614811897277832,334538,334538,0.9335595705450835,107.53837561607361,334538,1053,107.53837561607361,77.98
258,10.142.78.137,1576702017,2019-12-18_12-46-57,-862.0000000000006,363.9999999999968,zack-XPS-15-9560,0.48623594879767723,6.911,376.466,3,335870,0.001,17248,0.6337058129474916,167274.388,3070.662,-330.9030000000019,258,1156.0,681,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4220402240753174,335870,335870,0.9333064003571673,107.96041584014893,335870,1332,107.96041584014893,78.11
259,10.142.78.137,1576702017,2019-12-18_12-46-57,-862.0000000000006,363.9999999999968,zack-XPS-15-9560,0.4861625940338828,7.037,379.507,2,337228,0.001,17248,0.6336819693139817,166914.991,3095.07,-329.067000000002,259,1174.6,683,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4213833808898926,337228,337228,0.9331445931534362,108.38179922103882,337228,1358,108.38179922103882,78.41
260,10.142.78.137,1576702017,2019-12-18_12-46-57,-862.0000000000006,363.9999999999968,zack-XPS-15-9560,0.4860877835744325,7.144,380.055,2,338448,0.001,17248,0.6336574150262355,165969.826,3119.813,-335.37700000000194,260,1185.7,685,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.38544392585754395,338448,338448,0.9329802565035465,108.76724314689636,338448,1220,108.76724314689636,78.67
261,10.142.78.137,1576702018,2019-12-18_12-46-58,-862.0000000000006,363.9999999999968,zack-XPS-15-9560,0.48600225056000845,6.907,370.205,2,339163,0.001,17248,0.6336300135388405,165305.178,3084.241,-329.58000000000203,261,1141.8,687,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2787201404571533,339163,339163,0.9327941675457962,109.04596328735352,339163,715,109.04596328735352,79.82
262,10.142.78.137,1576702018,2019-12-18_12-46-58,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.48591695794495876,6.931,370.446,2,340466,0.001,17248,0.6336050232762028,165265.833,3092.216,-337.760000000002,262,1145.5,689,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.41051793098449707,340466,340466,0.9326116848185978,109.45648121833801,340466,1303,109.45648121833801,79.9
263,10.142.78.137,1576702018,2019-12-18_12-46-58,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.48586998215470634,6.72,363.204,1,341205,0.001,17248,0.6335926576812269,165645.892,3064.667,-344.32900000000205,263,1113.1,690,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.28865694999694824,341205,341205,0.9325138325949013,109.74513816833496,341205,739,109.74513816833496,81.43
264,10.142.78.137,1576702019,2019-12-18_12-46-59,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4857710904049093,6.811,363.728,2,342361,0.001,17248,0.6335639801845379,166027.317,3108.916,-358.55700000000195,264,1130.8,692,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3705160617828369,342361,342361,0.932309732220058,110.1156542301178,342361,1156,110.1156542301178,81.81
265,10.142.78.137,1576702019,2019-12-18_12-46-59,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4856742374143026,6.714,363.289,2,343665,0.001,17248,0.6335328395264592,168324.454,3110.745,-358.75000000000205,265,1130.1,694,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4007408618927002,343665,343665,0.9321071916427592,110.5163950920105,343665,1304,110.5163950920105,82.13
266,10.142.78.137,1576702020,2019-12-18_12-47-00,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.485536477194783,6.857,370.373,3,345062,0.001,17248,0.6334865713311539,168836.191,3125.766,-364.9500000000021,266,1157.7,697,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.4395763874053955,345062,345062,0.9318177358117157,110.9559714794159,345062,1397,110.9559714794159,81.99
267,10.142.78.137,1576702020,2019-12-18_12-47-00,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4854419402866752,6.984,375.557,2,346365,0.001,17248,0.6334561295469896,169334.499,3149.191,-371.076000000002,267,1182.7,699,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.41457509994506836,346365,346365,0.9316286293187322,111.37054657936096,346365,1303,111.37054657936096,81.95
268,10.142.78.137,1576702020,2019-12-18_12-47-00,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4853354669868478,6.738,363.794,2,347224,0.001,17248,0.6334212531283495,168515.445,3120.995,-367.058000000002,268,1135.4,701,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.30196428298950195,347224,347224,0.9314130420082674,111.67251086235046,347224,859,111.67251086235046,83.01
269,10.142.78.137,1576702021,2019-12-18_12-47-01,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4853354669868479,6.333,348.946,0,347865,0.001,17248,0.6334212531283495,167954.689,3048.319,-367.058000000002,269,1063.7,701,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2688019275665283,347865,347865,0.9314130420082674,111.94131278991699,347865,641,111.94131278991699,83.01
270,10.142.78.137,1576702021,2019-12-18_12-47-01,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4852039159492443,6.17,348.75,2,348817,0.001,17248,0.6333875237952147,168067.806,2973.19,-361.9260000000021,270,1036.9,703,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.38182759284973145,348817,348817,0.9311565268356449,112.32314038276672,348817,952,112.32314038276672,85.72
271,10.142.78.137,1576702021,2019-12-18_12-47-01,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.48513505984038297,6.388,358.227,1,349947,0.001,17248,0.6333697805870991,168817.249,3010.379,-359.9020000000021,271,1078.4,704,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3756279945373535,349947,349947,0.93102571636383,112.69876837730408,349947,1130,112.69876837730408,86.07
272,10.142.78.137,1576702022,2019-12-18_12-47-02,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4849891425537777,6.179,350.486,2,350939,0.001,17248,0.6333293808454558,169500.669,2988.136,-360.470000000002,272,1047.3,706,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3309924602508545,350939,350939,0.9307479035565409,113.02976083755493,350939,992,113.02976083755493,87.28
273,10.142.78.137,1576702022,2019-12-18_12-47-02,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.48491315056191375,6.393,357.894,1,352045,0.001,17248,0.633308281381475,169567.953,3028.832,-358.748000000002,273,1084.0,707,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3649129867553711,352045,352045,0.9306044771453297,113.3946738243103,352045,1106,113.3946738243103,88.2
274,10.142.78.137,1576702022,2019-12-18_12-47-02,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.48475573438404546,6.409,356.745,2,353177,0.001,17248,0.6332628958766637,168767.665,3031.859,-366.8320000000019,274,1081.6,709,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.359144926071167,353177,353177,0.9303097836245523,113.75381875038147,353177,1132,113.75381875038147,88.53
275,10.142.78.137,1576702023,2019-12-18_12-47-03,-1064.1000000000017,363.9999999999968,zack-XPS-15-9560,0.4845867880375278,6.335,350.553,2,354182,0.001,17248,0.6332027246265312,166019.929,3000.121,-365.45100000000195,275,1051.7,711,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.33809876441955566,354182,354182,0.9299914200276246,114.09191751480103,354182,1005,114.09191751480103,89.68
276,10.142.78.137,1576702023,2019-12-18_12-47-03,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4844947472466626,6.104,339.631,1,355089,0.001,17248,0.6331655663530019,164279.801,2952.318,-351.20100000000195,276,1002.7,712,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.32796812057495117,355089,355089,0.9298183958212153,114.41988563537598,355089,907,114.41988563537598,89.43
277,10.142.78.137,1576702023,2019-12-18_12-47-03,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48439640376258475,5.873,328.792,1,355903,0.001,17248,0.6331265958862659,162413.106,2900.925,-341.5290000000021,277,953.8,713,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3038926124572754,355903,355903,0.9296339968151576,114.72377824783325,355903,814,114.72377824783325,90.75
278,10.142.78.137,1576702024,2019-12-18_12-47-04,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4842897658921946,5.867,330.508,1,356830,0.001,17248,0.6330831430931267,163739.857,2906.435,-337.6990000000022,278,960.6,714,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.31897640228271484,356830,356830,0.9294320009352566,115.04275465011597,356830,927,115.04275465011597,91.86
279,10.142.78.137,1576702024,2019-12-18_12-47-04,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4841754216693066,5.9,330.95,1,357536,0.001,17248,0.6330371347129752,163929.123,2922.19,-332.0880000000021,279,967.1,715,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2736327648162842,357536,357536,0.9292157253352508,115.31638741493225,357536,706,115.31638741493225,93.72
280,10.142.78.137,1576702024,2019-12-18_12-47-04,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48405337971913476,5.766,319.697,1,358234,0.001,17248,0.6329880868095805,163331.999,2945.604,-336.3640000000022,280,941.7,716,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.26796936988830566,358234,358234,0.9289845795488877,115.58435678482056,358234,698,115.58435678482056,94.63
281,10.142.78.137,1576702025,2019-12-18_12-47-05,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48379916533992534,5.639,313.444,2,359073,0.001,17248,0.6328857865898054,161824.754,2911.528,-332.3640000000022,281,912.6,718,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.31195950508117676,359073,359073,0.9285015396053886,115.89631628990173,359073,839,115.89631628990173,95.97
282,10.142.78.137,1576702025,2019-12-18_12-47-05,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4837991653399254,5.681,314.716,0,360151,0.001,17248,0.6328857865898054,162167.08,2927.087,-332.3640000000022,282,921.2,718,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3441009521484375,360151,360151,0.9285015396053885,116.24041724205017,360151,1078,116.24041724205017,95.97
283,10.142.78.137,1576702025,2019-12-18_12-47-05,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4836625515593676,5.456,305.425,1,360749,0.001,17248,0.6328335301038719,159540.71,2849.803,-331.6030000000021,283,870.4,719,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2697420120239258,360749,360749,0.9282444535217682,116.5101592540741,360749,598,116.5101592540741,99.23
284,10.142.78.137,1576702026,2019-12-18_12-47-06,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4836625515593676,5.322,299.41,0,361573,0.001,17248,0.6328335301038719,157770.743,2804.184,-331.6030000000021,284,839.6,719,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2976400852203369,361573,361573,0.9282444535217681,116.80779933929443,361573,824,116.80779933929443,99.23
285,10.142.78.137,1576702026,2019-12-18_12-47-06,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4835105712701131,5.087,290.748,1,362159,0.001,17248,0.6327765120933826,156813.13,2743.612,-322.39900000000233,285,797.7,720,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.24912452697753906,362159,362159,0.9279600100422943,117.05692386627197,362159,586,117.05692386627197,102.29
286,10.142.78.137,1576702026,2019-12-18_12-47-06,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4835105712701131,5.05,297.908,0,362965,0.001,17248,0.6327765120933826,155960.655,2643.771,-322.39900000000233,286,787.6,720,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.39922356605529785,362965,362965,0.9279600100422943,117.45614743232727,362965,806,117.45614743232727,102.29
287,10.142.78.137,1576702027,2019-12-18_12-47-07,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4831938983926037,5.167,304.639,2,364153,0.001,17248,0.6326715025463912,159674.256,2708.121,-319.1690000000023,287,825.0,722,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.37245917320251465,364153,364153,0.9273814733615311,117.82860660552979,364153,1188,117.82860660552979,104.05
288,10.142.78.137,1576702027,2019-12-18_12-47-07,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48302918026596664,5.079,301.831,1,364869,0.001,17248,0.6326173779551376,158289.369,2663.414,-322.0960000000025,288,803.9,723,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2900269031524658,364869,364869,0.9270798220557184,118.11863350868225,364869,716,118.11863350868225,106.51
289,10.142.78.137,1576702027,2019-12-18_12-47-07,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4830291802659667,5.332,312.255,0,366040,0.001,17248,0.6326173779551376,159502.203,2723.417,-322.0960000000025,289,850.4,723,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3804209232330322,366040,366040,0.9270798220557184,118.49905443191528,366040,1171,118.49905443191528,106.51
290,10.142.78.137,1576702028,2019-12-18_12-47-08,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.482683027457292,5.396,315.448,2,366863,0.001,17248,0.6325017840594354,159923.686,2735.473,-312.80100000000243,290,862.9,725,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3005056381225586,366863,366863,0.9264501373672936,118.79956007003784,366863,823,118.79956007003784,108.76
291,10.142.78.137,1576702028,2019-12-18_12-47-08,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4825073914737784,5.541,321.215,1,368015,0.002,17248,0.6324432406401039,161390.19,2783.802,-314.92200000000247,291,894.2,726,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3709549903869629,368015,368015,0.9261320931919,119.1705150604248,368015,1152,119.1705150604248,108.72
292,10.142.78.137,1576702028,2019-12-18_12-47-08,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48232687423450066,5.458,317.77,1,368879,0.001,17248,0.6323825116297179,159914.928,2746.645,-311.4660000000025,292,872.8,727,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.30881595611572266,368879,368879,0.925807659243506,119.47933101654053,368879,864,119.47933101654053,110.07
293,10.142.78.137,1576702028,2019-12-18_12-47-08,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4821392527701435,5.48,318.311,1,369533,0.001,17248,0.6323209669990856,160296.754,2759.565,-302.1800000000027,293,878.4,728,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2754063606262207,369533,369533,0.9254688699189795,119.75473737716675,369533,654,119.75473737716675,112.43
294,10.142.78.137,1576702029,2019-12-18_12-47-09,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48194461875235617,5.366,316.106,1,370192,0.001,17248,0.6322573620394303,160618.407,2726.615,-296.17900000000276,294,861.9,729,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2744758129119873,370192,370192,0.9251168779781902,120.02921319007874,370192,659,120.02921319007874,113.54
295,10.142.78.137,1576702029,2019-12-18_12-47-09,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48174452123414363,5.526,322.265,1,371091,0.001,17248,0.6321916266360905,161633.28,2771.634,-300.35000000000275,295,893.2,730,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3123447895050049,371091,371091,0.9247531320936427,120.34155797958374,371091,899,120.34155797958374,114.21
296,10.142.78.137,1576702029,2019-12-18_12-47-09,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4817445212341436,5.534,312.086,0,371891,0.001,17248,0.6321916266360904,161292.28,2860.105,-300.3500000000027,296,892.6,730,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.29755067825317383,371891,371891,0.9247531320936427,120.63910865783691,371891,800,120.63910865783691,114.21
297,10.142.78.137,1576702030,2019-12-18_12-47-10,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4817445212341436,5.336,299.419,0,372495,0.001,17248,0.6321916266360904,156327.391,2786.061,-300.3500000000027,297,834.2,730,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.24374628067016602,372495,372495,0.9247531320936427,120.88285493850708,372495,604,120.88285493850708,114.21
298,10.142.78.137,1576702030,2019-12-18_12-47-10,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4815229748985111,5.35,298.382,1,373261,0.001,17248,0.6321182534699736,156845.319,2812.504,-297.85900000000277,298,839.2,731,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.27986598014831543,373261,373261,0.9243523216730241,121.1627209186554,373261,766,121.1627209186554,119.38
299,10.142.78.137,1576702030,2019-12-18_12-47-10,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48152297489851115,5.155,287.85,0,373984,0.001,17248,0.6321182534699736,154116.62,2759.771,-297.85900000000277,299,794.4,731,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.27304530143737793,373984,373984,0.9243523216730242,121.43576622009277,373984,723,121.43576622009277,119.38
300,10.142.78.137,1576702030,2019-12-18_12-47-10,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48128958430711344,5.153,286.434,1,374776,0.001,17248,0.6320406840367234,153575.588,2762.595,-290.7630000000027,300,791.3,732,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2863483428955078,374776,374776,0.92393116833056,121.72211456298828,374776,792,121.72211456298828,121.94
301,10.142.78.137,1576702031,2019-12-18_12-47-11,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4808182422975371,5.088,284.091,2,375833,0.001,17248,0.6318836841677619,153640.677,2751.935,-279.27600000000274,301,781.8,734,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3469412326812744,375833,375833,0.9230819265327398,122.06905579566956,375833,1057,122.06905579566956,123.59
302,10.142.78.137,1576702031,2019-12-18_12-47-11,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4805755173062149,4.923,279.667,1,376378,0.001,17248,0.6318046997030651,152314.447,2681.404,-275.39900000000273,302,749.9,735,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.26296424865722656,376378,376378,0.9226447335423509,122.33202004432678,376378,545,122.33202004432678,124.52
303,10.142.78.137,1576702031,2019-12-18_12-47-11,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48033009108157576,5.089,289.338,1,377459,0.001,17248,0.631725125759594,155751.435,2739.353,-269.2960000000027,303,792.6,736,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.37377166748046875,377459,377459,0.922205909481654,122.70579171180725,377459,1081,122.70579171180725,124.49
304,10.142.78.137,1576702032,2019-12-18_12-47-12,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4803300910815757,5.118,288.989,0,378201,0.001,17248,0.631725125759594,156493.09,2771.382,-269.2960000000028,304,800.9,736,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2712070941925049,378201,378201,0.9222059094816543,122.97699880599976,378201,742,122.97699880599976,124.49
305,10.142.78.137,1576702032,2019-12-18_12-47-12,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.48007176282483505,4.895,281.601,1,378735,0.001,17248,0.6316415615499181,156154.92,2714.479,-268.81300000000283,305,764.4,737,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.23621058464050293,378735,378735,0.9217440191077056,123.21320939064026,378735,534,123.21320939064026,128.94
306,10.142.78.137,1576702032,2019-12-18_12-47-12,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.47980471324584767,4.679,274.828,1,379207,0.001,17248,0.6315550424750639,156373.721,2662.026,-264.9380000000029,306,731.6,738,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.22763848304748535,379207,379207,0.9212656744060896,123.44084787368774,379207,472,123.44084787368774,130.54
307,10.142.78.137,1576702032,2019-12-18_12-47-12,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.4798047132458476,4.778,279.354,0,379977,0.001,17248,0.631555042475064,156581.657,2678.325,-264.9380000000029,307,748.2,738,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.29001283645629883,379977,379977,0.9212656744060896,123.73086071014404,379977,770,123.73086071014404,130.54
308,10.142.78.137,1576702033,2019-12-18_12-47-13,-1064.1000000000017,772.3999999999986,zack-XPS-15-9560,0.47952459520033713,4.828,280.262,1,380744,0.001,17248,0.6314650402960935,155007.022,2669.997,-261.498000000003,308,748.3,739,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2894093990325928,380744,380744,0.9207640101042617,124.02027010917664,380744,767,124.02027010917664,132.47
