iterations_since_restore,node_ip,timestamp,date,episode_reward_min,episode_reward_max,hostname,sampler_perf/mean_processing_ms,info/grad_time_ms,info/sample_time_ms,episodes_this_iter,info/num_steps_sampled,info/update_time_ms,pid,sampler_perf/mean_inference_ms,info/opt_peak_throughput,info/sample_peak_throughput,episode_reward_mean,training_iteration,info/opt_samples,episodes_total,experiment_id,done,time_this_iter_s,timesteps_since_restore,info/num_steps_trained,sampler_perf/mean_env_wait_ms,time_since_restore,timesteps_total,timesteps_this_iter,time_total_s,episode_len_mean
1359,10.142.78.137,1576702273,2019-12-18_12-51-13,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2765328437457072,2.607,186.579,0,853649,0.001,17248,0.5781053252938303,116511.64,1628.265,44.93199999997263,1359,303.8,933,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2117936611175537,853649,853649,0.5434521494799653,363.1373417377472,853649,400,363.1373417377472,1434.34
1360,10.142.78.137,1576702273,2019-12-18_12-51-13,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27579363261543666,2.743,193.289,1,854199,0.001,17248,0.5779502395658443,123527.025,1752.812,51.89399999997274,1360,338.8,934,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.23932933807373047,854199,854199,0.5420596034103652,363.3766710758209,854199,550,363.3766710758209,1431.28
1361,10.142.78.137,1576702273,2019-12-18_12-51-13,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2757936326154366,2.764,194.117,0,854468,0.001,17248,0.5779502395658445,125070.808,1780.881,51.89399999997275,1361,345.7,934,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.18105578422546387,854468,854468,0.5420596034103652,363.5577268600464,854468,269,363.5577268600464,1431.28
1362,10.142.78.137,1576702273,2019-12-18_12-51-13,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2757936326154366,2.768,193.009,0,854668,0.001,17248,0.5779502395658445,124907.041,1791.112,51.89399999997275,1362,345.7,934,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.15964770317077637,854668,854668,0.5420596034103652,363.71737456321716,854668,200,363.71737456321716,1431.28
1363,10.142.78.137,1576702274,2019-12-18_12-51-14,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2757936326154366,2.77,194.321,0,854868,0.001,17248,0.5779502395658445,124795.236,1779.015,51.89399999997275,1363,345.7,934,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.17186784744262695,854868,854868,0.5420596034103652,363.8892424106598,854868,200,363.8892424106598,1431.28
1364,10.142.78.137,1576702274,2019-12-18_12-51-14,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,3.041,207.305,1,855591,0.001,17248,0.5777984166605635,130892.147,1919.872,44.13999999997353,1364,398.0,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2942686080932617,855591,855591,0.5407091643557315,364.18351101875305,855591,723,364.18351101875305,1419.65
1365,10.142.78.137,1576702274,2019-12-18_12-51-14,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,3.144,212.252,0,856032,0.001,17248,0.5777984166605635,134235.283,1988.669,44.13999999997354,1365,422.1,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.21001458168029785,856032,856032,0.5407091643557315,364.39352560043335,856032,441,364.39352560043335,1419.65
1366,10.142.78.137,1576702274,2019-12-18_12-51-14,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,3.067,209.371,0,856269,0.001,17248,0.5777984166605635,132493.583,1940.576,44.13999999997354,1366,406.3,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.17598438262939453,856269,856269,0.5407091643557315,364.56950998306274,856269,237,364.56950998306274,1419.65
1367,10.142.78.137,1576702275,2019-12-18_12-51-15,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,2.971,216.317,0,856469,0.001,17248,0.5777984166605635,128495.279,1764.998,44.13999999997354,1367,381.8,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.3034031391143799,856469,856469,0.5407091643557315,364.8729131221771,856469,200,364.8729131221771,1419.65
1368,10.142.78.137,1576702275,2019-12-18_12-51-15,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,2.763,209.959,0,856669,0.001,17248,0.5777984166605635,123765.28,1628.892,44.13999999997354,1368,342.0,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.18644237518310547,856669,856669,0.5407091643557315,365.05935549736023,856669,200,365.05935549736023,1419.65
1369,10.142.78.137,1576702275,2019-12-18_12-51-15,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,2.645,205.614,0,856869,0.001,17248,0.5777984166605635,121761.455,1566.044,44.13999999997354,1369,322.0,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1671466827392578,856869,856869,0.5407091643557315,365.2265021800995,856869,200,365.2265021800995,1419.65
1370,10.142.78.137,1576702275,2019-12-18_12-51-15,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27507661040996384,2.476,198.445,0,857069,0.002,17248,0.5777984166605635,115935.053,1446.244,44.13999999997354,1370,287.0,935,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1658763885498047,857069,857069,0.5407091643557315,365.3923785686493,857069,200,365.3923785686493,1419.65
1371,10.142.78.137,1576702275,2019-12-18_12-51-15,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.61,205.016,1,857630,0.002,17248,0.5776475411212708,121139.836,1542.32,42.83799999997347,1371,316.2,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.24813294410705566,857630,857630,0.5393544091949531,365.64051151275635,857630,561,365.64051151275635,1425.23
1372,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.678,210.69,0,858030,0.002,17248,0.5776475411212708,125537.494,1595.708,42.83799999997347,1372,336.2,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.21709418296813965,858030,858030,0.5393544091949531,365.8576056957245,858030,400,365.8576056957245,1425.23
1373,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.768,215.571,0,858430,0.002,17248,0.5776475411212708,128697.536,1652.358,42.83799999997347,1373,356.2,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2215893268585205,858430,858430,0.5393544091949531,366.079195022583,858430,400,366.079195022583,1425.23
1374,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.544,205.222,0,858724,0.002,17248,0.5776475411212708,123143.391,1526.641,42.83799999997347,1374,313.3,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1885066032409668,858724,858724,0.5393544091949531,366.267701625824,858724,294,366.267701625824,1425.23
1375,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.433,200.95,0,858924,0.002,17248,0.5776475411212708,118855.601,1439.162,42.83799999997347,1375,289.2,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16618657112121582,858924,858924,0.5393544091949531,366.4338881969452,858924,200,366.4338881969452,1425.23
1376,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.429,200.187,0,859124,0.002,17248,0.5776475411212708,117533.056,1426.165,42.83799999997347,1376,285.5,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1682894229888916,859124,859124,0.5393544091949531,366.6021776199341,859124,200,366.6021776199341,1425.23
1377,10.142.78.137,1576702276,2019-12-18_12-51-16,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.388,186.578,0,859324,0.001,17248,0.5776475411212708,119564.446,1530.19,42.83799999997347,1377,285.5,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1667928695678711,859324,859324,0.5393544091949531,366.76897048950195,859324,200,366.76897048950195,1425.23
1378,10.142.78.137,1576702277,2019-12-18_12-51-17,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.414,184.378,0,859524,0.001,17248,0.5776475411212708,118270.185,1548.448,42.83799999997347,1378,285.5,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16469693183898926,859524,859524,0.5393544091949531,366.93366742134094,859524,200,366.93366742134094,1425.23
1379,10.142.78.137,1576702277,2019-12-18_12-51-17,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.412,184.789,0,859724,0.001,17248,0.5776475411212708,118342.652,1545.003,42.83799999997347,1379,285.5,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1712327003479004,859724,859724,0.5393544091949531,367.10490012168884,859724,200,367.10490012168884,1425.23
1380,10.142.78.137,1576702277,2019-12-18_12-51-17,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27435800344126726,2.396,184.486,0,859924,0.001,17248,0.5776475411212708,119161.107,1547.54,42.83799999997347,1380,285.5,936,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16265416145324707,859924,859924,0.5393544091949531,367.2675542831421,859924,200,367.2675542831421,1425.23
1381,10.142.78.137,1576702277,2019-12-18_12-51-17,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27365828472382797,2.404,183.116,1,860450,0.001,17248,0.5775004778489811,117317.37,1540.011,46.74199999997335,1381,282.0,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.23451590538024902,860450,860450,0.5380360581839225,367.50207018852234,860450,526,367.50207018852234,1425.25
1382,10.142.78.137,1576702277,2019-12-18_12-51-17,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.406,181.941,0,860850,0.001,17248,0.577500477848981,117191.833,1549.953,46.74199999997335,1382,282.0,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.20538687705993652,860850,860850,0.5380360581839225,367.7074570655823,860850,400,367.7074570655823,1425.25
1383,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.374,180.214,0,861218,0.001,17248,0.577500477848981,117449.274,1547.048,46.74199999997335,1383,278.8,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.20399904251098633,861218,861218,0.5380360581839225,367.91145610809326,861218,368,367.91145610809326,1425.25
1384,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.326,178.59,0,861418,0.001,17248,0.577500477848981,115807.514,1508.485,46.74199999997335,1384,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.17177963256835938,861418,861418,0.5380360581839225,368.0832357406616,861418,200,368.0832357406616,1425.25
1385,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.321,178.565,0,861618,0.001,17248,0.577500477848981,116071.608,1508.694,46.74199999997335,1385,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16588830947875977,861618,861618,0.5380360581839225,368.2491240501404,861618,200,368.2491240501404,1425.25
1386,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.316,178.26,0,861818,0.001,17248,0.577500477848981,116334.514,1511.276,46.74199999997335,1386,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1651897430419922,861818,861818,0.5380360581839225,368.4143137931824,861818,200,368.4143137931824,1425.25
1387,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.318,178.243,0,862018,0.001,17248,0.577500477848981,116196.937,1511.423,46.74199999997335,1387,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16665005683898926,862018,862018,0.5380360581839225,368.58096385002136,862018,200,368.58096385002136,1425.25
1388,10.142.78.137,1576702278,2019-12-18_12-51-18,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.296,178.889,0,862218,0.001,17248,0.577500477848981,117355.479,1505.958,46.74199999997335,1388,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1709597110748291,862218,862218,0.5380360581839225,368.7519235610962,862218,200,368.7519235610962,1425.25
1389,10.142.78.137,1576702279,2019-12-18_12-51-19,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.307,179.039,0,862418,0.001,17248,0.577500477848981,116770.921,1504.697,46.74199999997335,1389,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1730031967163086,862418,862418,0.5380360581839225,368.9249267578125,862418,200,368.9249267578125,1425.25
1390,10.142.78.137,1576702279,2019-12-18_12-51-19,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.33,180.254,0,862618,0.001,17248,0.577500477848981,115604.909,1494.561,46.74199999997335,1390,269.4,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1750326156616211,862618,862618,0.5380360581839225,369.0999593734741,862618,200,369.0999593734741,1425.25
1391,10.142.78.137,1576702279,2019-12-18_12-51-19,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.273658284723828,2.134,173.013,0,862818,0.001,17248,0.577500477848981,110965.878,1368.685,46.74199999997335,1391,236.8,937,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16007709503173828,862818,862818,0.5380360581839225,369.26003646850586,862818,200,369.26003646850586,1425.25
1392,10.142.78.137,1576702279,2019-12-18_12-51-19,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2729594341753355,2.175,175.668,1,863263,0.001,17248,0.5773514277057374,110966.993,1373.614,54.0389999999741,1392,241.3,938,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.23240375518798828,863263,863263,0.536715049596175,369.49244022369385,863263,445,369.49244022369385,1424.3
1393,10.142.78.137,1576702279,2019-12-18_12-51-19,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.272272283547448,2.227,178.23,1,863701,0.001,17248,0.577206157324786,111484.722,1393.142,54.76399999997429,1393,248.3,939,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.23016691207885742,863701,863701,0.5354164914509473,369.7226071357727,863701,438,369.7226071357727,1416.85
1394,10.142.78.137,1576702280,2019-12-18_12-51-20,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.272272283547448,2.305,180.495,0,864057,0.001,17248,0.577206157324786,114513.581,1462.094,54.763999999974274,1394,263.9,939,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.19521403312683105,864057,864057,0.5354164914509474,369.91782116889954,864057,356,369.91782116889954,1416.85
1395,10.142.78.137,1576702280,2019-12-18_12-51-20,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.272272283547448,2.295,181.28,0,864257,0.001,17248,0.577206157324786,114967.939,1455.758,54.763999999974274,1395,263.9,939,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.17363238334655762,864257,864257,0.5354164914509474,370.0914535522461,864257,200,370.0914535522461,1416.85
1396,10.142.78.137,1576702280,2019-12-18_12-51-20,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.272272283547448,2.291,181.394,0,864457,0.001,17248,0.577206157324786,115188.081,1454.846,54.763999999974274,1396,263.9,939,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1663069725036621,864457,864457,0.5354164914509474,370.25776052474976,864457,200,370.25776052474976,1416.85
1397,10.142.78.137,1576702280,2019-12-18_12-51-20,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.272272283547448,2.282,181.441,0,864657,0.001,17248,0.577206157324786,115630.904,1454.463,54.763999999974274,1397,263.9,939,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16705036163330078,864657,864657,0.5354164914509474,370.42481088638306,864657,200,370.42481088638306,1416.85
1398,10.142.78.137,1576702280,2019-12-18_12-51-20,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2715862032077856,2.432,186.44,1,865120,0.001,17248,0.5770607683827642,119327.381,1556.537,61.13899999997402,1398,290.2,940,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2224278450012207,865120,865120,0.5341201532483741,370.6472387313843,865120,463,370.6472387313843,1420.93
1399,10.142.78.137,1576702281,2019-12-18_12-51-21,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2715862032077856,2.629,194.423,0,865720,0.001,17248,0.5770607683827642,125580.014,1698.358,61.13899999997403,1399,330.2,940,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.254697322845459,865720,865720,0.5341201532483741,370.90193605422974,865720,600,370.90193605422974,1420.93
1400,10.142.78.137,1576702281,2019-12-18_12-51-21,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2715862032077856,2.703,195.447,0,866026,0.001,17248,0.5770607683827642,126059.934,1743.7,61.13899999997403,1400,340.8,940,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1860053539276123,866026,866026,0.5341201532483741,371.08794140815735,866026,306,371.08794140815735,1420.93
1401,10.142.78.137,1576702281,2019-12-18_12-51-21,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27094342016067813,2.814,200.23,1,866441,0.001,17248,0.5769201967805205,128741.165,1809.42,71.39999999997373,1401,362.3,941,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.20908141136169434,866441,866441,0.5329089449028893,371.29702281951904,866441,415,371.29702281951904,1392.82
1402,10.142.78.137,1576702281,2019-12-18_12-51-21,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27031425210075244,2.706,194.913,1,866674,0.001,17248,0.5767813375624808,126071.95,1750.016,80.99999999997387,1402,341.1,942,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1781160831451416,866674,866674,0.5317203292935797,371.4751389026642,866674,233,371.4751389026642,1371.87
1403,10.142.78.137,1576702281,2019-12-18_12-51-21,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.27031425210075244,2.839,198.855,0,867374,0.001,17248,0.576781337562481,129357.303,1847.071,80.99999999997387,1403,367.3,942,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.270937442779541,867374,867374,0.5317203292935797,371.7460763454437,867374,700,371.7460763454437,1371.87
1404,10.142.78.137,1576702282,2019-12-18_12-51-22,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2696849284745852,2.903,203.304,1,867888,0.001,17248,0.5766423019314442,131956.793,1884.366,86.74399999997388,1404,383.1,943,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.24032044410705566,867888,867888,0.5305314021254279,371.9863967895508,867888,514,371.9863967895508,1373.94
1405,10.142.78.137,1576702282,2019-12-18_12-51-22,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2696849284745852,2.937,204.295,0,868168,0.001,17248,0.5766423019314442,133169.263,1914.389,86.74399999997388,1405,391.1,943,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.18390512466430664,868168,868168,0.5305314021254278,372.1703019142151,868168,280,372.1703019142151,1373.94
1406,10.142.78.137,1576702282,2019-12-18_12-51-22,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2690702654233384,3.054,209.797,1,868618,0.001,17248,0.5765034797581072,136262.484,1983.341,99.75899999997448,1406,416.1,944,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2225174903869629,868618,868618,0.5293682995597231,372.39281940460205,868618,450,372.39281940460205,1355.06
1407,10.142.78.137,1576702282,2019-12-18_12-51-22,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26907026542333845,3.147,214.874,0,869039,0.001,17248,0.5765034797581072,139265.614,2039.336,99.75899999997448,1407,438.2,944,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.21876168251037598,869039,869039,0.5293682995597231,372.6115810871124,869039,421,372.6115810871124,1355.06
1408,10.142.78.137,1576702283,2019-12-18_12-51-23,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.268455047486205,3.184,217.98,1,869623,0.001,17248,0.5763643372798384,141422.321,2065.787,115.53899999997435,1408,450.3,945,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.25386691093444824,869623,869623,0.5282041088060677,372.8654479980469,869623,584,372.8654479980469,1357.63
1409,10.142.78.137,1576702283,2019-12-18_12-51-23,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.268455047486205,3.068,212.216,0,869963,0.001,17248,0.5763643372798384,138313.879,1999.38,115.53899999997435,1409,424.3,945,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.19591140747070312,869963,869963,0.5282041088060677,373.0613594055176,869963,340,373.0613594055176,1357.63
1410,10.142.78.137,1576702283,2019-12-18_12-51-23,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.268455047486205,3.004,209.729,0,870163,0.001,17248,0.5763643372798384,137700.96,1972.542,115.53899999997435,1410,413.7,945,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16050958633422852,870163,870163,0.5282041088060677,373.2218689918518,870163,200,373.2218689918518,1357.63
1411,10.142.78.137,1576702283,2019-12-18_12-51-23,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2678507498056183,3.176,214.578,1,870817,0.001,17248,0.5762255084187581,137772.097,2039.351,117.80999999997442,1411,437.6,946,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.25925707817077637,870817,870817,0.5270603048746733,373.4811260700226,870817,654,373.4811260700226,1347.63
1412,10.142.78.137,1576702283,2019-12-18_12-51-23,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2672446907140602,3.447,222.313,1,871409,0.001,17248,0.5760856934797216,137361.701,2129.885,125.85199999997435,1412,473.5,947,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2582237720489502,871409,871409,0.5259127052177234,373.73934984207153,871409,592,373.73934984207153,1347.95
1413,10.142.78.137,1576702284,2019-12-18_12-51-24,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2672446907140602,3.19,212.036,0,871612,0.001,17248,0.5760856934797215,132864.876,1998.714,125.85199999997438,1413,423.8,947,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1656780242919922,871612,871612,0.5259127052177234,373.9050278663635,871612,203,373.9050278663635,1347.95
1414,10.142.78.137,1576702284,2019-12-18_12-51-24,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2672446907140602,3.058,204.475,0,871812,0.001,17248,0.5760856934797215,128325.983,1919.063,125.85199999997438,1414,392.4,947,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.1633903980255127,871812,871812,0.5259127052177234,374.06841826438904,871812,200,374.06841826438904,1347.95
1415,10.142.78.137,1576702284,2019-12-18_12-51-24,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.2660449912603409,3.16,208.129,2,872252,0.001,17248,0.5757983896376945,129254.165,1962.246,144.45999999997554,1415,408.4,949,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2215113639831543,872252,872252,0.5236328434875002,374.2899296283722,872252,440,374.2899296283722,1323.05
1416,10.142.78.137,1576702284,2019-12-18_12-51-24,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.303,213.383,1,872935,0.001,17248,0.5756524049062033,130718.104,2023.122,156.43299999997546,1416,431.7,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.27649497985839844,872935,872935,0.5225071086556727,374.5664246082306,872935,683,374.5664246082306,1317.18
1417,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.451,218.251,0,873574,0.001,17248,0.5756524049062034,131410.669,2077.881,156.43299999997546,1417,453.5,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2689533233642578,873574,873574,0.5225071086556726,374.83537793159485,873574,639,374.83537793159485,1317.18
1418,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.467,216.981,0,874117,0.001,17248,0.5756524049062034,129640.445,2071.15,156.43299999997546,1418,449.4,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.24134540557861328,874117,874117,0.5225071086556726,375.07672333717346,874117,543,375.07672333717346,1317.18
1419,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.391,214.036,0,874317,0.001,17248,0.5756524049062034,128401.274,2034.24,156.43299999997546,1419,435.4,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16568255424499512,874317,874317,0.5225071086556726,375.24240589141846,874317,200,375.24240589141846,1317.18
1420,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.376,214.727,0,874517,0.001,17248,0.5756524049062034,128957.995,2027.686,156.43299999997546,1420,435.4,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16732311248779297,874517,874517,0.5225071086556726,375.40972900390625,874517,200,375.40972900390625,1317.18
1421,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,3.168,205.768,0,874717,0.001,17248,0.5756524049062034,123124.177,1895.338,156.43299999997546,1421,390.0,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16756582260131836,874717,874717,0.5225071086556726,375.57729482650757,874717,200,375.57729482650757,1317.18
1422,10.142.78.137,1576702285,2019-12-18_12-51-25,-1226.899999999838,967.5999999999974,zack-XPS-15-9560,0.26545325360481953,2.884,196.943,0,874917,0.001,17248,0.5756524049062034,121640.364,1781.226,156.43299999997546,1422,350.8,950,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.16704583168029785,874917,874917,0.5225071086556726,375.74434065818787,874917,200,375.74434065818787,1317.18
1423,10.142.78.137,1576702286,2019-12-18_12-51-26,-1226.899999999838,964.7999999999969,zack-XPS-15-9560,0.264275266858707,3.109,207.014,2,875567,0.001,17248,0.5753572940768445,127212.211,1910.496,160.78199999997565,1423,395.5,952,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2685737609863281,875567,875567,0.5202635824919932,376.0129144191742,875567,650,376.0129144191742,1314.22
1424,10.142.78.137,1576702286,2019-12-18_12-51-26,-1226.899999999838,964.7999999999969,zack-XPS-15-9560,0.26427526685870695,3.304,216.937,0,876143,0.001,17248,0.5753572940768445,131101.324,1996.435,160.78199999997565,1424,433.1,952,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2645597457885742,876143,876143,0.5202635824919933,376.27747416496277,876143,576,376.27747416496277,1314.22
1425,10.142.78.137,1576702286,2019-12-18_12-51-26,-1226.899999999838,964.7999999999969,zack-XPS-15-9560,0.26427526685870695,3.268,215.885,0,876543,0.001,17248,0.5753572940768445,131313.948,1987.636,160.78199999997565,1425,429.1,952,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2105727195739746,876543,876543,0.5202635824919933,376.48804688453674,876543,400,376.48804688453674,1314.22
1426,10.142.78.137,1576702286,2019-12-18_12-51-26,-1226.899999999838,964.7999999999969,zack-XPS-15-9560,0.26427526685870695,3.119,209.49,0,876943,0.001,17248,0.5753572940768445,128519.762,1913.217,160.78199999997565,1426,400.8,952,183bfaa3e6f54d55a3ff3de61c36e8c3,False,0.2110004425048828,876943,876943,0.5202635824919933,376.6990473270416,876943,400,376.6990473270416,1314.22
