episodes_this_iter,info/num_steps_sampled,timesteps_this_iter,sampler_perf/mean_processing_ms,episodes_total,iterations_since_restore,episode_reward_mean,timestamp,sampler_perf/mean_env_wait_ms,training_iteration,time_total_s,episode_reward_min,info/opt_samples,info/sample_time_ms,time_this_iter_s,timesteps_since_restore,sampler_perf/mean_inference_ms,pid,time_since_restore,info/num_steps_trained,episode_reward_max,timesteps_total,done,info/grad_time_ms,info/opt_peak_throughput,hostname,info/update_time_ms,date,info/sample_peak_throughput,node_ip,episode_len_mean,experiment_id
0,576388,200,0.7751308994265885,991,695,139.1789999999887,1576703101,1.4704995374685514,695,364.78252053260803,-1631.599999999802,200.0,154.466,0.15738844871520996,576388,1.1367984106434585,17939,364.78252053260803,576388,950.3999999999936,576388,False,1.986,100705.995,zack-XPS-15-9560,0.001,2019-12-18_13-05-01,1294.78,10.142.78.137,692.19,597e19b796dc436bb6e93311fa9df381
0,576588,200,0.7751308994265885,991,696,139.1789999999887,1576703101,1.4704995374685514,696,364.9400222301483,-1631.599999999802,200.0,154.776,0.1575016975402832,576588,1.1367984106434585,17939,364.9400222301483,576588,950.3999999999936,576588,False,1.965,101776.322,zack-XPS-15-9560,0.001,2019-12-18_13-05-01,1292.192,10.142.78.137,692.19,597e19b796dc436bb6e93311fa9df381
0,576788,200,0.7751308994265885,991,697,139.1789999999887,1576703101,1.4704995374685514,697,365.10230016708374,-1631.599999999802,200.0,155.178,0.1622779369354248,576788,1.1367984106434585,17939,365.10230016708374,576788,950.3999999999936,576788,False,1.976,101238.33,zack-XPS-15-9560,0.001,2019-12-18_13-05-01,1288.844,10.142.78.137,692.19,597e19b796dc436bb6e93311fa9df381
0,576988,200,0.7751308994265885,991,698,139.1789999999887,1576703101,1.4704995374685514,698,365.26143646240234,-1631.599999999802,200.0,155.485,0.15913629531860352,576988,1.1367984106434585,17939,365.26143646240234,576988,950.3999999999936,576988,False,1.983,100839.159,zack-XPS-15-9560,0.001,2019-12-18_13-05-01,1286.298,10.142.78.137,692.19,597e19b796dc436bb6e93311fa9df381
2,577625,637,0.7672100874765699,993,699,154.82999999998816,1576703101,1.4557960520957618,699,365.520156621933,-1631.599999999802,243.7,165.251,0.25872015953063965,577625,1.129362653593871,17939,365.520156621933,577625,950.3999999999936,577625,False,2.193,111124.0,zack-XPS-15-9560,0.001,2019-12-18_13-05-01,1474.728,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
0,578239,614,0.7672100874765699,993,700,154.82999999998813,1576703102,1.4557960520957622,700,365.7792570590973,-1631.599999999802,285.1,174.747,0.25910043716430664,578239,1.129362653593871,17939,365.7792570590973,578239,950.3999999999936,578239,False,2.455,116150.834,zack-XPS-15-9560,0.001,2019-12-18_13-05-02,1631.503,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
0,578839,600,0.7672100874765699,993,701,154.82999999998813,1576703102,1.4557960520957622,701,366.026974439621,-1631.599999999802,325.1,183.724,0.24771738052368164,578839,1.129362653593871,17939,366.026974439621,578839,950.3999999999936,578839,False,2.678,121387.337,zack-XPS-15-9560,0.001,2019-12-18_13-05-02,1769.503,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
0,579439,600,0.7672100874765699,993,702,154.82999999998813,1576703102,1.4557960520957622,702,366.2722074985504,-1631.599999999802,365.1,192.395,0.24523305892944336,579439,1.129362653593871,17939,366.2722074985504,579439,950.3999999999936,579439,False,2.856,127816.205,zack-XPS-15-9560,0.001,2019-12-18_13-05-02,1897.654,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
0,579713,274,0.7672100874765699,993,703,154.82999999998813,1576703102,1.4557960520957622,703,366.44854068756104,-1631.599999999802,372.5,194.441,0.17633318901062012,579713,1.129362653593871,17939,366.44854068756104,579713,950.3999999999936,579713,False,2.909,128053.294,zack-XPS-15-9560,0.001,2019-12-18_13-05-02,1915.744,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
0,579913,200,0.7672100874765699,993,704,154.82999999998813,1576703102,1.4557960520957622,704,366.60505771636963,-1631.599999999802,372.5,194.454,0.15651702880859375,579913,1.129362653593871,17939,366.60505771636963,579913,950.3999999999936,579913,False,2.904,128250.91,zack-XPS-15-9560,0.001,2019-12-18_13-05-02,1915.615,10.142.78.137,725.14,597e19b796dc436bb6e93311fa9df381
1,580608,695,0.7632536573463979,994,705,163.39999999998759,1576703103,1.4484486685082305,705,366.87192463874817,-1631.599999999802,422.0,205.145,0.26686692237854004,580608,1.1256219800157545,17939,366.87192463874817,580608,950.3999999999936,580608,False,3.161,133489.923,zack-XPS-15-9560,0.001,2019-12-18_13-05-03,2057.086,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
0,581208,600,0.7632536573463979,994,706,163.39999999998759,1576703103,1.4484486685082305,706,367.12528944015503,-1631.599999999802,462.0,214.497,0.25336480140686035,581208,1.1256219800157545,17939,367.12528944015503,581208,950.3999999999936,581208,False,3.399,135936.054,zack-XPS-15-9560,0.001,2019-12-18_13-05-03,2153.881,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
0,581799,591,0.7632536573463979,994,707,163.39999999998759,1576703103,1.4484486685082305,707,367.3687400817871,-1631.599999999802,501.1,222.388,0.24345064163208008,581799,1.1256219800157545,17939,367.3687400817871,581799,950.3999999999936,581799,False,3.623,138328.665,zack-XPS-15-9560,0.001,2019-12-18_13-05-03,2253.269,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
0,582199,400,0.7632536573463979,994,708,163.39999999998759,1576703103,1.4484486685082305,708,367.57429480552673,-1631.599999999802,521.1,226.923,0.20555472373962402,582199,1.1256219800157545,17939,367.57429480552673,582199,950.3999999999936,582199,False,3.729,139748.452,zack-XPS-15-9560,0.001,2019-12-18_13-05-03,2296.373,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
0,582599,400,0.7632536573463979,994,709,163.39999999998759,1576703104,1.4484486685082305,709,367.7811312675476,-1631.599999999802,497.4,221.867,0.20683646202087402,582599,1.1256219800157545,17939,367.7811312675476,582599,950.3999999999936,582599,False,3.602,138101.678,zack-XPS-15-9560,0.001,2019-12-18_13-05-04,2241.886,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
0,582807,208,0.7632536573463979,994,710,163.39999999998759,1576703104,1.4484486685082305,710,367.94010972976685,-1631.599999999802,456.8,212.097,0.15897846221923828,582807,1.1256219800157545,17939,367.94010972976685,582807,950.3999999999936,582807,False,3.355,136170.378,zack-XPS-15-9560,0.001,2019-12-18_13-05-04,2153.727,10.142.78.137,731.41,597e19b796dc436bb6e93311fa9df381
1,583488,681,0.7592886880619477,995,711,163.74899999998752,1576703104,1.4410830055382933,711,368.2016854286194,-1631.599999999802,464.9,213.469,0.26157569885253906,583488,1.121854414497852,17939,368.2016854286194,583488,950.3999999999936,583488,False,3.373,137839.445,zack-XPS-15-9560,0.001,2019-12-18_13-05-04,2177.839,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,584088,600,0.7592886880619477,995,712,163.74899999998752,1576703104,1.4410830055382933,712,368.4467279911041,-1631.599999999802,464.9,213.456,0.2450425624847412,584088,1.121854414497852,17939,368.4467279911041,584088,950.3999999999936,584088,False,3.377,137684.693,zack-XPS-15-9560,0.001,2019-12-18_13-05-04,2177.968,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,584554,466,0.7592886880619477,995,713,163.74899999998752,1576703104,1.4410830055382933,713,368.66206097602844,-1631.599999999802,484.1,217.271,0.2153329849243164,584554,1.121854414497852,17939,368.66206097602844,584554,950.3999999999936,584554,False,3.46,139918.037,zack-XPS-15-9560,0.001,2019-12-18_13-05-04,2228.093,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,584954,400,0.7592886880619477,995,714,163.74899999998752,1576703105,1.4410830055382933,714,368.8676714897156,-1631.599999999802,504.1,222.087,0.2056105136871338,584954,1.121854414497852,17939,368.8676714897156,584954,950.3999999999936,584954,False,3.552,141935.934,zack-XPS-15-9560,0.001,2019-12-18_13-05-05,2269.827,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,585354,400,0.7592886880619477,995,715,163.74899999998752,1576703105,1.4410830055382933,715,369.07920241355896,-1631.599999999802,474.6,216.668,0.2115309238433838,585354,1.121854414497852,17939,369.07920241355896,585354,950.3999999999936,585354,False,3.44,137980.472,zack-XPS-15-9560,0.001,2019-12-18_13-05-05,2190.452,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,585754,400,0.7592886880619477,995,716,163.74899999998752,1576703105,1.4410830055382933,716,369.29017448425293,-1631.599999999802,454.6,212.548,0.21097207069396973,585754,1.121854414497852,17939,369.29017448425293,585754,950.3999999999936,585754,False,3.316,137098.916,zack-XPS-15-9560,0.001,2019-12-18_13-05-05,2138.81,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,586154,400,0.7592886880619477,995,717,163.74899999998752,1576703105,1.4410830055382933,717,369.50592589378357,-1631.599999999802,435.5,209.882,0.21575140953063965,586154,1.121854414497852,17939,369.50592589378357,586154,950.3999999999936,586154,False,3.214,135481.768,zack-XPS-15-9560,0.001,2019-12-18_13-05-05,2074.972,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,586554,400,0.7592886880619477,995,718,163.74899999998752,1576703105,1.4410830055382933,718,369.7279567718506,-1631.599999999802,435.5,211.287,0.2220308780670166,586554,1.121854414497852,17939,369.7279567718506,586554,950.3999999999936,586554,False,3.43,126981.723,zack-XPS-15-9560,0.001,2019-12-18_13-05-05,2061.177,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,586954,400,0.7592886880619477,995,719,163.74899999998752,1576703106,1.4410830055382933,719,369.95289516448975,-1631.599999999802,435.5,213.081,0.22493839263916016,586954,1.121854414497852,17939,369.95289516448975,586954,950.3999999999936,586954,False,3.443,126499.816,zack-XPS-15-9560,0.001,2019-12-18_13-05-06,2043.827,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,587354,400,0.7592886880619477,995,720,163.74899999998752,1576703106,1.4410830055382933,720,370.16174364089966,-1631.599999999802,454.7,217.905,0.2088484764099121,587354,1.121854414497852,17939,370.16174364089966,587354,950.3999999999936,587354,False,3.606,126097.566,zack-XPS-15-9560,0.001,2019-12-18_13-05-06,2086.689,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,587754,400,0.7592886880619477,995,721,163.74899999998752,1576703106,1.4410830055382933,721,370.3657817840576,-1631.599999999802,426.6,212.271,0.20403814315795898,587754,1.121854414497852,17939,370.3657817840576,587754,950.3999999999936,587754,False,3.482,122532.295,zack-XPS-15-9560,0.001,2019-12-18_13-05-06,2009.69,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,588154,400,0.7592886880619477,995,722,163.74899999998752,1576703106,1.4410830055382933,722,370.573251247406,-1631.599999999802,406.6,208.608,0.20746946334838867,588154,1.121854414497852,17939,370.573251247406,588154,950.3999999999936,588154,False,3.397,119699.314,zack-XPS-15-9560,0.001,2019-12-18_13-05-06,1949.114,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,588554,400,0.7592886880619477,995,723,163.74899999998752,1576703107,1.4410830055382933,723,370.78327322006226,-1631.599999999802,400.0,208.102,0.21002197265625,588554,1.121854414497852,17939,370.78327322006226,588554,950.3999999999936,588554,False,3.37,118690.201,zack-XPS-15-9560,0.003,2019-12-18_13-05-07,1922.134,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,588954,400,0.7592886880619477,995,724,163.74899999998752,1576703107,1.4410830055382933,724,370.9951090812683,-1631.599999999802,400.0,208.703,0.2118358612060547,588954,1.121854414497852,17939,370.9951090812683,588954,950.3999999999936,588954,False,3.395,117828.285,zack-XPS-15-9560,0.003,2019-12-18_13-05-07,1916.599,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,589354,400,0.7592886880619477,995,725,163.74899999998752,1576703107,1.4410830055382933,725,371.19901990890503,-1631.599999999802,400.0,207.972,0.20391082763671875,589354,1.121854414497852,17939,371.19901990890503,589354,950.3999999999936,589354,False,3.361,119006.76,zack-XPS-15-9560,0.003,2019-12-18_13-05-07,1923.339,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,589754,400,0.7592886880619477,995,726,163.74899999998752,1576703107,1.4410830055382933,726,371.40243649482727,-1631.599999999802,400.0,207.194,0.2034165859222412,589754,1.121854414497852,17939,371.40243649482727,589754,950.3999999999936,589754,False,3.38,118360.29,zack-XPS-15-9560,0.003,2019-12-18_13-05-07,1930.553,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,590154,400,0.7592886880619477,995,727,163.74899999998752,1576703107,1.4410830055382933,727,371.6137764453888,-1631.599999999802,400.0,206.78,0.21133995056152344,590154,1.121854414497852,17939,371.6137764453888,590154,950.3999999999936,590154,False,3.349,119452.45,zack-XPS-15-9560,0.003,2019-12-18_13-05-07,1934.419,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,590554,400,0.7592886880619477,995,728,163.74899999998752,1576703108,1.4410830055382933,728,371.8173050880432,-1631.599999999802,400.0,205.174,0.20352864265441895,590554,1.121854414497852,17939,371.8173050880432,590554,950.3999999999936,590554,False,3.135,127597.947,zack-XPS-15-9560,0.003,2019-12-18_13-05-08,1949.567,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,590770,216,0.7592886880619477,995,729,163.74899999998752,1576703108,1.4410830055382933,729,371.9811131954193,-1631.599999999802,381.6,199.122,0.16380810737609863,590770,1.121854414497852,17939,371.9811131954193,590770,950.3999999999936,590770,False,3.073,124196.599,zack-XPS-15-9560,0.003,2019-12-18_13-05-08,1916.418,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
0,590970,200,0.7592886880619477,995,730,163.74899999998752,1576703108,1.4410830055382933,730,372.1372730731964,-1631.599999999802,361.6,194.013,0.1561598777770996,590970,1.121854414497852,17939,372.1372730731964,590970,950.3999999999936,590970,False,2.912,124183.076,zack-XPS-15-9560,0.003,2019-12-18_13-05-08,1863.795,10.142.78.137,740.13,597e19b796dc436bb6e93311fa9df381
1,591702,732,0.7552267831710854,996,731,168.33399999998684,1576703108,1.433535355008567,731,372.4087302684784,-1631.599999999802,394.8,200.633,0.2714571952819824,591702,1.1179836814851725,17939,372.4087302684784,591702,950.3999999999936,591702,False,3.032,130189.888,zack-XPS-15-9560,0.003,2019-12-18_13-05-08,1967.775,10.142.78.137,778.76,597e19b796dc436bb6e93311fa9df381
0,592921,1219,0.7552267831710854,996,732,168.33399999998684,1576703109,1.433535355008567,732,372.77185440063477,-1631.599999999802,476.7,215.815,0.36312413215637207,592921,1.1179836814851725,17939,372.77185440063477,592921,950.3999999999936,592921,False,3.415,139604.158,zack-XPS-15-9560,0.003,2019-12-18_13-05-09,2208.838,10.142.78.137,778.76,597e19b796dc436bb6e93311fa9df381
0,593836,915,0.7552267831710854,996,733,168.33399999998684,1576703109,1.433535355008567,733,373.08525371551514,-1631.599999999802,528.2,225.906,0.3133993148803711,593836,1.1179836814851725,17939,373.08525371551514,593836,950.3999999999936,593836,False,3.664,144144.661,zack-XPS-15-9560,0.001,2019-12-18_13-05-09,2338.136,10.142.78.137,778.76,597e19b796dc436bb6e93311fa9df381
0,594256,420,0.7552267831710854,996,734,168.33399999998684,1576703109,1.433535355008567,734,373.2997076511383,-1631.599999999802,530.2,226.17,0.21445393562316895,594256,1.1179836814851725,17939,373.2997076511383,594256,950.3999999999936,594256,False,3.663,144756.386,zack-XPS-15-9560,0.001,2019-12-18_13-05-09,2344.257,10.142.78.137,778.76,597e19b796dc436bb6e93311fa9df381
0,594656,400,0.7552267831710854,996,735,168.33399999998684,1576703109,1.433535355008567,735,373.50629115104675,-1631.599999999802,530.2,226.469,0.20658349990844727,594656,1.1179836814851725,17939,373.50629115104675,594656,950.3999999999936,594656,False,3.631,146004.253,zack-XPS-15-9560,0.001,2019-12-18_13-05-09,2341.162,10.142.78.137,778.76,597e19b796dc436bb6e93311fa9df381
1,595266,610,0.7511706217247636,997,736,171.6369999999866,1576703110,1.4259976719513858,736,373.754923582077,-1631.599999999802,551.2,230.898,0.24863243103027344,595266,1.1140963619077409,17939,373.754923582077,595266,950.3999999999936,595266,False,3.724,148022.253,zack-XPS-15-9560,0.001,2019-12-18_13-05-10,2387.202,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,595866,600,0.7511706217247636,997,737,171.6369999999866,1576703110,1.4259976719513858,737,374.00152111053467,-1631.599999999802,571.2,234.294,0.2465975284576416,595866,1.1140963619077409,17939,374.00152111053467,595866,950.3999999999936,595866,False,3.857,148088.246,zack-XPS-15-9560,0.001,2019-12-18_13-05-10,2437.962,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,596466,600,0.7511706217247636,997,738,171.6369999999866,1576703110,1.4259976719513858,738,374.27549171447754,-1631.599999999802,591.2,241.221,0.2739706039428711,596466,1.1140963619077409,17939,374.27549171447754,596466,950.3999999999936,596466,False,3.976,148709.566,zack-XPS-15-9560,0.001,2019-12-18_13-05-10,2450.861,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,596963,497,0.7511706217247636,997,739,171.6369999999866,1576703110,1.4259976719513858,739,374.50588297843933,-1631.599999999802,619.3,247.719,0.230391263961792,596963,1.1140963619077409,17939,374.50588297843933,596963,950.3999999999936,596963,False,4.133,149831.134,zack-XPS-15-9560,0.001,2019-12-18_13-05-10,2500.007,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,597363,400,0.7511706217247636,997,740,171.6369999999866,1576703110,1.4259976719513858,740,374.7171401977539,-1631.599999999802,639.3,253.128,0.2112572193145752,597363,1.1140963619077409,17939,374.7171401977539,597363,950.3999999999936,597363,False,4.237,150885.621,zack-XPS-15-9560,0.001,2019-12-18_13-05-10,2525.596,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,597763,400,0.7511706217247636,997,741,171.6369999999866,1576703111,1.4259976719513858,741,374.9372606277466,-1631.599999999802,606.1,248.134,0.22012042999267578,597763,1.1140963619077409,17939,374.9372606277466,597763,950.3999999999936,597763,False,4.101,147809.039,zack-XPS-15-9560,0.001,2019-12-18_13-05-11,2442.631,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,598163,400,0.7511706217247636,997,742,171.6369999999866,1576703111,1.4259976719513858,742,375.1484603881836,-1631.599999999802,524.2,233.347,0.21119976043701172,598163,1.1140963619077409,17939,375.1484603881836,598163,950.3999999999936,598163,False,3.694,141909.081,zack-XPS-15-9560,0.001,2019-12-18_13-05-11,2246.443,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,598479,316,0.7511706217247636,997,743,171.6369999999866,1576703111,1.4259976719513858,743,375.3325848579407,-1631.599999999802,464.3,220.692,0.18412446975708008,598479,1.1140963619077409,17939,375.3325848579407,598479,950.3999999999936,598479,False,3.417,135875.983,zack-XPS-15-9560,0.001,2019-12-18_13-05-11,2103.834,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,598679,200,0.7511706217247636,997,744,171.6369999999866,1576703111,1.4259976719513858,744,375.49277663230896,-1631.599999999802,442.3,215.384,0.16019177436828613,598679,1.1140963619077409,17939,375.49277663230896,598679,950.3999999999936,598679,False,3.298,134111.724,zack-XPS-15-9560,0.001,2019-12-18_13-05-11,2053.545,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,598879,200,0.7511706217247636,997,745,171.6369999999866,1576703111,1.4259976719513858,745,375.6647472381592,-1631.599999999802,422.3,212.0,0.17197060585021973,598879,1.1140963619077409,17939,375.6647472381592,598879,950.3999999999936,598879,False,3.221,131112.75,zack-XPS-15-9560,0.001,2019-12-18_13-05-11,1991.979,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
0,599079,200,0.7511706217247636,997,746,171.6369999999866,1576703112,1.4259976719513858,746,375.824914932251,-1631.599999999802,381.3,203.357,0.16016769409179688,599079,1.1140963619077409,17939,375.824914932251,599079,950.3999999999936,599079,False,3.021,126201.469,zack-XPS-15-9560,0.001,2019-12-18_13-05-12,1875.025,10.142.78.137,784.33,597e19b796dc436bb6e93311fa9df381
1,599408,329,0.7470575914590671,998,747,175.73599999998677,1576703112,1.4183534697729516,747,376.0287079811096,-1631.599999999802,354.2,199.206,0.20379304885864258,599408,1.1101553035551979,17939,376.0287079811096,599408,950.3999999999936,599408,False,2.885,122753.355,zack-XPS-15-9560,0.001,2019-12-18_13-05-12,1778.056,10.142.78.137,806.64,597e19b796dc436bb6e93311fa9df381
1,600349,941,0.7429545946578966,999,748,173.98099999998686,1576703112,1.4107273765536308,748,376.36109828948975,-1631.599999999802,388.3,204.821,0.33239030838012695,600349,1.1062135540075446,17939,376.36109828948975,600349,950.3999999999936,600349,False,3.098,125319.194,zack-XPS-15-9560,0.001,2019-12-18_13-05-12,1895.802,10.142.78.137,805.33,597e19b796dc436bb6e93311fa9df381
0,600949,600,0.7429545946578966,999,749,173.98099999998686,1576703112,1.4107273765536308,749,376.6125819683075,-1631.599999999802,398.6,206.931,0.251483678817749,600949,1.1062135540075444,17939,376.6125819683075,600949,950.3999999999936,600949,False,3.103,128467.44,zack-XPS-15-9560,0.001,2019-12-18_13-05-12,1926.244,10.142.78.137,805.33,597e19b796dc436bb6e93311fa9df381
0,601424,475,0.7429545946578966,999,750,173.98099999998686,1576703113,1.4107273765536308,750,376.84326672554016,-1631.599999999802,406.1,208.809,0.23068475723266602,601424,1.1062135540075444,17939,376.84326672554016,601424,950.3999999999936,601424,False,3.163,128406.095,zack-XPS-15-9560,0.001,2019-12-18_13-05-13,1944.84,10.142.78.137,805.33,597e19b796dc436bb6e93311fa9df381
1,602016,592,0.7388473608434196,1000,751,184.3679999999864,1576703113,1.403091607889798,751,377.10093879699707,-1631.599999999802,425.3,212.486,0.2576720714569092,602016,1.1022597834166676,17939,377.10093879699707,602016,950.3999999999936,602016,False,3.24,131253.31,zack-XPS-15-9560,0.001,2019-12-18_13-05-13,2001.541,10.142.78.137,810.89,597e19b796dc436bb6e93311fa9df381
0,602230,214,0.7388473608434195,1000,752,184.3679999999864,1576703113,1.4030916078897977,752,377.2622420787811,-1631.599999999802,406.7,207.565,0.16130328178405762,602230,1.1022597834166676,17939,377.2622420787811,602230,950.3999999999936,602230,False,3.174,128134.084,zack-XPS-15-9560,0.001,2019-12-18_13-05-13,1959.385,10.142.78.137,810.89,597e19b796dc436bb6e93311fa9df381
0,602430,200,0.7388473608434195,1000,753,184.3679999999864,1576703113,1.4030916078897977,753,377.4316756725311,-1631.599999999802,395.1,206.186,0.16943359375,602430,1.1022597834166676,17939,377.4316756725311,602430,950.3999999999936,602430,False,3.088,127965.769,zack-XPS-15-9560,0.001,2019-12-18_13-05-13,1916.232,10.142.78.137,810.89,597e19b796dc436bb6e93311fa9df381
1,602962,532,0.7347379882612783,1001,754,178.6949999999865,1576703113,1.3954512444579907,754,377.66255402565,-1631.599999999802,428.3,213.09,0.23087835311889648,602962,1.098293509690016,17939,377.66255402565,602962,950.3999999999936,602962,False,3.249,131820.279,zack-XPS-15-9560,0.001,2019-12-18_13-05-13,2009.944,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,603162,200,0.7347379882612782,1001,755,178.6949999999865,1576703114,1.3954512444579905,755,377.81895446777344,-1631.599999999802,428.3,211.544,0.15640044212341309,603162,1.0982935096900157,17939,377.81895446777344,603162,950.3999999999936,603162,False,3.24,132203.469,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,2024.635,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,603362,200,0.7347379882612782,1001,756,178.6949999999865,1576703114,1.3954512444579905,756,377.9736878871918,-1631.599999999802,428.3,211.007,0.15473341941833496,603362,1.0982935096900157,17939,377.9736878871918,603362,950.3999999999936,603362,False,3.237,132302.782,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,2029.793,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,603562,200,0.7347379882612782,1001,757,178.6949999999865,1576703114,1.3954512444579905,757,378.13402795791626,-1631.599999999802,415.4,206.776,0.1603400707244873,603562,1.0982935096900157,17939,378.13402795791626,603562,950.3999999999936,603562,False,3.128,132793.253,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,2008.937,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,603762,200,0.7347379882612782,1001,758,178.6949999999865,1576703114,1.3954512444579905,758,378.29017066955566,-1631.599999999802,341.3,189.6,0.1561427116394043,603762,1.0982935096900157,17939,378.29017066955566,603762,950.3999999999936,603762,False,2.693,126726.565,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,1800.104,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,603962,200,0.7347379882612782,1001,759,178.6949999999865,1576703114,1.3954512444579905,759,378.44909858703613,-1631.599999999802,301.3,180.536,0.15892791748046875,603962,1.0982935096900157,17939,378.44909858703613,603962,950.3999999999936,603962,False,2.506,120220.302,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,1668.92,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,604162,200,0.7347379882612782,1001,760,178.6949999999865,1576703114,1.3954512444579905,760,378.6062550544739,-1631.599999999802,273.8,173.363,0.15715646743774414,604162,1.0982935096900157,17939,378.6062550544739,604162,950.3999999999936,604162,False,2.332,117412.553,zack-XPS-15-9560,0.001,2019-12-18_13-05-14,1579.342,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,604362,200,0.7347379882612782,1001,761,178.6949999999865,1576703115,1.3954512444579905,761,378.76595735549927,-1631.599999999802,234.6,163.77,0.15970230102539062,604362,1.0982935096900157,17939,378.76595735549927,604362,950.3999999999936,604362,False,2.132,110030.831,zack-XPS-15-9560,0.001,2019-12-18_13-05-15,1432.5,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,604562,200,0.7347379882612782,1001,762,178.6949999999865,1576703115,1.3954512444579905,762,378.9257128238678,-1631.599999999802,233.2,163.633,0.15975546836853027,604562,1.0982935096900157,17939,378.9257128238678,604562,950.3999999999936,604562,False,2.113,110354.006,zack-XPS-15-9560,0.001,2019-12-18_13-05-15,1425.139,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,604762,200,0.7347379882612782,1001,763,178.6949999999865,1576703115,1.3954512444579905,763,379.0877707004547,-1631.599999999802,233.2,162.855,0.16205787658691406,604762,1.0982935096900157,17939,379.0877707004547,604762,950.3999999999936,604762,False,2.15,108456.139,zack-XPS-15-9560,0.001,2019-12-18_13-05-15,1431.948,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,604962,200,0.7347379882612782,1001,764,178.6949999999865,1576703115,1.3954512444579905,764,379.25284218788147,-1631.599999999802,200.0,156.441,0.1650714874267578,604962,1.0982935096900157,17939,379.25284218788147,604962,950.3999999999936,604962,False,1.985,100773.744,zack-XPS-15-9560,0.001,2019-12-18_13-05-15,1278.434,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
0,605162,200,0.7347379882612782,1001,765,178.6949999999865,1576703115,1.3954512444579905,765,379.4217460155487,-1631.599999999802,200.0,157.679,0.16890382766723633,605162,1.0982935096900157,17939,379.4217460155487,605162,950.3999999999936,605162,False,1.996,100209.148,zack-XPS-15-9560,0.001,2019-12-18_13-05-15,1268.398,10.142.78.137,812.39,597e19b796dc436bb6e93311fa9df381
