episode_reward_min,episodes_this_iter,pid,time_since_restore,episode_reward_mean,info/opt_samples,iterations_since_restore,sampler_perf/mean_inference_ms,hostname,timesteps_since_restore,date,episode_reward_max,info/grad_time_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_env_wait_ms,info/sample_time_ms,done,experiment_id,training_iteration,timesteps_this_iter,info/update_time_ms,node_ip,timesteps_total,info/opt_peak_throughput,time_this_iter_s,info/sample_peak_throughput,info/num_steps_trained,episodes_total,timestamp,info/num_steps_sampled,time_total_s,episode_len_mean
-1065.900000000001,3,14922,52.34232497215271,-461.2150000000014,1372.0,127,0.6558188532499126,zack-XPS-15-9560,169033,2019-12-18_12-03-13,365.7999999999971,8.327,0.5000522398914905,0.8465378242788794,417.989,False,e67fcb214a7042fc9e167725570fecfb,127,1326,0.001,10.142.78.137,169033,164769.795,0.4243004322052002,3282.384,169033,346,1576699393,169033,52.34232497215271,72.85
-1065.900000000001,2,14922,52.714956760406494,-463.26900000000126,1336.4,128,0.6559434873319155,zack-XPS-15-9560,170223,2019-12-18_12-03-13,365.7999999999971,8.133,0.5001412617662955,0.8466797301615773,407.754,False,e67fcb214a7042fc9e167725570fecfb,128,1190,0.001,10.142.78.137,170223,164325.312,0.3726317882537842,3277.466,170223,348,1576699393,170223,52.714956760406494,73.0
-1065.900000000001,3,14922,53.07840323448181,-452.81700000000114,1298.1,129,0.6561185402942862,zack-XPS-15-9560,171324,2019-12-18_12-03-13,365.7999999999971,7.956,0.500255475585923,0.8468590689734043,399.377,False,e67fcb214a7042fc9e167725570fecfb,129,1101,0.001,10.142.78.137,171324,163168.596,0.3634464740753174,3250.313,171324,351,1576699393,171324,53.07840323448181,72.93
-1065.900000000001,3,14922,53.492825984954834,-444.9340000000014,1287.9,130,0.6562655729271192,zack-XPS-15-9560,172609,2019-12-18_12-03-14,365.7999999999971,7.89,0.5003606099432999,0.8470141950339002,398.295,False,e67fcb214a7042fc9e167725570fecfb,130,1285,0.001,10.142.78.137,172609,163222.857,0.41442275047302246,3233.536,172609,354,1576699394,172609,53.492825984954834,73.05
-1065.900000000001,3,14922,53.945977210998535,-447.16000000000133,1289.2,131,0.6564035192792034,zack-XPS-15-9560,174050,2019-12-18_12-03-14,365.7999999999971,7.98,0.5004683299766246,0.8471800886418189,400.693,False,e67fcb214a7042fc9e167725570fecfb,131,1441,0.001,10.142.78.137,174050,161562.795,0.45315122604370117,3217.425,174050,357,1576699394,174050,53.945977210998535,73.01
-1065.900000000001,2,14922,54.358078956604004,-447.16200000000134,1273.1,132,0.6564827210260362,zack-XPS-15-9560,175373,2019-12-18_12-03-15,365.7999999999971,7.873,0.5005327936450292,0.847289149825526,397.047,False,e67fcb214a7042fc9e167725570fecfb,132,1323,0.001,10.142.78.137,175373,161703.362,0.41210174560546875,3206.423,175373,359,1576699395,175373,54.358078956604004,73.03
-1065.900000000001,3,14922,54.784995555877686,-443.23100000000136,1287.6,133,0.6565706525328223,zack-XPS-15-9560,176775,2019-12-18_12-03-15,365.7999999999971,7.79,0.5006205800096879,0.8474380772643272,398.767,False,e67fcb214a7042fc9e167725570fecfb,133,1402,0.001,10.142.78.137,176775,165280.881,0.42691659927368164,3228.955,176775,362,1576699395,176775,54.784995555877686,72.9
-1065.900000000001,3,14922,55.214253187179565,-445.28200000000135,1302.6,134,0.6566201821159474,zack-XPS-15-9560,178189,2019-12-18_12-03-15,365.7999999999971,7.981,0.5006940397422848,0.8475600002250073,400.745,False,e67fcb214a7042fc9e167725570fecfb,134,1414,0.001,10.142.78.137,178189,163204.538,0.4292576313018799,3250.444,178189,365,1576699395,178189,55.214253187179565,72.89
-1065.900000000001,3,14922,55.66199231147766,-459.52800000000127,1326.1,135,0.6566725271382648,zack-XPS-15-9560,179684,2019-12-18_12-03-16,365.7999999999971,8.092,0.5007890481654297,0.847724652837326,405.441,False,e67fcb214a7042fc9e167725570fecfb,135,1495,0.001,10.142.78.137,179684,163868.286,0.4477391242980957,3270.759,179684,368,1576699396,179684,55.66199231147766,72.86
-1065.900000000001,2,14922,56.10124611854553,-468.1470000000013,1353.6,136,0.6567073066983506,zack-XPS-15-9560,181243,2019-12-18_12-03-16,365.7999999999971,8.15,0.5008608501207503,0.8478585713864853,409.436,False,e67fcb214a7042fc9e167725570fecfb,136,1559,0.002,10.142.78.137,181243,166078.007,0.4392538070678711,3306.012,181243,370,1576699396,181243,56.10124611854553,73.08
-1065.900000000001,3,14922,56.53465008735657,-472.3140000000014,1361.4,137,0.6567710992152014,zack-XPS-15-9560,182647,2019-12-18_12-03-17,365.7999999999971,8.092,0.5009788226782645,0.8480801862490219,410.406,False,e67fcb214a7042fc9e167725570fecfb,137,1404,0.002,10.142.78.137,182647,168234.329,0.43340396881103516,3317.199,182647,373,1576699397,182647,56.53465008735657,72.96
-1065.900000000001,3,14922,56.95307898521423,-482.3340000000013,1381.9,138,0.65682924165418,zack-XPS-15-9560,184042,2019-12-18_12-03-17,160.4999999999959,8.278,0.5011082674394988,0.8483296603289995,414.785,False,e67fcb214a7042fc9e167725570fecfb,138,1395,0.002,10.142.78.137,184042,166933.807,0.418428897857666,3331.607,184042,376,1576699397,184042,56.95307898521423,72.87
-1065.900000000001,3,14922,57.34614682197571,-472.2630000000014,1391.9,139,0.6568866932534556,zack-XPS-15-9560,185243,2019-12-18_12-03-18,160.4999999999959,8.245,0.5012358410329877,0.8485795651379208,417.786,False,e67fcb214a7042fc9e167725570fecfb,139,1201,0.002,10.142.78.137,185243,168813.25,0.3930678367614746,3331.613,185243,379,1576699398,185243,57.34614682197571,72.9
-1065.900000000001,3,14922,57.73706293106079,-468.19800000000157,1389.1,140,0.6569308449926028,zack-XPS-15-9560,186500,2019-12-18_12-03-18,160.4999999999959,8.201,0.5013543466437793,0.8488042489380493,415.488,False,e67fcb214a7042fc9e167725570fecfb,140,1257,0.002,10.142.78.137,186500,169392.061,0.390916109085083,3343.301,186500,382,1576699398,186500,57.73706293106079,72.8
-1064.9000000000015,2,14922,58.10153889656067,-464.03400000000147,1357.0,141,0.6569556340692806,zack-XPS-15-9560,187620,2019-12-18_12-03-18,160.4999999999959,7.993,0.5014234503326328,0.8489346272819334,406.829,False,e67fcb214a7042fc9e167725570fecfb,141,1120,0.002,10.142.78.137,187620,169770.877,0.36447596549987793,3335.55,187620,384,1576699398,187620,58.10153889656067,72.86
-1064.9000000000015,3,14922,58.50524401664734,-451.65300000000155,1343.3,142,0.656999119407231,zack-XPS-15-9560,188806,2019-12-18_12-03-19,160.4999999999959,7.902,0.5015252371530754,0.8491248797668627,406.08,False,e67fcb214a7042fc9e167725570fecfb,142,1186,0.001,10.142.78.137,188806,169990.785,0.4037051200866699,3307.973,188806,387,1576699399,188806,58.50524401664734,72.83
-1064.9000000000015,3,14922,58.93488383293152,-449.7060000000016,1348.1,143,0.6570364115784153,zack-XPS-15-9560,190256,2019-12-18_12-03-19,160.4999999999959,7.911,0.5016278427264392,0.8493090112785395,406.35,False,e67fcb214a7042fc9e167725570fecfb,143,1450,0.001,10.142.78.137,190256,170403.357,0.4296398162841797,3317.587,190256,390,1576699399,190256,58.93488383293152,72.77
-1064.9000000000015,3,14922,59.37440037727356,-457.90300000000155,1352.6,144,0.6570745299984592,zack-XPS-15-9560,191715,2019-12-18_12-03-20,160.19999999999595,7.787,0.501733300019295,0.8495047580576174,407.531,False,e67fcb214a7042fc9e167725570fecfb,144,1459,0.001,10.142.78.137,191715,173705.847,0.439516544342041,3319.011,191715,393,1576699400,191715,59.37440037727356,72.79
-1064.9000000000015,2,14922,59.785160779953,-451.8280000000016,1335.7,145,0.6570961724027966,zack-XPS-15-9560,193041,2019-12-18_12-03-20,160.19999999999595,7.696,0.5017986439670263,0.8496274480046537,403.922,False,e67fcb214a7042fc9e167725570fecfb,145,1326,0.001,10.142.78.137,193041,173564.487,0.41076040267944336,3306.824,193041,395,1576699400,193041,59.785160779953,72.79
-1064.9000000000015,3,14922,60.187243938446045,-455.78800000000155,1305.7,146,0.657124307787518,zack-XPS-15-9560,194300,2019-12-18_12-03-20,160.19999999999595,7.569,0.5018956105017296,0.8498044997608605,400.33,False,e67fcb214a7042fc9e167725570fecfb,146,1259,0.001,10.142.78.137,194300,172498.054,0.402083158493042,3261.557,194300,398,1576699400,194300,60.187243938446045,72.78
-1064.9000000000015,3,14922,60.586910009384155,-455.75600000000156,1290.2,147,0.6571513613467809,zack-XPS-15-9560,195549,2019-12-18_12-03-21,160.19999999999595,7.528,0.5019868231877075,0.8499755540746062,396.994,False,e67fcb214a7042fc9e167725570fecfb,147,1249,0.001,10.142.78.137,195549,171383.134,0.39966607093811035,3249.922,195549,401,1576699401,195549,60.586910009384155,72.82
-1064.9000000000015,2,14922,61.04258322715759,-463.87700000000154,1302.9,148,0.6571720288262617,zack-XPS-15-9560,197071,2019-12-18_12-03-21,160.19999999999595,7.626,0.5020553820367438,0.8501100039176726,400.629,False,e67fcb214a7042fc9e167725570fecfb,148,1522,0.001,10.142.78.137,197071,170859.138,0.4556732177734375,3252.138,197071,403,1576699401,197071,61.04258322715759,72.88
-1064.9000000000015,3,14922,61.4764564037323,-468.2050000000016,1320.2,149,0.6572055052019701,zack-XPS-15-9560,198445,2019-12-18_12-03-22,160.19999999999595,7.727,0.5021674274961273,0.8503289937277286,404.601,False,e67fcb214a7042fc9e167725570fecfb,149,1374,0.001,10.142.78.137,198445,170847.466,0.43387317657470703,3262.968,198445,406,1576699402,198445,61.4764564037323,73.09
-1064.9000000000015,3,14922,61.85713338851929,-451.9660000000016,1306.7,150,0.6572301455792338,zack-XPS-15-9560,199567,2019-12-18_12-03-22,377.5,7.678,0.5022663026772701,0.8505186772918073,403.62,False,e67fcb214a7042fc9e167725570fecfb,150,1122,0.001,10.142.78.137,199567,170182.085,0.3806769847869873,3237.451,199567,409,1576699402,199567,61.85713338851929,72.92
-1063.800000000002,3,14922,62.2764687538147,-447.92800000000153,1328.2,151,0.6572548797181925,zack-XPS-15-9560,200902,2019-12-18_12-03-23,377.5,7.831,0.5023651732966438,0.8507120223559526,408.951,False,e67fcb214a7042fc9e167725570fecfb,151,1335,0.001,10.142.78.137,200902,169603.81,0.41933536529541016,3247.823,200902,412,1576699403,200902,62.2764687538147,72.9
-1063.800000000002,2,14922,62.636274576187134,-441.8320000000017,1312.2,152,0.6572699318095563,zack-XPS-15-9560,201928,2019-12-18_12-03-23,377.5,7.77,0.5024185759082785,0.8508184164988519,404.621,False,e67fcb214a7042fc9e167725570fecfb,152,1026,0.001,10.142.78.137,201928,168875.345,0.3598058223724365,3243.038,201928,414,1576699403,201928,62.636274576187134,72.88
-1063.800000000002,3,14922,63.04136919975281,-433.71000000000174,1297.9,153,0.6572858011315273,zack-XPS-15-9560,203235,2019-12-18_12-03-23,377.5,7.693,0.5024890907039178,0.8509591991112261,402.242,False,e67fcb214a7042fc9e167725570fecfb,153,1307,0.001,10.142.78.137,203235,168707.009,0.40509462356567383,3226.668,203235,417,1576699403,203235,63.04136919975281,72.99
-1063.800000000002,3,14922,63.452192306518555,-427.46900000000164,1279.8,154,0.6572888235977672,zack-XPS-15-9560,204513,2019-12-18_12-03-24,377.5,7.638,0.5025342263903765,0.8510382926610406,399.427,False,e67fcb214a7042fc9e167725570fecfb,154,1278,0.001,10.142.78.137,204513,167566.335,0.41082310676574707,3204.092,204513,420,1576699404,204513,63.452192306518555,72.96
-1063.800000000002,2,14922,63.875608921051025,-425.31900000000167,1289.7,155,0.6572853001529176,zack-XPS-15-9560,205938,2019-12-18_12-03-24,377.5,7.766,0.5025549391558827,0.8510788458113331,400.56,False,e67fcb214a7042fc9e167725570fecfb,155,1425,0.001,10.142.78.137,205938,166063.752,0.4234166145324707,3219.741,205938,422,1576699404,205938,63.875608921051025,73.01
-1063.800000000002,3,14922,64.28600096702576,-425.18000000000154,1291.3,156,0.6572805112836738,zack-XPS-15-9560,207213,2019-12-18_12-03-25,377.5,7.871,0.5025758504593202,0.8511187875800829,401.28,False,e67fcb214a7042fc9e167725570fecfb,156,1275,0.001,10.142.78.137,207213,164066.715,0.41039204597473145,3217.952,207213,425,1576699405,207213,64.28600096702576,72.9
-1063.800000000002,3,14922,64.6709394454956,-416.7160000000015,1282.4,157,0.6572747213623314,zack-XPS-15-9560,208373,2019-12-18_12-03-25,377.5,7.84,0.5025784597884175,0.8511282835844765,399.838,False,e67fcb214a7042fc9e167725570fecfb,157,1160,0.001,10.142.78.137,208373,163579.106,0.38493847846984863,3207.298,208373,428,1576699405,208373,64.6709394454956,72.74
-1063.800000000002,3,14922,65.09124207496643,-420.72000000000145,1261.4,158,0.6572690189705679,zack-XPS-15-9560,209685,2019-12-18_12-03-25,377.5,7.721,0.5025736039598353,0.85111582683162,396.424,False,e67fcb214a7042fc9e167725570fecfb,158,1312,0.001,10.142.78.137,209685,163366.169,0.4203026294708252,3181.945,209685,431,1576699405,209685,65.09124207496643,72.78
-1063.800000000002,2,14922,65.49269032478333,-418.54200000000134,1248.0,159,0.6572675715878266,zack-XPS-15-9560,210925,2019-12-18_12-03-26,377.5,7.795,0.502563238793849,0.8510964482907107,393.105,False,e67fcb214a7042fc9e167725570fecfb,159,1240,0.001,10.142.78.137,210925,160098.221,0.40144824981689453,3174.721,210925,433,1576699406,210925,65.49269032478333,72.85
-1063.800000000002,3,14922,65.92999720573425,-420.7230000000013,1273.3,160,0.6572687241934213,zack-XPS-15-9560,212300,2019-12-18_12-03-26,377.5,7.974,0.5025579323262546,0.8510800573578291,398.591,False,e67fcb214a7042fc9e167725570fecfb,160,1375,0.001,10.142.78.137,212300,159671.822,0.43730688095092773,3194.506,212300,436,1576699406,212300,65.92999720573425,72.93
-1063.800000000002,3,14922,66.34438991546631,-418.8530000000013,1267.5,161,0.6572710097298945,zack-XPS-15-9560,213577,2019-12-18_12-03-27,377.5,8.359,0.5025600217958499,0.8510660475608082,397.712,False,e67fcb214a7042fc9e167725570fecfb,161,1277,0.001,10.142.78.137,213577,151636.375,0.41439270973205566,3186.979,213577,439,1576699407,213577,66.34438991546631,73.08
-1063.800000000002,2,14922,66.79955124855042,-429.1370000000012,1321.7,162,0.6572762552233559,zack-XPS-15-9560,215145,2019-12-18_12-03-27,377.5,8.572,0.5025699589654414,0.8510788653646318,407.04,False,e67fcb214a7042fc9e167725570fecfb,162,1568,0.001,10.142.78.137,215145,154187.942,0.45516133308410645,3247.098,215145,441,1576699407,215145,66.79955124855042,73.02
-1063.800000000002,3,14922,67.25148749351501,-431.29400000000135,1334.9,163,0.6572915282429169,zack-XPS-15-9560,216584,2019-12-18_12-03-27,377.5,8.756,0.5025940998545954,0.8511196916041159,411.538,False,e67fcb214a7042fc9e167725570fecfb,163,1439,0.001,10.142.78.137,216584,152463.454,0.4519362449645996,3243.683,216584,444,1576699407,216584,67.25148749351501,73.17
-1063.800000000002,3,14922,67.7085337638855,-429.43500000000125,1343.1,164,0.6573189838434088,zack-XPS-15-9560,217944,2019-12-18_12-03-28,377.5,8.882,0.5026295171176316,0.8511823763632701,416.026,False,e67fcb214a7042fc9e167725570fecfb,164,1360,0.001,10.142.78.137,217944,151218.817,0.4570462703704834,3228.406,217944,447,1576699408,217944,67.7085337638855,73.19
-1063.800000000002,2,14922,68.16083478927612,-433.5180000000013,1349.3,165,0.657344496199032,zack-XPS-15-9560,219431,2019-12-18_12-03-28,377.5,9.098,0.502672890634144,0.8512574931088389,418.693,False,e67fcb214a7042fc9e167725570fecfb,165,1487,0.001,10.142.78.137,219431,148314.23,0.452301025390625,3222.648,219431,449,1576699408,219431,68.16083478927612,73.04
-1063.800000000002,3,14922,68.56012344360352,-441.84900000000124,1342.0,166,0.6573854691585693,zack-XPS-15-9560,220633,2019-12-18_12-03-29,377.5,9.035,0.5027415682983085,0.8513783085161422,417.65,False,e67fcb214a7042fc9e167725570fecfb,166,1202,0.001,10.142.78.137,220633,148534.8,0.3992886543273926,3213.217,220633,452,1576699409,220633,68.56012344360352,73.16
-1063.800000000002,3,14922,68.936288356781,-431.6740000000012,1335.9,167,0.6574218747109773,zack-XPS-15-9560,221732,2019-12-18_12-03-29,377.5,9.082,0.5027959282214997,0.8514676137913129,416.723,False,e67fcb214a7042fc9e167725570fecfb,167,1099,0.001,10.142.78.137,221732,147088.398,0.37616491317749023,3205.728,221732,455,1576699409,221732,68.936288356781,73.34
-1063.800000000002,2,14922,69.3610110282898,-427.6120000000012,1338.8,168,0.6574441701420437,zack-XPS-15-9560,223073,2019-12-18_12-03-30,377.5,9.521,0.5028266497776849,0.851518060627835,416.719,False,e67fcb214a7042fc9e167725570fecfb,168,1341,0.001,10.142.78.137,223073,140610.089,0.42472267150878906,3212.719,223073,457,1576699410,223073,69.3610110282898,73.43
-1063.800000000002,3,14922,69.8028359413147,-437.61900000000105,1348.9,169,0.6574836308335469,zack-XPS-15-9560,224414,2019-12-18_12-03-30,377.5,9.412,0.502880032802752,0.8516007525065041,420.879,False,e67fcb214a7042fc9e167725570fecfb,169,1341,0.001,10.142.78.137,224414,143317.003,0.44182491302490234,3204.957,224414,460,1576699410,224414,69.8028359413147,73.41
-1063.800000000002,3,14922,70.2198257446289,-435.54800000000114,1344.1,170,0.6575212359602173,zack-XPS-15-9560,225741,2019-12-18_12-03-30,377.5,9.425,0.5029305753080329,0.8516732749421052,418.814,False,e67fcb214a7042fc9e167725570fecfb,170,1327,0.001,10.142.78.137,225741,142611.577,0.416989803314209,3209.301,225741,463,1576699410,225741,70.2198257446289,73.39
-1063.800000000002,3,14922,70.60816264152527,-417.0720000000012,1325.1,171,0.6575595022090859,zack-XPS-15-9560,226828,2019-12-18_12-03-31,377.5,9.025,0.5029661981523418,0.8517131374045923,416.598,False,e67fcb214a7042fc9e167725570fecfb,171,1087,0.001,10.142.78.137,226828,146823.133,0.3883368968963623,3180.766,226828,466,1576699411,226828,70.60816264152527,73.31
-1063.0999999999985,3,14922,71.04673981666565,-408.93300000000124,1303.8,172,0.6575986679621677,zack-XPS-15-9560,228183,2019-12-18_12-03-31,377.5,9.065,0.5029981754807118,0.8517410766664208,414.892,False,e67fcb214a7042fc9e167725570fecfb,172,1355,0.001,10.142.78.137,228183,143825.889,0.43857717514038086,3142.506,228183,469,1576699411,228183,71.04673981666565,73.27
-1063.0999999999985,2,14922,71.5126838684082,-408.9200000000012,1307.8,173,0.6576274065166119,zack-XPS-15-9560,229662,2019-12-18_12-03-32,377.5,8.973,0.5030204258554861,0.8517656761295926,416.388,False,e67fcb214a7042fc9e167725570fecfb,173,1479,0.001,10.142.78.137,229662,145754.9,0.4659440517425537,3140.822,229662,471,1576699412,229662,71.5126838684082,73.36
-1063.0999999999985,3,14922,71.90985321998596,-396.93900000000144,1289.8,174,0.6576691171365971,zack-XPS-15-9560,230842,2019-12-18_12-03-32,377.5,8.821,0.503044546345768,0.8517865597051696,410.56,False,e67fcb214a7042fc9e167725570fecfb,174,1180,0.001,10.142.78.137,230842,146213.146,0.3971693515777588,3141.56,230842,474,1576699412,230842,71.90985321998596,73.58
-1063.0999999999985,3,14922,72.31803941726685,-394.7240000000013,1265.1,175,0.6577148778221111,zack-XPS-15-9560,232082,2019-12-18_12-03-33,377.5,8.543,0.5030669716926405,0.8518036204601203,406.433,False,e67fcb214a7042fc9e167725570fecfb,175,1240,0.001,10.142.78.137,232082,148093.753,0.4081861972808838,3112.69,232082,477,1576699413,232082,72.31803941726685,73.43
-1063.0999999999985,3,14922,72.71867227554321,-394.6510000000013,1262.0,176,0.657767127646077,zack-XPS-15-9560,233253,2019-12-18_12-03-33,377.5,8.55,0.5030921982068137,0.8518217218683052,406.555,False,e67fcb214a7042fc9e167725570fecfb,176,1171,0.001,10.142.78.137,233253,147603.982,0.4006328582763672,3104.131,233253,480,1576699413,233253,72.71867227554321,73.4
-1063.0999999999985,2,14922,73.13556361198425,-394.73900000000134,1283.2,177,0.6578057497099041,zack-XPS-15-9560,234564,2019-12-18_12-03-33,377.5,8.615,0.5031103750965569,0.8518406916695038,410.546,False,e67fcb214a7042fc9e167725570fecfb,177,1311,0.001,10.142.78.137,234564,148954.161,0.41689133644104004,3125.592,234564,482,1576699413,234564,73.13556361198425,73.54
-1063.0999999999985,3,14922,73.56865501403809,-382.7640000000015,1275.2,178,0.6578763645256716,zack-XPS-15-9560,235825,2019-12-18_12-03-34,377.5,8.201,0.5031600802340678,0.8519022419155536,411.796,False,e67fcb214a7042fc9e167725570fecfb,178,1261,0.001,10.142.78.137,235825,155490.01,0.433091402053833,3096.681,235825,485,1576699414,235825,73.56865501403809,73.49
-1063.0999999999985,3,14922,73.96596145629883,-386.8800000000015,1261.8,179,0.6579427665307768,zack-XPS-15-9560,237032,2019-12-18_12-03-34,377.5,8.149,0.5032088091816852,0.8519557715392595,407.387,False,e67fcb214a7042fc9e167725570fecfb,179,1207,0.001,10.142.78.137,237032,154841.915,0.3973064422607422,3097.3,237032,488,1576699414,237032,73.96596145629883,73.53
-1063.0999999999985,2,14922,74.41255640983582,-386.93600000000146,1269.0,180,0.6579913716529497,zack-XPS-15-9560,238431,2019-12-18_12-03-35,377.5,8.116,0.5032432789907204,0.8519951318857002,410.402,False,e67fcb214a7042fc9e167725570fecfb,180,1399,0.001,10.142.78.137,238431,156365.948,0.4465949535369873,3092.094,238431,490,1576699415,238431,74.41255640983582,73.57
-1063.0999999999985,3,14922,74.8167941570282,-386.63700000000136,1281.1,181,0.6580619824174094,zack-XPS-15-9560,239639,2019-12-18_12-03-35,377.5,8.04,0.5032825331634238,0.8520331145756813,412.079,False,e67fcb214a7042fc9e167725570fecfb,181,1208,0.001,10.142.78.137,239639,159330.894,0.4042377471923828,3108.872,239639,493,1576699415,239639,74.8167941570282,73.63
-1063.0999999999985,3,14922,75.25434708595276,-394.6980000000014,1276.4,182,0.6581380934924662,zack-XPS-15-9560,240947,2019-12-18_12-03-36,377.5,7.923,0.5033309771076738,0.8520806247245308,412.099,False,e67fcb214a7042fc9e167725570fecfb,182,1308,0.001,10.142.78.137,240947,161104.814,0.43755292892456055,3097.311,240947,496,1576699416,240947,75.25434708595276,73.67
-1063.0999999999985,2,14922,75.64538955688477,-392.68400000000145,1246.1,183,0.6581912162274363,zack-XPS-15-9560,242123,2019-12-18_12-03-36,377.5,7.77,0.5033590471701821,0.8521068663763549,404.769,False,e67fcb214a7042fc9e167725570fecfb,183,1176,0.001,10.142.78.137,242123,160370.977,0.39104247093200684,3078.546,242123,498,1576699416,242123,75.64538955688477,73.73
-1063.0999999999985,3,14922,76.07608604431152,-390.69100000000145,1268.4,184,0.6582740230161446,zack-XPS-15-9560,243526,2019-12-18_12-03-36,377.5,7.959,0.5034120190819531,0.8521575118298543,407.931,False,e67fcb214a7042fc9e167725570fecfb,184,1403,0.001,10.142.78.137,243526,159367.067,0.4306964874267578,3109.349,243526,501,1576699416,243526,76.07608604431152,73.61
-1063.0999999999985,3,14922,76.48496603965759,-382.4020000000015,1263.9,185,0.6583562405443479,zack-XPS-15-9560,244721,2019-12-18_12-03-37,377.5,7.948,0.503448523065287,0.8521718256454405,408.011,False,e67fcb214a7042fc9e167725570fecfb,185,1195,0.001,10.142.78.137,244721,159016.025,0.40887999534606934,3097.714,244721,504,1576699417,244721,76.48496603965759,73.7
-1063.0999999999985,3,14922,76.89636850357056,-388.35200000000145,1270.6,186,0.6584385895100853,zack-XPS-15-9560,245959,2019-12-18_12-03-37,377.5,7.902,0.5034820662218129,0.8521840227635512,409.142,False,e67fcb214a7042fc9e167725570fecfb,186,1238,0.001,10.142.78.137,245959,160795.173,0.41140246391296387,3105.525,245959,507,1576699417,245959,76.89636850357056,73.62
-1063.0999999999985,2,14922,77.35694408416748,-396.64200000000136,1282.6,187,0.6585001958759552,zack-XPS-15-9560,247390,2019-12-18_12-03-38,370.3999999999984,7.903,0.5035143989166531,0.8522144515201611,413.53,False,e67fcb214a7042fc9e167725570fecfb,187,1431,0.001,10.142.78.137,247390,162298.6,0.46057558059692383,3101.589,247390,509,1576699418,247390,77.35694408416748,73.72
-1063.0999999999985,3,14922,77.78215909004211,-406.62000000000126,1283.1,188,0.6585965139017457,zack-XPS-15-9560,248656,2019-12-18_12-03-38,370.3999999999984,7.804,0.5035629195351121,0.8522588781402802,412.845,False,e67fcb214a7042fc9e167725570fecfb,188,1266,0.001,10.142.78.137,248656,164411.909,0.4252150058746338,3107.945,248656,512,1576699418,248656,77.78215909004211,73.83
-1063.0999999999985,3,14922,78.18411254882812,-410.80200000000127,1274.6,189,0.6586979924564171,zack-XPS-15-9560,249778,2019-12-18_12-03-38,370.3999999999984,7.896,0.5036273189787986,0.8523255689282095,413.208,False,e67fcb214a7042fc9e167725570fecfb,189,1122,0.001,10.142.78.137,249778,161422.65,0.40195345878601074,3084.645,249778,515,1576699418,249778,78.18411254882812,73.85
-1063.0999999999985,2,14922,78.58771514892578,-404.6140000000014,1244.1,190,0.6587697645875012,zack-XPS-15-9560,250872,2019-12-18_12-03-39,370.3999999999984,7.695,0.5036670469807827,0.8523673155201095,409.118,False,e67fcb214a7042fc9e167725570fecfb,190,1094,0.001,10.142.78.137,250872,161682.271,0.40360260009765625,3040.934,250872,517,1576699419,250872,78.58771514892578,73.85
-1063.0999999999985,3,14922,79.01750564575195,-408.6050000000013,1263.0,191,0.6588752034456722,zack-XPS-15-9560,252269,2019-12-18_12-03-39,370.3999999999984,7.799,0.5037282157026115,0.8524434610651133,411.564,False,e67fcb214a7042fc9e167725570fecfb,191,1397,0.001,10.142.78.137,252269,161937.289,0.4297904968261719,3068.781,252269,520,1576699419,252269,79.01750564575195,73.84
-1063.0999999999985,2,14922,79.44691872596741,-412.6930000000014,1262.8,192,0.658948767728063,zack-XPS-15-9560,253575,2019-12-18_12-03-40,370.3999999999984,7.921,0.503768535162792,0.8524921227487383,410.619,False,e67fcb214a7042fc9e167725570fecfb,192,1306,0.001,10.142.78.137,253575,159422.309,0.4294130802154541,3075.36,253575,522,1576699420,253575,79.44691872596741,73.88
-1063.0999999999985,3,14922,79.88338136672974,-418.71100000000143,1280.2,193,0.6590606541901636,zack-XPS-15-9560,254925,2019-12-18_12-03-40,370.3999999999984,8.126,0.503834988526214,0.8525763373647101,414.944,False,e67fcb214a7042fc9e167725570fecfb,193,1350,0.001,10.142.78.137,254925,157541.904,0.4364626407623291,3085.233,254925,525,1576699420,254925,79.88338136672974,74.08
-1063.0999999999985,3,14922,80.32724022865295,-421.0650000000015,1274.0,194,0.6591781580635047,zack-XPS-15-9560,256266,2019-12-18_12-03-41,370.3999999999984,8.155,0.5039208514762593,0.852682384586016,416.225,False,e67fcb214a7042fc9e167725570fecfb,194,1341,0.001,10.142.78.137,256266,156213.809,0.4438588619232178,3060.845,256266,528,1576699421,256266,80.32724022865295,74.19
-1063.0999999999985,2,14922,80.78941988945007,-417.04900000000146,1289.1,195,0.6592630025763812,zack-XPS-15-9560,257612,2019-12-18_12-03-41,370.3999999999984,8.22,0.5039800605588713,0.8527639517725174,421.493,False,e67fcb214a7042fc9e167725570fecfb,195,1346,0.001,10.142.78.137,257612,156826.541,0.46217966079711914,3058.417,257612,530,1576699421,257612,80.78941988945007,74.18
-1063.0999999999985,3,14922,81.21938896179199,-417.1710000000015,1304.7,196,0.6593882364032906,zack-XPS-15-9560,259006,2019-12-18_12-03-42,370.3999999999984,8.416,0.5040769961981713,0.8528984374853376,423.149,False,e67fcb214a7042fc9e167725570fecfb,196,1394,0.001,10.142.78.137,259006,155026.854,0.42996907234191895,3083.313,259006,533,1576699422,259006,81.21938896179199,74.23
