episodes_total,timesteps_total,time_this_iter_s,info/num_steps_sampled,timesteps_since_restore,iterations_since_restore,episodes_this_iter,sampler_perf/mean_env_wait_ms,info/opt_samples,sampler_perf/mean_processing_ms,time_since_restore,date,training_iteration,info/sample_time_ms,info/num_steps_trained,time_total_s,episode_len_mean,info/opt_peak_throughput,episode_reward_mean,info/grad_time_ms,sampler_perf/mean_inference_ms,episode_reward_max,hostname,info/sample_peak_throughput,info/update_time_ms,timestamp,pid,node_ip,episode_reward_min,timesteps_this_iter,experiment_id,done
849,248069,0.3009977340698242,248069,248069,302,3,0.7319619042331773,828.2,0.3176032910372716,100.68851804733276,2019-12-18_11-11-58,302,339.124,248069,100.68851804733276,70.61,162785.217,-282.92399999999986,5.088,0.5805625933908145,381.79999999999893,zack-XPS-15-9560,2442.176,0.001,1576696318,11562,10.142.78.137,-639.8000000000004,683,c3fc92d7f4874dea9e1921f76f825b97,False
852,248987,0.37456345558166504,248987,248987,303,3,0.7321191883204854,829.0,0.3176763307296296,101.06308150291443,2019-12-18_11-11-58,303,340.161,248987,101.06308150291443,70.57,162696.196,-274.80999999999983,5.095,0.5806124993110611,381.79999999999893,zack-XPS-15-9560,2437.079,0.001,1576696318,11562,10.142.78.137,-639.8000000000004,918,c3fc92d7f4874dea9e1921f76f825b97,False
855,249868,0.36016082763671875,249868,249868,304,3,0.7322892081204527,832.7,0.3177524679361827,101.42324233055115,2019-12-18_11-11-59,304,342.55,249868,101.42324233055115,70.68,163244.369,-276.94399999999985,5.101,0.5806638670963024,381.79999999999893,zack-XPS-15-9560,2430.888,0.001,1576696319,11562,10.142.78.137,-639.8000000000004,881,c3fc92d7f4874dea9e1921f76f825b97,False
858,250782,0.3648490905761719,250782,250782,305,3,0.7324691840350342,847.5,0.3178334737960689,101.78809142112732,2019-12-18_11-11-59,305,345.808,250782,101.78809142112732,70.54,164904.094,-279.0249999999998,5.139,0.5807169028042403,381.79999999999893,zack-XPS-15-9560,2450.782,0.001,1576696319,11562,10.142.78.137,-639.8000000000004,914,c3fc92d7f4874dea9e1921f76f825b97,False
860,251802,0.38419675827026367,251802,251802,306,2,0.732596107599792,858.0,0.31788950540841177,102.17228817939758,2019-12-18_11-12-00,306,347.114,251802,102.17228817939758,70.54,164264.032,-287.19399999999973,5.223,0.5807539217339395,381.79999999999893,zack-XPS-15-9560,2471.809,0.001,1576696320,11562,10.142.78.137,-639.8000000000004,1020,c3fc92d7f4874dea9e1921f76f825b97,False
863,252711,0.36544275283813477,252711,252711,307,3,0.7327937762782268,873.1,0.317971846348557,102.53773093223572,2019-12-18_11-12-00,307,350.872,252711,102.53773093223572,70.51,165535.693,-289.21999999999974,5.274,0.5808072860794475,381.79999999999893,zack-XPS-15-9560,2488.374,0.001,1576696320,11562,10.142.78.137,-639.8000000000004,909,c3fc92d7f4874dea9e1921f76f825b97,False
866,253554,0.35670900344848633,253554,253554,308,3,0.7329961398240225,861.2,0.3180532148274594,102.8944399356842,2019-12-18_11-12-00,308,348.077,253554,102.8944399356842,70.54,165238.705,-289.3099999999998,5.212,0.5808590189873428,381.79999999999893,zack-XPS-15-9560,2474.167,0.001,1576696320,11562,10.142.78.137,-639.8000000000004,843,c3fc92d7f4874dea9e1921f76f825b97,False
869,254328,0.3245980739593506,254328,254328,309,3,0.7331925873768997,849.3,0.31813183621048746,103.21903800964355,2019-12-18_11-12-01,309,344.497,254328,103.21903800964355,70.39,167543.324,-285.17699999999974,5.069,0.5809104452170474,381.79999999999893,zack-XPS-15-9560,2465.337,0.001,1576696321,11562,10.142.78.137,-639.8000000000004,774,c3fc92d7f4874dea9e1921f76f825b97,False
872,255231,0.3600118160247803,255231,255231,310,3,0.7333972900124341,860.3,0.318212220520803,103.57904982566833,2019-12-18_11-12-01,310,345.998,255231,103.57904982566833,70.38,168510.999,-293.2639999999998,5.105,0.5809612011178086,381.79999999999893,zack-XPS-15-9560,2486.431,0.001,1576696321,11562,10.142.78.137,-639.8000000000004,903,c3fc92d7f4874dea9e1921f76f825b97,False
875,255941,0.3277297019958496,255941,255941,311,3,0.7335894215501461,855.5,0.31828763070170285,103.90677952766418,2019-12-18_11-12-01,311,346.097,255941,103.90677952766418,70.42,164732.078,-289.1049999999998,5.193,0.5810076889317982,381.79999999999893,zack-XPS-15-9560,2471.848,0.001,1576696321,11562,10.142.78.137,-639.8000000000004,710,c3fc92d7f4874dea9e1921f76f825b97,False
877,256581,0.2947080135345459,256581,256581,312,2,0.7336979009195741,851.2,0.3183304356889307,104.20148754119873,2019-12-18_11-12-02,312,345.466,256581,104.20148754119873,70.6,163788.287,-289.15799999999984,5.197,0.5810348082847273,381.79999999999893,zack-XPS-15-9560,2463.92,0.001,1576696322,11562,10.142.78.137,-639.8000000000004,640,c3fc92d7f4874dea9e1921f76f825b97,False
880,257426,0.33981776237487793,257426,257426,313,3,0.7338547603804499,843.9,0.3183916132894429,104.54130530357361,2019-12-18_11-12-02,313,342.041,257426,104.54130530357361,70.54,163762.984,-284.97299999999984,5.153,0.5810726241672056,381.79999999999893,zack-XPS-15-9560,2467.249,0.001,1576696322,11562,10.142.78.137,-639.8000000000004,845,c3fc92d7f4874dea9e1921f76f825b97,False
883,258307,0.3555111885070801,258307,258307,314,3,0.7340015762641048,843.9,0.3184505514063837,104.89681649208069,2019-12-18_11-12-02,314,341.576,258307,104.89681649208069,70.54,163683.468,-282.8999999999998,5.156,0.5811091628790619,381.79999999999893,zack-XPS-15-9560,2470.61,0.001,1576696322,11562,10.142.78.137,-639.8000000000004,881,c3fc92d7f4874dea9e1921f76f825b97,False
886,259227,0.3628420829772949,259227,259227,315,3,0.7341595690310789,844.5,0.3185134284243672,105.25965857505798,2019-12-18_11-12-03,315,341.348,259227,105.25965857505798,70.53,162936.356,-289.04299999999984,5.183,0.5811479603499281,381.79999999999893,zack-XPS-15-9560,2474.017,0.001,1576696323,11562,10.142.78.137,-639.8000000000004,920,c3fc92d7f4874dea9e1921f76f825b97,False
889,260092,0.3477294445037842,260092,260092,316,3,0.7343087378990686,829.0,0.31857481165106805,105.60738801956177,2019-12-18_11-12-03,316,337.391,260092,105.60738801956177,70.58,150880.791,-287.0169999999998,5.494,0.5811846578635628,381.79999999999893,zack-XPS-15-9560,2457.087,0.001,1576696323,11562,10.142.78.137,-639.8000000000004,865,c3fc92d7f4874dea9e1921f76f825b97,False
891,260897,0.33135247230529785,260897,260897,317,2,0.7344012277116166,818.6,0.3186129334849751,105.93874049186707,2019-12-18_11-12-03,317,334.018,260897,105.93874049186707,70.64,150037.461,-284.9909999999999,5.456,0.5812058705550754,381.79999999999893,zack-XPS-15-9560,2450.765,0.001,1576696323,11562,10.142.78.137,-639.8000000000004,805,c3fc92d7f4874dea9e1921f76f825b97,False
894,261705,0.3354165554046631,261705,261705,318,3,0.7345293871497364,815.1,0.3186656781180577,106.27415704727173,2019-12-18_11-12-04,318,331.927,261705,106.27415704727173,70.47,150392.929,-272.8899999999999,5.42,0.5812339355757816,383.0999999999992,zack-XPS-15-9560,2455.659,0.001,1576696324,11562,10.142.78.137,-639.8000000000004,808,c3fc92d7f4874dea9e1921f76f825b97,False
897,262525,0.34546875953674316,262525,262525,319,3,0.734649922743614,819.7,0.3187177710513091,106.61962580680847,2019-12-18_11-12-04,319,333.966,262525,106.61962580680847,70.51,150128.204,-270.75599999999986,5.46,0.581261689679238,383.0999999999992,zack-XPS-15-9560,2454.443,0.001,1576696324,11562,10.142.78.137,-639.8000000000004,820,c3fc92d7f4874dea9e1921f76f825b97,False
900,263369,0.3438608646392822,263369,263369,320,3,0.734772866477489,813.8,0.318769953222194,106.96348667144775,2019-12-18_11-12-04,320,332.364,263369,106.96348667144775,70.75,149458.777,-266.9629999999999,5.445,0.581289394641234,383.0999999999992,zack-XPS-15-9560,2448.521,0.001,1576696324,11562,10.142.78.137,-639.8000000000004,844,c3fc92d7f4874dea9e1921f76f825b97,False
903,264227,0.3481559753417969,264227,264227,321,3,0.7349014450694413,828.6,0.31882391279248595,107.31164264678955,2019-12-18_11-12-05,321,334.38,264227,107.31164264678955,70.33,151423.667,-264.71299999999985,5.472,0.5813153939500633,383.0999999999992,zack-XPS-15-9560,2478.019,0.001,1576696325,11562,10.142.78.137,-639.8000000000004,858,c3fc92d7f4874dea9e1921f76f825b97,False
906,265022,0.3305957317352295,265022,265022,322,3,0.7350272364695911,844.1,0.3188776897040473,107.64223837852478,2019-12-18_11-12-05,322,337.919,265022,107.64223837852478,70.48,152939.51,-270.86699999999985,5.519,0.5813408722796427,383.0999999999992,zack-XPS-15-9560,2497.937,0.001,1576696325,11562,10.142.78.137,-639.8000000000004,795,c3fc92d7f4874dea9e1921f76f825b97,False
908,265846,0.3199601173400879,265846,265846,323,2,0.735106925040065,842.0,0.3189118510537887,107.96219849586487,2019-12-18_11-12-05,323,335.945,265846,107.96219849586487,70.51,152925.658,-274.98499999999984,5.506,0.5813548491977191,383.0999999999992,zack-XPS-15-9560,2506.365,0.001,1576696325,11562,10.142.78.137,-639.8000000000004,824,c3fc92d7f4874dea9e1921f76f825b97,False
911,266778,0.35251903533935547,266778,266778,324,3,0.7352306228224819,847.1,0.3189643431283649,108.31471753120422,2019-12-18_11-12-06,324,335.652,266778,108.31471753120422,70.55,153948.591,-271.00799999999987,5.502,0.5813760148561086,383.0999999999992,zack-XPS-15-9560,2523.748,0.001,1576696326,11562,10.142.78.137,-639.8000000000004,932,c3fc92d7f4874dea9e1921f76f825b97,False
914,267594,0.3809628486633301,267594,267594,325,3,0.7353594683041612,836.7,0.31901729539425927,108.69568037986755,2019-12-18_11-12-06,325,337.564,267594,108.69568037986755,70.67,154769.113,-269.06099999999975,5.406,0.5814061374449612,383.0999999999992,zack-XPS-15-9560,2478.641,0.001,1576696326,11562,10.142.78.137,-639.8000000000004,816,c3fc92d7f4874dea9e1921f76f825b97,False
917,268318,0.30921030044555664,268318,268318,326,3,0.7354805734004295,822.6,0.31906624400569383,109.00489068031311,2019-12-18_11-12-06,326,334.201,268318,109.00489068031311,70.54,167312.488,-264.93099999999976,4.917,0.5814356093147266,383.0999999999992,zack-XPS-15-9560,2461.391,0.001,1576696326,11562,10.142.78.137,-639.8000000000004,724,c3fc92d7f4874dea9e1921f76f825b97,False
920,269047,0.30065417289733887,269047,269047,327,3,0.7355942979448521,815.0,0.31911170485395807,109.30554485321045,2019-12-18_11-12-07,327,331.192,269047,109.30554485321045,70.68,167762.28,-268.9439999999998,4.858,0.5814620116520571,383.0999999999992,zack-XPS-15-9560,2460.807,0.001,1576696327,11562,10.142.78.137,-639.8000000000004,729,c3fc92d7f4874dea9e1921f76f825b97,False
922,269881,0.33383631706237793,269881,269881,328,2,0.7356689941474727,817.6,0.3191401539864039,109.63938117027283,2019-12-18_11-12-07,328,331.02,269881,109.63938117027283,70.64,167839.493,-268.87699999999984,4.871,0.5814773664323066,383.0999999999992,zack-XPS-15-9560,2469.945,0.001,1576696327,11562,10.142.78.137,-639.8000000000004,834,c3fc92d7f4874dea9e1921f76f825b97,False
925,270572,0.2911965847015381,270572,270572,329,3,0.7357638653209739,804.7,0.3191771139471209,109.93057775497437,2019-12-18_11-12-07,329,325.69,270572,109.93057775497437,70.84,168464.693,-270.85599999999977,4.777,0.5814951803537398,383.0999999999992,zack-XPS-15-9560,2470.751,0.001,1576696327,11562,10.142.78.137,-639.8000000000004,691,c3fc92d7f4874dea9e1921f76f825b97,False
928,271404,0.34075284004211426,271404,271404,330,3,0.7358613634602826,803.5,0.31921435670247134,110.27133059501648,2019-12-18_11-12-08,330,325.436,271404,110.27133059501648,70.62,170106.01,-262.73299999999983,4.724,0.581513099193999,383.0999999999992,zack-XPS-15-9560,2468.997,0.001,1576696328,11562,10.142.78.137,-639.199999999999,832,c3fc92d7f4874dea9e1921f76f825b97,False
931,272329,0.3670663833618164,272329,272329,331,3,0.7359582899046531,810.2,0.3192539854894791,110.6383969783783,2019-12-18_11-12-08,331,327.367,272329,110.6383969783783,70.5,172891.912,-270.8069999999998,4.686,0.5815317816134375,383.0999999999992,zack-XPS-15-9560,2474.896,0.001,1576696328,11562,10.142.78.137,-639.199999999999,925,c3fc92d7f4874dea9e1921f76f825b97,False
934,273187,0.35089850425720215,273187,273187,332,3,0.7360561844782529,816.5,0.3192957124024407,110.9892954826355,2019-12-18_11-12-08,332,329.346,273187,110.9892954826355,70.43,172270.39,-272.78699999999975,4.74,0.5815515568370276,383.0999999999992,zack-XPS-15-9560,2479.158,0.001,1576696328,11562,10.142.78.137,-639.199999999999,858,c3fc92d7f4874dea9e1921f76f825b97,False
937,274037,0.37301158905029297,274037,274037,333,3,0.7361467864169345,819.1,0.3193336385928607,111.36230707168579,2019-12-18_11-12-09,333,334.556,274037,111.36230707168579,70.83,169359.27,-276.87799999999976,4.836,0.5815737290916132,383.0999999999992,zack-XPS-15-9560,2448.316,0.001,1576696329,11562,10.142.78.137,-639.199999999999,850,c3fc92d7f4874dea9e1921f76f825b97,False
939,274923,0.36966586112976074,274923,274923,334,2,0.7362114019663237,814.5,0.3193589008974664,111.73197293281555,2019-12-18_11-12-09,334,336.224,274923,111.73197293281555,71.05,166946.548,-284.9579999999998,4.879,0.5815901298664908,383.0999999999992,zack-XPS-15-9560,2422.493,0.001,1576696329,11562,10.142.78.137,-639.199999999999,886,c3fc92d7f4874dea9e1921f76f825b97,False
942,275807,0.3773643970489502,275807,275807,335,3,0.7363128163827665,821.3,0.31939810548959163,112.1093373298645,2019-12-18_11-12-10,335,335.79,275807,112.1093373298645,71.14,165951.203,-281.0509999999997,4.949,0.5816192456574681,383.0999999999992,zack-XPS-15-9560,2445.872,0.001,1576696330,11562,10.142.78.137,-639.199999999999,884,c3fc92d7f4874dea9e1921f76f825b97,False
945,276629,0.34000396728515625,276629,276629,336,3,0.7364146240915853,831.1,0.3194374834716014,112.44934129714966,2019-12-18_11-12-10,336,338.84,276629,112.44934129714966,71.15,167030.161,-272.99099999999976,4.976,0.5816478906235882,383.0999999999992,zack-XPS-15-9560,2452.777,0.001,1576696330,11562,10.142.78.137,-639.199999999999,822,c3fc92d7f4874dea9e1921f76f825b97,False
948,277372,0.4001631736755371,277372,277372,337,3,0.7365343319124511,832.5,0.3194884368803243,112.8495044708252,2019-12-18_11-12-10,337,348.382,277372,112.8495044708252,71.01,156552.999,-279.01499999999976,5.318,0.581687334593393,383.0999999999992,zack-XPS-15-9560,2389.616,0.001,1576696330,11562,10.142.78.137,-639.199999999999,743,c3fc92d7f4874dea9e1921f76f825b97,False
950,278190,0.4715583324432373,278190,278190,338,2,0.736632925733637,830.9,0.3195259338289139,113.32106280326843,2019-12-18_11-12-11,338,362.17,278190,113.32106280326843,71.22,156720.789,-285.15999999999974,5.302,0.5817284698801347,383.0999999999992,zack-XPS-15-9560,2294.224,0.001,1576696331,11562,10.142.78.137,-639.199999999999,818,c3fc92d7f4874dea9e1921f76f825b97,False
953,279002,0.3524036407470703,279002,279002,339,3,0.7367758216287512,843.0,0.31957931254267596,113.6734664440155,2019-12-18_11-12-11,339,368.202,279002,113.6734664440155,71.23,156121.737,-283.1399999999997,5.4,0.5817911778504984,383.0999999999992,zack-XPS-15-9560,2289.506,0.001,1576696331,11562,10.142.78.137,-639.199999999999,812,c3fc92d7f4874dea9e1921f76f825b97,False
956,279736,0.3787672519683838,279736,279736,340,3,0.7369125121441483,833.2,0.3196320208111976,114.05223369598389,2019-12-18_11-12-11,340,371.877,279736,114.05223369598389,71.13,152867.07,-270.8779999999998,5.45,0.5818656518503642,383.0999999999992,zack-XPS-15-9560,2240.523,0.001,1576696331,11562,10.142.78.137,-639.199999999999,734,c3fc92d7f4874dea9e1921f76f825b97,False
959,280601,0.40262937545776367,280601,280601,341,3,0.7370510868244393,827.2,0.3196857933691248,114.45486307144165,2019-12-18_11-12-12,341,375.385,280601,114.45486307144165,71.14,150644.702,-268.7749999999998,5.491,0.5819481875553758,383.0999999999992,zack-XPS-15-9560,2203.603,0.001,1576696332,11562,10.142.78.137,-639.199999999999,865,c3fc92d7f4874dea9e1921f76f825b97,False
962,281356,0.3542046546936035,281356,281356,342,3,0.7371721895128266,816.9,0.3197344134057336,114.80906772613525,2019-12-18_11-12-12,342,375.644,281356,114.80906772613525,71.2,147136.646,-256.60299999999984,5.552,0.5820348265526809,383.0999999999992,zack-XPS-15-9560,2174.663,0.001,1576696332,11562,10.142.78.137,-639.199999999999,755,c3fc92d7f4874dea9e1921f76f825b97,False
965,282113,0.36104297637939453,282113,282113,343,3,0.7372864214011682,807.6,0.31978357335670915,115.17011070251465,2019-12-18_11-12-13,343,374.567,282113,115.17011070251465,71.09,148631.852,-248.4239999999999,5.434,0.5821266025068879,383.0999999999992,zack-XPS-15-9560,2156.091,0.001,1576696333,11562,10.142.78.137,-640.7000000000004,757,c3fc92d7f4874dea9e1921f76f825b97,False
967,283043,0.3712458610534668,283043,283043,344,2,0.7373682962312402,812.0,0.3198185366727555,115.54135656356812,2019-12-18_11-12-13,344,374.722,283043,115.54135656356812,71.11,149341.375,-248.52099999999987,5.437,0.5821890455730664,383.0999999999992,zack-XPS-15-9560,2166.941,0.001,1576696333,11562,10.142.78.137,-640.7000000000004,930,c3fc92d7f4874dea9e1921f76f825b97,False
970,283813,0.3594992160797119,283813,283813,345,3,0.7374928485433457,800.6,0.31987279320746104,115.90085577964783,2019-12-18_11-12-13,345,372.997,283813,115.90085577964783,71.41,148928.913,-252.65299999999985,5.376,0.582287606789873,383.0999999999992,zack-XPS-15-9560,2146.4,0.001,1576696333,11562,10.142.78.137,-640.7000000000004,770,c3fc92d7f4874dea9e1921f76f825b97,False
974,284546,0.3347311019897461,284546,284546,346,4,0.7376496875479803,791.7,0.31994427704609996,116.23558688163757,2019-12-18_11-12-14,346,372.473,284546,116.23558688163757,70.8,147214.559,-242.30099999999996,5.378,0.5824198469962605,383.0999999999992,zack-XPS-15-9560,2125.524,0.001,1576696334,11562,10.142.78.137,-640.7000000000004,733,c3fc92d7f4874dea9e1921f76f825b97,False
976,285400,0.35559916496276855,285400,285400,347,2,0.7377369560742665,802.8,0.31998272586887183,116.59118604660034,2019-12-18_11-12-14,347,368.342,285400,116.59118604660034,70.73,157182.874,-250.3889999999999,5.107,0.5824872606019277,383.0999999999992,zack-XPS-15-9560,2179.493,0.001,1576696334,11562,10.142.78.137,-640.7000000000004,854,c3fc92d7f4874dea9e1921f76f825b97,False
979,286067,0.3377699851989746,286067,286067,348,3,0.7378685673739801,787.7,0.32004188337460865,116.92895603179932,2019-12-18_11-12-14,348,355.013,286067,116.92895603179932,70.61,155710.662,-250.32999999999993,5.059,0.5825945119228956,383.0999999999992,zack-XPS-15-9560,2218.79,0.001,1576696334,11562,10.142.78.137,-640.7000000000004,667,c3fc92d7f4874dea9e1921f76f825b97,False
982,286801,0.3466148376464844,286801,286801,349,3,0.7379957848222647,779.9,0.3200994287553818,117.2755708694458,2019-12-18_11-12-15,349,354.435,286801,117.2755708694458,70.67,154316.417,-244.123,5.054,0.5827045592727917,383.0999999999992,zack-XPS-15-9560,2200.404,0.001,1576696335,11562,10.142.78.137,-640.7000000000004,734,c3fc92d7f4874dea9e1921f76f825b97,False
985,287761,0.3976149559020996,287761,287761,350,3,0.738130584415843,802.5,0.3201598563354297,117.6731858253479,2019-12-18_11-12-15,350,356.336,287761,117.6731858253479,70.61,156964.403,-250.25899999999993,5.113,0.5828177796371706,383.0999999999992,zack-XPS-15-9560,2252.089,0.001,1576696335,11562,10.142.78.137,-640.7000000000004,960,c3fc92d7f4874dea9e1921f76f825b97,False
988,288514,0.32177162170410156,288514,288514,351,3,0.7382553137410639,791.3,0.32021770509223535,117.994957447052,2019-12-18_11-12-15,351,348.343,288514,117.994957447052,70.57,157658.73,-246.083,5.019,0.5829301514509188,383.0999999999992,zack-XPS-15-9560,2271.615,0.001,1576696335,11562,10.142.78.137,-640.7000000000004,753,c3fc92d7f4874dea9e1921f76f825b97,False
991,289182,0.3073842525482178,289182,289182,352,3,0.7383700311968278,782.6,0.3202730275648175,118.30234169960022,2019-12-18_11-12-16,352,343.856,289182,118.30234169960022,70.46,161819.613,-237.81599999999995,4.836,0.5830427083127954,383.0999999999992,zack-XPS-15-9560,2275.952,0.001,1576696336,11562,10.142.78.137,-640.7000000000004,668,c3fc92d7f4874dea9e1921f76f825b97,False
993,290111,0.3611304759979248,290111,290111,353,2,0.7384512777177642,799.8,0.32031211366006734,118.66347217559814,2019-12-18_11-12-16,353,343.73,290111,118.66347217559814,70.56,161301.544,-250.02599999999993,4.958,0.5831174637666309,382.9999999999991,zack-XPS-15-9560,2326.829,0.001,1576696336,11562,10.142.78.137,-640.7000000000004,929,c3fc92d7f4874dea9e1921f76f825b97,False
996,290876,0.33273959159851074,290876,290876,354,3,0.7385709945967789,783.3,0.3203682002158799,118.99621176719666,2019-12-18_11-12-16,354,339.934,290876,118.99621176719666,70.53,159681.469,-244.05199999999996,4.905,0.5832293106684364,382.9999999999991,zack-XPS-15-9560,2304.27,0.001,1576696336,11562,10.142.78.137,-640.7000000000004,765,c3fc92d7f4874dea9e1921f76f825b97,False
999,291816,0.3658313751220703,291816,291816,355,3,0.7386966123031954,800.3,0.32042568555432466,119.36204314231873,2019-12-18_11-12-17,355,340.447,291816,119.36204314231873,70.48,159314.157,-244.03099999999992,5.023,0.5833413520461103,382.9999999999991,zack-XPS-15-9560,2350.734,0.001,1576696337,11562,10.142.78.137,-640.7000000000004,940,c3fc92d7f4874dea9e1921f76f825b97,False
1002,292605,0.34908390045166016,292605,292605,356,3,0.7388203924817919,805.9,0.3204826730903631,119.71112704277039,2019-12-18_11-12-17,356,341.846,292605,119.71112704277039,70.52,159398.544,-242.02699999999996,5.056,0.5834555596416758,382.9999999999991,zack-XPS-15-9560,2357.493,0.001,1576696337,11562,10.142.78.137,-640.7000000000004,789,c3fc92d7f4874dea9e1921f76f825b97,False
1004,293437,0.3431410789489746,293437,293437,357,2,0.7389040599420881,803.7,0.3205204293188437,120.05426812171936,2019-12-18_11-12-17,357,340.626,293437,120.05426812171936,70.92,159423.502,-240.203,5.041,0.5835318594448288,382.9999999999991,zack-XPS-15-9560,2359.479,0.001,1576696337,11562,10.142.78.137,-640.7000000000004,832,c3fc92d7f4874dea9e1921f76f825b97,False
1008,294406,0.3852672576904297,294406,294406,358,4,0.7390925097452299,833.9,0.32060434285191763,120.43953537940979,2019-12-18_11-12-18,358,345.222,294406,120.43953537940979,70.44,160541.903,-238.07200000000003,5.194,0.583687172514181,382.9999999999991,zack-XPS-15-9560,2415.549,0.001,1576696338,11562,10.142.78.137,-640.7000000000004,969,c3fc92d7f4874dea9e1921f76f825b97,False
1010,295199,0.33090996742248535,295199,295199,359,2,0.7391833164823425,839.8,0.3206446119097918,120.77044534683228,2019-12-18_11-12-18,359,343.692,295199,120.77044534683228,70.56,163002.804,-240.13699999999997,5.152,0.5837650888041178,382.9999999999991,zack-XPS-15-9560,2443.464,0.001,1576696338,11562,10.142.78.137,-640.7000000000004,793,c3fc92d7f4874dea9e1921f76f825b97,False
1013,296070,0.36939239501953125,296070,296070,360,3,0.7393208923559069,830.9,0.3207051380863295,121.1398377418518,2019-12-18_11-12-19,360,340.925,296070,121.1398377418518,70.59,163128.619,-246.19499999999994,5.094,0.5838796677993144,382.9999999999991,zack-XPS-15-9560,2437.191,0.001,1576696339,11562,10.142.78.137,-640.7000000000004,871,c3fc92d7f4874dea9e1921f76f825b97,False
1016,296754,0.35636067390441895,296754,296754,361,3,0.7394601728775408,824.0,0.3207665699044997,121.49619841575623,2019-12-18_11-12-19,361,344.432,296754,121.49619841575623,70.45,163091.59,-237.93999999999997,5.052,0.5840004405068778,382.9999999999991,zack-XPS-15-9560,2392.341,0.001,1576696339,11562,10.142.78.137,-640.7000000000004,684,c3fc92d7f4874dea9e1921f76f825b97,False
1019,297752,0.4178905487060547,297752,297752,362,3,0.7396276089105376,857.0,0.3208369978857103,121.91408896446228,2019-12-18_11-12-19,362,355.304,297752,121.91408896446228,70.57,163904.249,-254.34999999999994,5.229,0.5841313261096768,382.9999999999991,zack-XPS-15-9560,2412.021,0.001,1576696339,11562,10.142.78.137,-640.7000000000004,998,c3fc92d7f4874dea9e1921f76f825b97,False
1022,298635,0.40778660774230957,298635,298635,363,3,0.7398103636423362,852.4,0.3209154658423355,122.32187557220459,2019-12-18_11-12-20,363,359.982,298635,122.32187557220459,70.59,164563.519,-258.41699999999986,5.18,0.5842729395041163,382.9999999999991,zack-XPS-15-9560,2367.894,0.001,1576696340,11562,10.142.78.137,-640.7000000000004,883,c3fc92d7f4874dea9e1921f76f825b97,False
1024,299508,0.4203460216522217,299508,299508,364,2,0.7399511773731917,863.2,0.3209739540253508,122.74222159385681,2019-12-18_11-12-20,364,368.693,299508,122.74222159385681,70.65,165134.447,-256.4359999999999,5.227,0.5843777356567209,382.9999999999991,zack-XPS-15-9560,2341.243,0.001,1576696340,11562,10.142.78.137,-640.7000000000004,873,c3fc92d7f4874dea9e1921f76f825b97,False
1027,300218,0.3440415859222412,300218,300218,365,3,0.7401597565873455,840.2,0.32106098650545584,123.08626317977905,2019-12-18_11-12-21,365,366.676,300218,123.08626317977905,70.51,165673.342,-252.4739999999999,5.071,0.5845392751984533,382.9999999999991,zack-XPS-15-9560,2291.394,0.001,1576696341,11562,10.142.78.137,-640.7000000000004,710,c3fc92d7f4874dea9e1921f76f825b97,False
1030,301179,0.3814737796783447,301179,301179,366,3,0.7403744799105048,857.4,0.3211494249464962,123.4677369594574,2019-12-18_11-12-21,366,369.847,301179,123.4677369594574,70.6,166809.513,-252.48299999999992,5.14,0.584700201503416,382.9999999999991,zack-XPS-15-9560,2318.259,0.001,1576696341,11562,10.142.78.137,-640.7000000000004,961,c3fc92d7f4874dea9e1921f76f825b97,False
1033,301995,0.35303592681884766,301995,301995,367,3,0.7405872742702851,855.8,0.32123648685286776,123.82077288627625,2019-12-18_11-12-21,367,370.855,301995,123.82077288627625,70.56,167109.813,-242.47499999999994,5.121,0.5848610001504999,382.9999999999991,zack-XPS-15-9560,2307.642,0.001,1576696341,11562,10.142.78.137,-640.7000000000004,816,c3fc92d7f4874dea9e1921f76f825b97,False
1036,302739,0.33691906929016113,302739,302739,368,3,0.7407915288163872,833.3,0.3213205285701575,124.1576919555664,2019-12-18_11-12-22,368,366.132,302739,124.1576919555664,70.61,166472.821,-236.386,5.006,0.585019415589695,382.9999999999991,zack-XPS-15-9560,2275.952,0.001,1576696342,11562,10.142.78.137,-640.7000000000004,744,c3fc92d7f4874dea9e1921f76f825b97,False
1039,303538,0.34935545921325684,303538,303538,369,3,0.7409870781472557,833.9,0.3214029853557794,124.50704741477966,2019-12-18_11-12-22,369,367.918,303538,124.50704741477966,70.61,164865.902,-228.301,5.058,0.5851768620040749,382.9999999999991,zack-XPS-15-9560,2266.536,0.001,1576696342,11562,10.142.78.137,-640.7000000000004,799,c3fc92d7f4874dea9e1921f76f825b97,False
1041,304405,0.34900760650634766,304405,304405,370,2,0.7411113162542446,833.5,0.3214550718340237,124.85605502128601,2019-12-18_11-12-22,370,365.889,304405,124.85605502128601,70.52,164895.636,-228.317,5.055,0.5852777822929817,382.9999999999991,zack-XPS-15-9560,2278.012,0.001,1576696342,11562,10.142.78.137,-640.7000000000004,867,c3fc92d7f4874dea9e1921f76f825b97,False
1044,305274,0.3555128574371338,305274,305274,371,3,0.7413010726246543,852.0,0.3215353779061701,125.21156787872314,2019-12-18_11-12-23,371,365.728,305274,125.21156787872314,70.59,166052.387,-230.293,5.131,0.5854291846196847,382.9999999999991,zack-XPS-15-9560,2329.602,0.001,1576696343,11562,10.142.78.137,-640.7000000000004,869,c3fc92d7f4874dea9e1921f76f825b97,False
