episodes_total,timesteps_total,time_this_iter_s,info/num_steps_sampled,timesteps_since_restore,iterations_since_restore,episodes_this_iter,sampler_perf/mean_env_wait_ms,info/opt_samples,sampler_perf/mean_processing_ms,time_since_restore,date,training_iteration,info/sample_time_ms,info/num_steps_trained,time_total_s,episode_len_mean,info/opt_peak_throughput,episode_reward_mean,info/grad_time_ms,sampler_perf/mean_inference_ms,episode_reward_max,hostname,info/sample_peak_throughput,info/update_time_ms,timestamp,pid,node_ip,episode_reward_min,timesteps_this_iter,experiment_id,done
2847,787703,0.281602144241333,787703,787703,995,2,0.7212390903192112,754.0,0.3160459543584076,329.0306978225708,2019-12-18_11-15-47,995,301.146,787703,329.0306978225708,67.67,169112.5,-191.46100000000015,4.459,0.5853906323351604,383.6999999999992,zack-XPS-15-9560,2503.765,0.001,1576696547,11562,10.142.78.137,-639.8000000000005,702,c3fc92d7f4874dea9e1921f76f825b97,False
2850,788512,0.31308770179748535,788512,788512,996,3,0.7211837010810627,752.0,0.3160275318951633,329.3437855243683,2019-12-18_11-15-47,996,301.138,788512,329.3437855243683,67.56,167028.528,-193.4510000000002,4.502,0.5853693238026135,383.6999999999992,zack-XPS-15-9560,2497.198,0.001,1576696547,11562,10.142.78.137,-639.8000000000005,809,c3fc92d7f4874dea9e1921f76f825b97,False
2853,789310,0.32408642768859863,789310,789310,997,3,0.7211296730564918,770.8,0.31600965377111284,329.6678719520569,2019-12-18_11-15-48,997,305.077,789310,329.6678719520569,67.56,167793.929,-189.40300000000022,4.594,0.5853491038129155,383.6999999999992,zack-XPS-15-9560,2526.576,0.001,1576696548,11562,10.142.78.137,-639.8000000000005,798,c3fc92d7f4874dea9e1921f76f825b97,False
2856,790028,0.29964780807495117,790028,790028,998,3,0.7210746375576853,762.1,0.31599141432374317,329.96751976013184,2019-12-18_11-15-48,998,303.255,790028,329.96751976013184,67.28,166705.559,-189.34300000000013,4.572,0.5853287455190734,383.6999999999992,zack-XPS-15-9560,2513.065,0.001,1576696548,11562,10.142.78.137,-639.8000000000005,718,c3fc92d7f4874dea9e1921f76f825b97,False
2859,790810,0.30830979347229004,790810,790810,999,3,0.7210201085211491,755.4,0.315973369234251,330.2758295536041,2019-12-18_11-15-48,999,301.182,790810,330.2758295536041,67.42,163979.404,-189.39400000000015,4.607,0.5853083435986052,383.6999999999992,zack-XPS-15-9560,2508.116,0.001,1576696548,11562,10.142.78.137,-639.8000000000005,782,c3fc92d7f4874dea9e1921f76f825b97,False
2861,791652,0.33568310737609863,791652,791652,1000,2,0.7209848594093253,757.4,0.3159613395934443,330.6115126609802,2019-12-18_11-15-49,1000,300.457,791652,330.6115126609802,67.93,163085.864,-191.7020000000002,4.644,0.5852953344423991,383.6999999999992,zack-XPS-15-9560,2520.826,0.001,1576696549,11562,10.142.78.137,-639.8000000000005,842,c3fc92d7f4874dea9e1921f76f825b97,False
2864,792312,0.27684640884399414,792312,792312,1001,3,0.7209304400848311,754.2,0.3159423980234974,330.8883590698242,2019-12-18_11-15-49,1001,299.556,792312,330.8883590698242,68.07,162720.95,-185.6380000000003,4.635,0.5852743018183006,383.6999999999992,zack-XPS-15-9560,2517.723,0.001,1576696549,11562,10.142.78.137,-639.8000000000005,660,c3fc92d7f4874dea9e1921f76f825b97,False
2868,793107,0.3188769817352295,793107,793107,1002,4,0.7208620052481056,755.7,0.31591865282947795,331.20723605155945,2019-12-18_11-15-49,1002,300.363,793107,331.20723605155945,67.56,159127.037,-181.51100000000034,4.749,0.5852449228334516,383.6999999999992,zack-XPS-15-9560,2515.954,0.001,1576696549,11562,10.142.78.137,-639.8000000000005,795,c3fc92d7f4874dea9e1921f76f825b97,False
2870,793809,0.29628729820251465,793809,793809,1003,2,0.7208265306194265,751.0,0.31590610474273795,331.50352334976196,2019-12-18_11-15-50,1003,299.18,793809,331.50352334976196,67.63,157679.023,-181.55600000000035,4.763,0.5852303000990356,383.6999999999992,zack-XPS-15-9560,2510.192,0.001,1576696550,11562,10.142.78.137,-639.8000000000005,702,c3fc92d7f4874dea9e1921f76f825b97,False
2874,794702,0.33731579780578613,794702,794702,1004,4,0.7207615103572894,770.1,0.3158839105902892,331.84083914756775,2019-12-18_11-15-50,1004,303.688,794702,331.84083914756775,67.23,158203.915,-179.3420000000003,4.868,0.5852008727694463,383.6999999999992,zack-XPS-15-9560,2535.829,0.001,1576696550,11562,10.142.78.137,-639.8000000000005,893,c3fc92d7f4874dea9e1921f76f825b97,False
2877,795361,0.2906773090362549,795361,795361,1005,3,0.7207143657605408,765.8,0.3158679723317152,332.131516456604,2019-12-18_11-15-50,1005,304.655,795361,332.131516456604,67.29,159435.226,-181.44000000000034,4.803,0.5851783006787233,383.6999999999992,zack-XPS-15-9560,2513.659,0.001,1576696550,11562,10.142.78.137,-639.8000000000005,659,c3fc92d7f4874dea9e1921f76f825b97,False
2880,796092,0.31565141677856445,796092,796092,1006,3,0.7206685223533493,758.0,0.315852512543782,332.44716787338257,2019-12-18_11-15-51,1006,304.974,796092,332.44716787338257,67.15,159926.077,-185.4180000000003,4.74,0.5851560534801664,383.6999999999992,zack-XPS-15-9560,2485.456,0.001,1576696551,11562,10.142.78.137,-639.8000000000005,731,c3fc92d7f4874dea9e1921f76f825b97,False
2882,796794,0.2906360626220703,796794,796794,1007,2,0.7206359332754019,748.4,0.31584110950460886,332.73780393600464,2019-12-18_11-15-51,1007,301.623,796794,332.73780393600464,67.16,157584.345,-181.3540000000003,4.749,0.5851406705436092,383.6999999999992,zack-XPS-15-9560,2481.241,0.001,1576696551,11562,10.142.78.137,-639.8000000000005,702,c3fc92d7f4874dea9e1921f76f825b97,False
2885,797504,0.2895486354827881,797504,797504,1008,3,0.7205837014980004,747.6,0.315822510296574,333.0273525714874,2019-12-18_11-15-51,1008,300.648,797504,333.0273525714874,67.49,158680.907,-167.27100000000036,4.711,0.5851158809152871,383.6999999999992,zack-XPS-15-9560,2486.626,0.001,1576696551,11562,10.142.78.137,-639.8000000000005,710,c3fc92d7f4874dea9e1921f76f825b97,False
2888,798139,0.28119540214538574,798139,798139,1009,3,0.7205259851592949,732.9,0.31580209865502,333.3085479736328,2019-12-18_11-15-51,1009,298.033,798139,333.3085479736328,68.06,158700.937,-163.30800000000033,4.618,0.5850908334182291,383.6999999999992,zack-XPS-15-9560,2459.126,0.001,1576696551,11562,10.142.78.137,-639.8000000000005,635,c3fc92d7f4874dea9e1921f76f825b97,False
2891,798890,0.3055872917175293,798890,798890,1010,3,0.7204716612862399,723.8,0.3157829329736572,333.61413526535034,2019-12-18_11-15-52,1010,295.083,798890,333.61413526535034,68.14,158806.338,-173.45100000000028,4.558,0.5850667524784672,383.6999999999992,zack-XPS-15-9560,2452.866,0.001,1576696552,11562,10.142.78.137,-639.8000000000005,751,c3fc92d7f4874dea9e1921f76f825b97,False
2894,799665,0.31127500534057617,799665,799665,1011,3,0.7204165579053173,735.3,0.31576347148807343,333.9254102706909,2019-12-18_11-15-52,1011,298.452,799665,333.9254102706909,68.44,158907.241,-177.53600000000023,4.627,0.5850424689716254,383.6999999999992,zack-XPS-15-9560,2463.711,0.001,1576696552,11562,10.142.78.137,-639.8000000000005,775,c3fc92d7f4874dea9e1921f76f825b97,False
2898,800463,0.320279598236084,800463,800463,1012,4,0.7203435546883129,735.6,0.3157385125198464,334.245689868927,2019-12-18_11-15-52,1012,298.675,800463,334.245689868927,67.55,161966.383,-173.27700000000027,4.542,0.5850105224468956,587.4000000000001,zack-XPS-15-9560,2462.877,0.001,1576696552,11562,10.142.78.137,-639.8000000000005,798,c3fc92d7f4874dea9e1921f76f825b97,False
2901,801208,0.3232533931732178,801208,801208,1013,3,0.7202846440173033,739.9,0.3157180888683371,334.5689432621002,2019-12-18_11-15-53,1013,301.434,801208,334.5689432621002,67.97,164514.336,-169.1710000000003,4.497,0.5849863437654009,587.4000000000001,zack-XPS-15-9560,2454.598,0.001,1576696553,11562,10.142.78.137,-639.6000000000006,745,c3fc92d7f4874dea9e1921f76f825b97,False
2904,801871,0.3030824661254883,801871,801871,1014,3,0.7202247665648771,716.9,0.3156977748200645,334.8720257282257,2019-12-18_11-15-53,1014,298.036,801871,334.8720257282257,67.98,160627.389,-167.04900000000026,4.463,0.5849636046356875,587.4000000000001,zack-XPS-15-9560,2405.418,0.001,1576696553,11562,10.142.78.137,-639.6000000000006,663,c3fc92d7f4874dea9e1921f76f825b97,False
2906,802511,0.3527846336364746,802511,802511,1015,2,0.7201847183748395,715.0,0.315684121814983,335.2248103618622,2019-12-18_11-15-53,1015,304.13,802511,335.2248103618622,68.45,156574.152,-165.1640000000003,4.567,0.5849511245528104,587.4000000000001,zack-XPS-15-9560,2350.972,0.001,1576696553,11562,10.142.78.137,-639.6000000000006,640,c3fc92d7f4874dea9e1921f76f825b97,False
2909,803193,0.3716409206390381,803193,803193,1016,3,0.7201227327233167,710.1,0.3156633773675725,335.5964512825012,2019-12-18_11-15-54,1016,309.706,803193,335.5964512825012,68.34,154872.85,-152.7980000000003,4.585,0.5849338846852152,587.4000000000001,zack-XPS-15-9560,2292.822,0.001,1576696554,11562,10.142.78.137,-639.6000000000006,682,c3fc92d7f4874dea9e1921f76f825b97,False
2912,803991,0.3371138572692871,803991,803991,1017,3,0.7200588943525126,719.7,0.3156416199618704,335.9335651397705,2019-12-18_11-15-54,1017,314.355,803991,335.9335651397705,68.6,157119.391,-154.86600000000035,4.581,0.5849162838604667,587.4000000000001,zack-XPS-15-9560,2289.448,0.001,1576696554,11562,10.142.78.137,-639.6000000000006,798,c3fc92d7f4874dea9e1921f76f825b97,False
2915,804747,0.3073108196258545,804747,804747,1018,3,0.7199959780205119,724.3,0.31561980535159584,336.24087595939636,2019-12-18_11-15-54,1018,316.116,804747,336.24087595939636,68.32,157586.375,-150.75700000000035,4.596,0.5848987262426706,587.4000000000001,zack-XPS-15-9560,2291.25,0.001,1576696554,11562,10.142.78.137,-639.6000000000006,756,c3fc92d7f4874dea9e1921f76f825b97,False
2918,805501,0.31537342071533203,805501,805501,1019,3,0.7199359788367018,736.2,0.3155986416146307,336.5562493801117,2019-12-18_11-15-55,1019,319.482,805501,336.5562493801117,68.51,158420.163,-152.92700000000033,4.647,0.5848817782114989,587.4000000000001,zack-XPS-15-9560,2304.352,0.001,1576696555,11562,10.142.78.137,-639.6000000000006,754,c3fc92d7f4874dea9e1921f76f825b97,False
2921,806146,0.2802867889404297,806146,806146,1020,3,0.7198730828171688,725.6,0.3155766712971538,336.8365361690521,2019-12-18_11-15-55,1020,316.96,806146,336.8365361690521,68.25,156507.744,-148.6290000000004,4.636,0.5848651019072295,587.4000000000001,zack-XPS-15-9560,2289.249,0.001,1576696555,11562,10.142.78.137,-639.6000000000006,645,c3fc92d7f4874dea9e1921f76f825b97,False
2924,806883,0.30866169929504395,806883,806883,1021,3,0.71981291805077,721.8,0.31555502457419743,337.14519786834717,2019-12-18_11-15-55,1021,316.693,806883,337.14519786834717,68.44,155494.593,-162.7660000000004,4.642,0.584850081180451,587.4000000000001,zack-XPS-15-9560,2279.178,0.001,1576696555,11562,10.142.78.137,-639.6000000000006,737,c3fc92d7f4874dea9e1921f76f825b97,False
2927,807586,0.30295848846435547,807586,807586,1022,3,0.7197506815272505,712.3,0.31553323751610535,337.4481563568115,2019-12-18_11-15-56,1022,314.989,807586,337.4481563568115,68.1,154421.218,-174.74600000000027,4.613,0.5848346327020506,587.4000000000001,zack-XPS-15-9560,2261.347,0.002,1576696556,11562,10.142.78.137,-639.6000000000006,703,c3fc92d7f4874dea9e1921f76f825b97,False
2930,808305,0.3200359344482422,808305,808305,1023,3,0.7196876526463456,709.7,0.31551150572612285,337.76819229125977,2019-12-18_11-15-56,1023,314.641,808305,337.76819229125977,68.01,153036.494,-178.45500000000035,4.637,0.5848194262281106,587.4000000000001,zack-XPS-15-9560,2255.585,0.002,1576696556,11562,10.142.78.137,-639.6000000000006,719,c3fc92d7f4874dea9e1921f76f825b97,False
2934,809184,0.36333489418029785,809184,809184,1024,4,0.7196067933105368,731.3,0.31548495394706566,338.13152718544006,2019-12-18_11-15-56,1024,320.675,809184,338.13152718544006,67.54,157468.351,-170.34700000000038,4.644,0.5847998136397056,587.4000000000001,zack-XPS-15-9560,2280.505,0.002,1576696556,11562,10.142.78.137,-639.6000000000006,879,c3fc92d7f4874dea9e1921f76f825b97,False
2936,809832,0.27143239974975586,809832,809832,1025,2,0.7195651008291787,732.1,0.31547099316561356,338.4029595851898,2019-12-18_11-15-56,1025,312.671,809832,338.4029595851898,67.57,161593.594,-164.3610000000004,4.531,0.5847896782556198,587.4000000000001,zack-XPS-15-9560,2341.44,0.001,1576696556,11562,10.142.78.137,-639.6000000000006,648,c3fc92d7f4874dea9e1921f76f825b97,False
2939,810608,0.3164069652557373,810608,810608,1026,3,0.7195030145917477,741.5,0.31544968729974276,338.71936655044556,2019-12-18_11-15-57,1026,307.142,810608,338.71936655044556,67.76,163295.464,-160.42800000000037,4.541,0.5847755222665973,587.4000000000001,zack-XPS-15-9560,2414.195,0.001,1576696557,11562,10.142.78.137,-639.6000000000006,776,c3fc92d7f4874dea9e1921f76f825b97,False
2942,811314,0.2871437072753906,811314,811314,1027,3,0.7194399441419104,732.3,0.31542724086203133,339.00651025772095,2019-12-18_11-15-57,1027,302.159,811314,339.00651025772095,67.69,161644.545,-150.34500000000045,4.53,0.5847607175110588,587.4000000000001,zack-XPS-15-9560,2423.562,0.001,1576696557,11562,10.142.78.137,-639.6000000000006,706,c3fc92d7f4874dea9e1921f76f825b97,False
2945,812032,0.2947542667388916,812032,812032,1028,3,0.719377619457369,728.5,0.3154049935736794,339.30126452445984,2019-12-18_11-15-57,1028,300.919,812032,339.30126452445984,67.65,161391.811,-146.2520000000004,4.514,0.584745749076377,587.4000000000001,zack-XPS-15-9560,2420.916,0.001,1576696557,11562,10.142.78.137,-639.6000000000006,718,c3fc92d7f4874dea9e1921f76f825b97,False
2948,812617,0.2889549732208252,812617,812617,1029,3,0.7193152003789866,711.6,0.31538330244735474,339.59021949768066,2019-12-18_11-15-58,1029,298.348,812617,339.59021949768066,67.69,160288.429,-140.1870000000004,4.439,0.5847326807959127,587.4000000000001,zack-XPS-15-9560,2385.133,0.001,1576696558,11562,10.142.78.137,-639.6000000000006,585,c3fc92d7f4874dea9e1921f76f825b97,False
2951,813258,0.3008444309234619,813258,813258,1030,3,0.7192506858389666,711.2,0.31536114027410267,339.8910639286041,2019-12-18_11-15-58,1030,300.393,813258,339.8910639286041,67.58,159771.884,-129.96000000000043,4.451,0.5847200960588865,587.4000000000001,zack-XPS-15-9560,2367.567,0.001,1576696558,11562,10.142.78.137,-639.6000000000006,641,c3fc92d7f4874dea9e1921f76f825b97,False
2954,814011,0.31623315811157227,814011,814011,1031,3,0.719185771452511,712.8,0.3153392226601595,340.2072970867157,2019-12-18_11-15-58,1031,301.143,814011,340.2072970867157,67.45,159777.032,-127.86000000000041,4.461,0.5847078157035175,587.4000000000001,zack-XPS-15-9560,2366.984,0.001,1576696558,11562,10.142.78.137,-639.6000000000006,753,c3fc92d7f4874dea9e1921f76f825b97,False
2957,814839,0.3379232883453369,814839,814839,1032,3,0.7191236315100155,725.3,0.31531836905694594,340.54522037506104,2019-12-18_11-15-59,1032,304.576,814839,340.54522037506104,67.42,160182.854,-134.02800000000036,4.528,0.5846970412772133,587.4000000000001,zack-XPS-15-9560,2381.341,0.001,1576696559,11562,10.142.78.137,-639.6000000000006,828,c3fc92d7f4874dea9e1921f76f825b97,False
2959,815485,0.2779386043548584,815485,815485,1033,2,0.7190796222684612,718.0,0.31530343804620287,340.8231589794159,2019-12-18_11-15-59,1033,300.44,815485,340.8231589794159,67.51,161113.117,-125.88100000000038,4.456,0.584690039190875,587.4000000000001,zack-XPS-15-9560,2389.831,0.001,1576696559,11562,10.142.78.137,-639.6000000000006,646,c3fc92d7f4874dea9e1921f76f825b97,False
2962,816356,0.34798574447631836,816356,816356,1034,3,0.7190151598042209,717.2,0.31528251743029545,341.1711447238922,2019-12-18_11-15-59,1034,298.672,816356,341.1711447238922,67.59,153317.712,-123.88500000000039,4.678,0.5846806714843094,587.4000000000001,zack-XPS-15-9560,2401.294,0.001,1576696559,11562,10.142.78.137,-627.3000000000026,871,c3fc92d7f4874dea9e1921f76f825b97,False
2966,817131,0.36059045791625977,817131,817131,1035,4,0.718936273000865,729.9,0.31525792038508677,341.5317351818085,2019-12-18_11-16-00,1035,307.515,817131,341.5317351818085,67.01,153667.354,-139.87200000000027,4.75,0.5846720691688162,587.4000000000001,zack-XPS-15-9560,2373.54,0.001,1576696560,11562,10.142.78.137,-627.3000000000026,775,c3fc92d7f4874dea9e1921f76f825b97,False
2969,817711,0.2610204219818115,817711,817711,1036,3,0.7188725020962926,710.3,0.3152376564676838,341.7927556037903,2019-12-18_11-16-00,1036,302.073,817711,341.7927556037903,67.45,152645.571,-143.84700000000024,4.653,0.5846648587173078,587.4000000000001,zack-XPS-15-9560,2351.421,0.001,1576696560,11562,10.142.78.137,-627.3000000000026,580,c3fc92d7f4874dea9e1921f76f825b97,False
2971,818450,0.3035085201263428,818450,818450,1037,2,0.7188297865663859,713.6,0.3152238240977965,342.0962641239166,2019-12-18_11-16-00,1037,303.72,818450,342.0962641239166,67.37,153702.047,-143.83000000000024,4.643,0.5846600405731189,587.4000000000001,zack-XPS-15-9560,2349.536,0.001,1576696560,11562,10.142.78.137,-627.3000000000026,739,c3fc92d7f4874dea9e1921f76f825b97,False
2974,819171,0.30532288551330566,819171,819171,1038,3,0.7187628629019609,713.9,0.31520203358610216,342.40158700942993,2019-12-18_11-16-00,1038,304.743,819171,342.40158700942993,67.68,152542.29,-135.7450000000003,4.68,0.5846527088683596,587.4000000000001,zack-XPS-15-9560,2342.628,0.001,1576696560,11562,10.142.78.137,-627.3000000000026,721,c3fc92d7f4874dea9e1921f76f825b97,False
2977,819916,0.3193328380584717,819916,819916,1039,3,0.7186987203158816,729.9,0.3151808899811833,342.7209198474884,2019-12-18_11-16-01,1039,307.737,819916,342.7209198474884,67.85,154529.107,-133.86900000000037,4.723,0.5846462903833516,587.4000000000001,zack-XPS-15-9560,2371.833,0.001,1576696561,11562,10.142.78.137,-627.3000000000026,745,c3fc92d7f4874dea9e1921f76f825b97,False
2980,820699,0.3199186325073242,820699,820699,1040,3,0.7186351370401728,744.1,0.3151597835990284,343.0408384799957,2019-12-18_11-16-01,1040,309.586,820699,343.0408384799957,67.92,155597.847,-131.95900000000037,4.782,0.5846399789988971,587.4000000000001,zack-XPS-15-9560,2403.535,0.001,1576696561,11562,10.142.78.137,-627.3000000000026,783,c3fc92d7f4874dea9e1921f76f825b97,False
2983,821327,0.2731339931488037,821327,821327,1041,3,0.7185711830765242,731.6,0.31513926364050904,343.31397247314453,2019-12-18_11-16-01,1041,305.379,821327,343.31397247314453,67.78,156441.486,-137.8520000000003,4.677,0.5846332993826767,587.4000000000001,zack-XPS-15-9560,2395.715,0.001,1576696561,11562,10.142.78.137,-627.3000000000026,628,c3fc92d7f4874dea9e1921f76f825b97,False
2985,822092,0.331585168838501,822092,822092,1042,2,0.7185298911561868,725.3,0.31512603656861055,343.64555764198303,2019-12-18_11-16-02,1042,304.747,822092,343.64555764198303,67.96,155369.187,-139.96900000000028,4.668,0.5846298698476429,587.4000000000001,zack-XPS-15-9560,2380.005,0.001,1576696562,11562,10.142.78.137,-627.3000000000026,765,c3fc92d7f4874dea9e1921f76f825b97,False
2988,822951,0.3220498561859131,822951,822951,1043,3,0.7184726398300443,746.6,0.3151077859442586,343.96760749816895,2019-12-18_11-16-02,1043,309.015,822951,343.96760749816895,67.96,155074.573,-142.18200000000027,4.814,0.5846244800198788,587.4000000000001,zack-XPS-15-9560,2416.065,0.001,1576696562,11562,10.142.78.137,-627.3000000000026,859,c3fc92d7f4874dea9e1921f76f825b97,False
2991,823779,0.3183014392852783,823779,823779,1044,3,0.7184172260323569,742.3,0.31509016648109145,344.2859089374542,2019-12-18_11-16-02,1044,306.274,823779,344.2859089374542,67.54,161483.38,-140.15400000000028,4.597,0.5846185382256759,587.4000000000001,zack-XPS-15-9560,2423.646,0.001,1576696562,11562,10.142.78.137,-627.3000000000026,828,c3fc92d7f4874dea9e1921f76f825b97,False
2994,824607,0.32591748237609863,824607,824607,1045,3,0.7183629476744485,747.6,0.3150729303684323,344.6118264198303,2019-12-18_11-16-03,1045,302.75,824607,344.6118264198303,67.6,160654.866,-144.1710000000003,4.653,0.584613305792525,587.4000000000001,zack-XPS-15-9560,2469.36,0.001,1576696563,11562,10.142.78.137,-627.3000000000026,828,c3fc92d7f4874dea9e1921f76f825b97,False
2997,825396,0.30663347244262695,825396,825396,1046,3,0.7183083557011238,768.5,0.31505497503467983,344.91845989227295,2019-12-18_11-16-03,1046,307.205,825396,344.91845989227295,68.54,161316.963,-150.51900000000032,4.764,0.5846072469858019,382.79999999999905,zack-XPS-15-9560,2501.589,0.001,1576696563,11562,10.142.78.137,-627.3000000000026,789,c3fc92d7f4874dea9e1921f76f825b97,False
3000,826184,0.3299276828765869,826184,826184,1047,3,0.7182534577876235,773.4,0.31503734557725244,345.24838757514954,2019-12-18_11-16-03,1047,309.738,826184,345.24838757514954,68.5,158912.977,-154.6210000000003,4.867,0.5846017611569009,382.79999999999905,zack-XPS-15-9560,2496.953,0.001,1576696563,11562,10.142.78.137,-635.1999999999989,788,c3fc92d7f4874dea9e1921f76f825b97,False
3003,826940,0.31949877738952637,826940,826940,1048,3,0.7181995141412186,776.9,0.3150196398966385,345.56788635253906,2019-12-18_11-16-04,1048,311.131,826940,345.56788635253906,68.54,158950.015,-154.6380000000003,4.888,0.5845969442840354,382.79999999999905,zack-XPS-15-9560,2497.019,0.001,1576696564,11562,10.142.78.137,-635.1999999999989,756,c3fc92d7f4874dea9e1921f76f825b97,False
3006,827660,0.2925562858581543,827660,827660,1049,3,0.7181437148897504,774.4,0.31500094398336126,345.8604426383972,2019-12-18_11-16-04,1049,308.465,827660,345.8604426383972,68.35,159014.845,-160.55900000000025,4.87,0.5845889021590362,382.79999999999905,zack-XPS-15-9560,2510.492,0.001,1576696564,11562,10.142.78.137,-635.1999999999989,720,c3fc92d7f4874dea9e1921f76f825b97,False
3009,828537,0.3355398178100586,828537,828537,1050,3,0.7180874818941273,783.8,0.3149813404929917,346.1959824562073,2019-12-18_11-16-04,1050,309.987,828537,346.1959824562073,67.96,159723.622,-160.70600000000027,4.907,0.5845757705701166,585.9999999999998,zack-XPS-15-9560,2528.494,0.001,1576696564,11562,10.142.78.137,-635.1999999999989,877,c3fc92d7f4874dea9e1921f76f825b97,False
3012,829326,0.414137601852417,829326,829326,1051,3,0.7180358553553436,799.9,0.31496396987457914,346.6101200580597,2019-12-18_11-16-05,1051,324.015,829326,346.6101200580597,68.04,160696.607,-156.6560000000003,4.978,0.5845667900843378,585.9999999999998,zack-XPS-15-9560,2468.711,0.001,1576696565,11562,10.142.78.137,-635.1999999999989,789,c3fc92d7f4874dea9e1921f76f825b97,False
3015,830042,0.2976362705230713,830042,830042,1052,3,0.7179832411748306,795.0,0.31494644242017134,346.90775632858276,2019-12-18_11-16-05,1052,320.697,830042,346.90775632858276,68.21,162039.035,-158.7340000000003,4.906,0.5845577972165726,585.9999999999998,zack-XPS-15-9560,2478.978,0.001,1576696565,11562,10.142.78.137,-635.1999999999989,716,c3fc92d7f4874dea9e1921f76f825b97,False
3018,830841,0.31682705879211426,830841,830841,1053,3,0.7179310351187411,789.0,0.3149292701317474,347.2245833873749,2019-12-18_11-16-05,1053,320.208,830841,347.2245833873749,67.77,162012.007,-160.60600000000025,4.87,0.5845483516474362,585.9999999999998,zack-XPS-15-9560,2464.025,0.001,1576696565,11562,10.142.78.137,-635.1999999999989,799,c3fc92d7f4874dea9e1921f76f825b97,False
3021,831513,0.3018186092376709,831513,831513,1054,3,0.7178805245142297,773.4,0.314913178452897,347.52640199661255,2019-12-18_11-16-06,1054,318.639,831513,347.52640199661255,67.97,161561.223,-156.74400000000023,4.787,0.5845395063822759,585.9999999999998,zack-XPS-15-9560,2427.198,0.001,1576696566,11562,10.142.78.137,-635.1999999999989,672,c3fc92d7f4874dea9e1921f76f825b97,False
3024,832205,0.30103492736816406,832205,832205,1055,3,0.7178297857011823,759.8,0.31489723623909327,347.8274369239807,2019-12-18_11-16-06,1055,316.242,832205,347.8274369239807,68.0,161911.139,-146.7050000000002,4.693,0.5845299212912191,585.9999999999998,zack-XPS-15-9560,2402.588,0.001,1576696566,11562,10.142.78.137,-635.1999999999989,692,c3fc92d7f4874dea9e1921f76f825b97,False
3027,833058,0.32082509994506836,833058,833058,1056,3,0.7177813525104116,766.2,0.3148816733276878,348.1482620239258,2019-12-18_11-16-06,1056,317.645,833058,348.1482620239258,68.37,162767.206,-146.93900000000028,4.707,0.5845203045404053,585.9999999999998,zack-XPS-15-9560,2412.128,0.001,1576696566,11562,10.142.78.137,-635.1999999999989,853,c3fc92d7f4874dea9e1921f76f825b97,False
3030,833870,0.31903934478759766,833870,833870,1057,3,0.7177333147719809,768.6,0.31486645240519706,348.4673013687134,2019-12-18_11-16-07,1057,316.626,833870,348.4673013687134,68.37,165688.869,-143.12100000000027,4.639,0.5845099132596853,585.9999999999998,zack-XPS-15-9560,2427.469,0.001,1576696567,11562,10.142.78.137,-635.1999999999989,812,c3fc92d7f4874dea9e1921f76f825b97,False
3032,834672,0.32563328742980957,834672,834672,1058,2,0.7176993703568719,773.2,0.3148550225194179,348.7929346561432,2019-12-18_11-16-07,1058,317.283,834672,348.7929346561432,68.76,168179.34,-145.2270000000003,4.597,0.5845026101398356,585.9999999999998,zack-XPS-15-9560,2436.939,0.001,1576696567,11562,10.142.78.137,-635.1999999999989,802,c3fc92d7f4874dea9e1921f76f825b97,False
3035,835352,0.29354119300842285,835352,835352,1059,3,0.7176465685860461,769.2,0.31483752414189686,349.0864758491516,2019-12-18_11-16-07,1059,317.323,835352,349.0864758491516,68.76,164965.263,-143.12700000000027,4.663,0.584491578603294,585.9999999999998,zack-XPS-15-9560,2424.029,0.001,1576696567,11562,10.142.78.137,-635.1999999999989,680,c3fc92d7f4874dea9e1921f76f825b97,False
3038,836154,0.34804248809814453,836154,836154,1060,3,0.7175988685094313,761.7,0.3148225493254959,349.43451833724976,2019-12-18_11-16-08,1060,318.594,836154,349.43451833724976,68.61,164162.609,-143.18800000000024,4.64,0.5844824266448325,585.9999999999998,zack-XPS-15-9560,2390.815,0.002,1576696568,11562,10.142.78.137,-635.1999999999989,802,c3fc92d7f4874dea9e1921f76f825b97,False
3042,837011,0.3340489864349365,837011,837011,1061,4,0.7175406204123207,768.5,0.314804744415888,349.7685673236847,2019-12-18_11-16-08,1061,310.536,837011,349.7685673236847,68.28,163964.18,-145.16400000000021,4.687,0.584470574949888,585.9999999999998,zack-XPS-15-9560,2474.75,0.001,1576696568,11562,10.142.78.137,-635.1999999999989,857,c3fc92d7f4874dea9e1921f76f825b97,False
3045,837695,0.3076951503753662,837695,837695,1062,3,0.717498899214315,765.3,0.3147918686978152,350.07626247406006,2019-12-18_11-16-08,1062,311.54,837695,350.07626247406006,68.17,163273.965,-139.13400000000027,4.687,0.5844628453557335,585.9999999999998,zack-XPS-15-9560,2456.504,0.001,1576696568,11562,10.142.78.137,-635.1999999999989,684,c3fc92d7f4874dea9e1921f76f825b97,False
3048,838459,0.3242764472961426,838459,838459,1063,3,0.7174605938424434,761.8,0.31477997361561333,350.4005389213562,2019-12-18_11-16-09,1063,312.372,838459,350.4005389213562,68.12,165604.39,-143.31400000000028,4.6,0.5844559383681102,585.9999999999998,zack-XPS-15-9560,2438.761,0.001,1576696569,11562,10.142.78.137,-635.1999999999989,764,c3fc92d7f4874dea9e1921f76f825b97,False
