timesteps_this_iter,info/opt_samples,time_this_iter_s,iterations_since_restore,episodes_total,info/grad_time_ms,episode_reward_min,timesteps_total,episode_reward_mean,pid,time_since_restore,hostname,date,time_total_s,timestamp,done,episodes_this_iter,node_ip,sampler_perf/mean_inference_ms,info/sample_time_ms,info/sample_peak_throughput,experiment_id,training_iteration,episode_len_mean,info/num_steps_trained,info/update_time_ms,sampler_perf/mean_processing_ms,episode_reward_max,sampler_perf/mean_env_wait_ms,info/opt_peak_throughput,timesteps_since_restore,info/num_steps_sampled
821,821.0,0.6609899997711182,1,2,41.473,-25.60000000000079,821,76.34999999999864,9350,0.6609899997711182,zack-XPS-15-9560,2019-12-18_10-52-25,0.6609899997711182,1576695145,False,2,10.142.78.137,1.4350793847990273,619.104,1326.11,751c756febcd46d9a439e0a10f7704d1,1,67.0,821,0.002,0.47943603933154055,178.29999999999808,1.133570030554017,19795.826,821,821
927,874.0,0.44950079917907715,2,5,23.582,-435.199999999999,1748,-189.61999999999995,9350,1.1104907989501953,zack-XPS-15-9560,2019-12-18_10-52-25,1.1104907989501953,1576695145,False,3,10.142.78.137,1.2219350155561688,531.264,1645.134,751c756febcd46d9a439e0a10f7704d1,2,70.4,1748,0.002,0.46641406858413,178.29999999999808,1.1093799521350067,37061.82,1748,1748
920,889.333,0.4444694519042969,3,8,17.699,-435.199999999999,2668,-230.2624999999996,9350,1.5549602508544922,zack-XPS-15-9560,2019-12-18_10-52-26,1.5549602508544922,1576695146,False,3,10.142.78.137,1.122965620533963,500.234,1777.834,751c756febcd46d9a439e0a10f7704d1,3,70.25,2668,0.002,0.45787730711488606,178.29999999999808,1.0986616575843287,50246.748,2668,2668
852,880.0,0.4042026996612549,4,11,14.758,-633.2999999999989,3520,-266.60909090909064,9350,1.959162950515747,zack-XPS-15-9560,2019-12-18_10-52-26,1.959162950515747,1576695146,False,3,10.142.78.137,1.0577366340334435,474.648,1854.005,751c756febcd46d9a439e0a10f7704d1,4,70.45454545454545,3520,0.002,0.4496162069954508,178.29999999999808,1.0844132933579549,59627.75,3520,3520
753,854.6,0.4336254596710205,5,14,12.802,-633.2999999999989,4273,-243.37857142857132,9350,2.3927884101867676,zack-XPS-15-9560,2019-12-18_10-52-27,2.3927884101867676,1576695147,False,3,10.142.78.137,1.016478134027556,465.363,1836.415,751c756febcd46d9a439e0a10f7704d1,5,69.64285714285714,4273,0.002,0.4432520497509504,178.29999999999808,1.0723738676300691,66753.305,4273,4273
712,830.833,0.3962886333465576,6,17,11.664,-633.2999999999989,4985,-228.47647058823526,9350,2.789077043533325,zack-XPS-15-9560,2019-12-18_10-52-27,2.789077043533325,1576695147,False,3,10.142.78.137,0.9860544058796166,452.76,1835.042,751c756febcd46d9a439e0a10f7704d1,6,70.17647058823529,4985,0.002,0.43692251648293734,178.29999999999808,1.059629120041439,71230.123,4985,4985
927,844.571,0.43662333488464355,7,19,10.833,-638.5000000000003,5912,-260.8473684210525,9350,3.2257003784179688,zack-XPS-15-9560,2019-12-18_10-52-27,3.2257003784179688,1576695147,False,2,10.142.78.137,0.9687063301281241,449.563,1878.651,751c756febcd46d9a439e0a10f7704d1,7,70.47368421052632,5912,0.001,0.434110956268934,178.29999999999808,1.0538951666303777,77963.149,5912,5912
823,841.875,0.4144277572631836,8,22,10.238,-638.5000000000003,6735,-274.7545454545453,9350,3.6401281356811523,zack-XPS-15-9560,2019-12-18_10-52-28,3.6401281356811523,1576695148,False,3,10.142.78.137,0.9458814399193689,444.356,1894.594,751c756febcd46d9a439e0a10f7704d1,8,71.5,6735,0.001,0.4311094874512419,178.29999999999808,1.0462554608953905,82230.003,6735,6735
880,846.111,0.4449634552001953,9,25,9.705,-638.5000000000003,7615,-277.6679999999998,9350,4.085091590881348,zack-XPS-15-9560,2019-12-18_10-52-28,4.085091590881348,1576695148,False,3,10.142.78.137,0.9278579950790388,443.765,1906.665,751c756febcd46d9a439e0a10f7704d1,9,71.68,7615,0.001,0.4287164292056147,178.29999999999808,1.0409489932771152,87186.695,7615,7615
714,832.9,0.3826136589050293,10,27,9.218,-638.5000000000003,8329,-273.63333333333316,9350,4.467705249786377,zack-XPS-15-9560,2019-12-18_10-52-29,4.467705249786377,1576695149,False,2,10.142.78.137,0.9173882591745992,437.103,1905.502,751c756febcd46d9a439e0a10f7704d1,10,71.37037037037037,8329,0.001,0.4267413926366332,178.29999999999808,1.0369878732878832,90357.214,8329,8329
873,838.1,0.3978390693664551,11,30,5.593,-638.5000000000003,9202,-269.2633333333332,9350,4.865544319152832,zack-XPS-15-9560,2019-12-18_10-52-29,4.865544319152832,1576695149,False,3,10.142.78.137,0.9030752114671671,414.409,2022.396,751c756febcd46d9a439e0a10f7704d1,11,71.76666666666667,9202,0.001,0.42404348472397035,178.29999999999808,1.0314841554484937,149836.159,9202,9202
840,829.4,0.503791093826294,12,33,5.658,-638.5000000000003,10042,-259.58484848484835,9350,5.369335412979126,zack-XPS-15-9560,2019-12-18_10-52-30,5.369335412979126,1576695150,False,3,10.142.78.137,0.8919765607197877,419.765,1975.866,751c756febcd46d9a439e0a10f7704d1,12,71.57575757575758,10042,0.001,0.4223787067585826,178.29999999999808,1.0282643009012349,146591.199,10042,10042
728,810.2,0.45729589462280273,13,36,5.662,-638.5000000000003,10770,-256.761111111111,9350,5.826631307601929,zack-XPS-15-9560,2019-12-18_10-52-30,5.826631307601929,1576695150,False,3,10.142.78.137,0.8830542621703051,421.005,1924.444,751c756febcd46d9a439e0a10f7704d1,13,71.66666666666667,10770,0.001,0.4211339772036424,178.29999999999808,1.025518623321229,143087.379,10770,10770
860,811.0,0.508223295211792,14,39,5.61,-638.5000000000003,11630,-249.41025641025632,9350,6.334854602813721,zack-XPS-15-9560,2019-12-18_10-52-30,6.334854602813721,1576695150,False,3,10.142.78.137,0.8758132905129838,431.442,1879.745,751c756febcd46d9a439e0a10f7704d1,14,71.25641025641026,11630,0.001,0.420675772259564,178.29999999999808,1.024032270083177,144569.703,11630,11630
802,815.9,0.4163367748260498,15,41,5.635,-638.5000000000003,12432,-248.40975609756086,9350,6.7511913776397705,zack-XPS-15-9560,2019-12-18_10-52-31,6.7511913776397705,1576695151,False,2,10.142.78.137,0.8712847733962001,429.677,1898.867,751c756febcd46d9a439e0a10f7704d1,15,71.58536585365853,12432,0.001,0.42035092700871374,178.29999999999808,1.0229785435478673,144800.69,12432,12432
686,813.3,0.3672220706939697,16,44,5.499,-638.5000000000003,13118,-251.4636363636362,9350,7.11841344833374,zack-XPS-15-9560,2019-12-18_10-52-31,7.11841344833374,1576695151,False,3,10.142.78.137,0.8646822489962016,426.91,1905.084,751c756febcd46d9a439e0a10f7704d1,16,71.61363636363636,13118,0.002,0.41968158102586484,178.29999999999808,1.0207163536726211,147898.193,13118,13118
845,805.1,0.40001654624938965,17,47,5.491,-638.5000000000003,13963,-236.9936170212764,9350,7.51842999458313,zack-XPS-15-9560,2019-12-18_10-52-32,7.51842999458313,1576695152,False,3,10.142.78.137,0.8584729722445434,423.251,1902.181,751c756febcd46d9a439e0a10f7704d1,17,71.29787234042553,13963,0.002,0.41895443831689805,178.29999999999808,1.018542977456179,146627.623,13963,13963
969,819.7,0.5636301040649414,18,50,5.467,-638.8000000000006,14932,-256.9259999999998,9350,8.082060098648071,zack-XPS-15-9560,2019-12-18_10-52-32,8.082060098648071,1576695152,False,3,10.142.78.137,0.8535598961431339,438.184,1870.676,751c756febcd46d9a439e0a10f7704d1,18,71.4,14932,0.002,0.41862136305638087,178.29999999999808,1.0178281465297616,149936.372,14932,14932
958,827.5,0.45081019401550293,19,53,5.563,-638.8000000000006,15890,-270.7471698113206,9350,8.532870292663574,zack-XPS-15-9560,2019-12-18_10-52-33,8.532870292663574,1576695153,False,3,10.142.78.137,0.8489325466106568,438.668,1886.393,751c756febcd46d9a439e0a10f7704d1,19,71.41509433962264,15890,0.002,0.41836118070384454,178.29999999999808,1.017480225285667,148739.921,15890,15890
687,824.8,0.3498506546020508,20,56,5.52,-638.8000000000006,16577,-268.2124999999998,9350,8.882720947265625,zack-XPS-15-9560,2019-12-18_10-52-33,8.882720947265625,1576695153,False,3,10.142.78.137,0.8445072117567679,435.45,1894.134,751c756febcd46d9a439e0a10f7704d1,20,71.30357142857143,16577,0.002,0.41785082443410176,178.29999999999808,1.0164604580542753,149416.793,16577,16577
847,822.2,0.3566243648529053,21,58,5.553,-638.8000000000006,17424,-270.31724137931013,9350,9.23934531211853,zack-XPS-15-9560,2019-12-18_10-52-33,9.23934531211853,1576695153,False,2,10.142.78.137,0.8415163989918464,431.287,1906.388,751c756febcd46d9a439e0a10f7704d1,21,71.34482758620689,17424,0.002,0.4174055833149465,178.29999999999808,1.015569809036475,148056.291,17424,17424
799,818.1,0.3399176597595215,22,61,5.355,-638.8000000000006,18223,-278.11147540983586,9350,9.579262971878052,zack-XPS-15-9560,2019-12-18_10-52-34,9.579262971878052,1576695154,False,3,10.142.78.137,0.8370662273501427,415.095,1970.873,751c756febcd46d9a439e0a10f7704d1,22,71.36065573770492,18223,0.001,0.4165817322006868,178.29999999999808,1.0138070534702728,152763.573,18223,18223
777,823.0,0.3231697082519531,23,64,5.225,-638.8000000000006,19000,-275.6999999999998,9350,9.902432680130005,zack-XPS-15-9560,2019-12-18_10-52-34,9.902432680130005,1576695154,False,3,10.142.78.137,0.8326543380800362,401.834,2048.111,751c756febcd46d9a439e0a10f7704d1,23,71.421875,19000,0.001,0.4156269707521998,178.29999999999808,1.0116839170419636,157524.457,19000,19000
943,831.3,0.3792111873626709,24,67,5.253,-638.8000000000006,19943,-282.8343283582088,9350,10.281643867492676,zack-XPS-15-9560,2019-12-18_10-52-34,10.281643867492676,1576695154,False,3,10.142.78.137,0.8283439644502357,388.908,2137.521,751c756febcd46d9a439e0a10f7704d1,24,71.53731343283582,19943,0.001,0.4146791932002947,178.29999999999808,1.0096613971680384,158240.066,19943,19943
770,828.1,0.33043956756591797,25,70,5.192,-638.8000000000006,20713,-283.2671428571427,9350,10.612083435058594,zack-XPS-15-9560,2019-12-18_10-52-35,10.612083435058594,1576695155,False,3,10.142.78.137,0.8241779009578158,380.374,2177.067,751c756febcd46d9a439e0a10f7704d1,25,71.41428571428571,20713,0.001,0.41366164852151976,178.29999999999808,1.0073725583548578,159480.191,20713,20713
852,844.7,0.3489494323730469,26,72,5.251,-638.8000000000006,21565,-278.97083333333313,9350,10.96103286743164,zack-XPS-15-9560,2019-12-18_10-52-35,10.96103286743164,1576695155,False,2,10.142.78.137,0.8214245459325724,378.488,2231.774,751c756febcd46d9a439e0a10f7704d1,26,71.34722222222223,21565,0.001,0.4129524232842876,178.29999999999808,1.0058075186635287,160875.483,21565,21565
856,845.8,0.37044715881347656,27,75,5.622,-638.8000000000006,22421,-279.6506666666665,9350,11.331480026245117,zack-XPS-15-9560,2019-12-18_10-52-35,11.331480026245117,1576695155,False,3,10.142.78.137,0.8173938137982867,375.128,2254.699,751c756febcd46d9a439e0a10f7704d1,27,71.38666666666667,22421,0.001,0.4118980520978547,178.29999999999808,1.0034563924830264,150454.744,22421,22421
877,836.6,0.36360764503479004,28,78,5.552,-638.8000000000006,23298,-282.88974358974343,9350,11.695087671279907,zack-XPS-15-9560,2019-12-18_10-52-36,11.695087671279907,1576695156,False,3,10.142.78.137,0.8134948663331963,355.195,2355.325,751c756febcd46d9a439e0a10f7704d1,28,71.35897435897436,23298,0.001,0.41087161374662384,178.29999999999808,1.0011469983089576,150681.693,23298,23298
728,813.6,0.3138859272003174,29,81,5.368,-638.8000000000006,24026,-283.28641975308625,9350,12.008973598480225,zack-XPS-15-9560,2019-12-18_10-52-36,12.008973598480225,1576695156,False,3,10.142.78.137,0.8096752101440214,341.685,2381.142,751c756febcd46d9a439e0a10f7704d1,29,71.44444444444444,24026,0.001,0.4098076404534002,178.29999999999808,0.9986863592577567,151577.107,24026,24026
832,828.1,0.3629598617553711,30,84,5.418,-638.8000000000006,24858,-281.32380952380936,9350,12.371933460235596,zack-XPS-15-9560,2019-12-18_10-52-37,12.371933460235596,1576695157,False,3,10.142.78.137,0.8060222346808478,342.937,2414.727,751c756febcd46d9a439e0a10f7704d1,30,71.3452380952381,24858,0.001,0.40875548898042957,178.29999999999808,0.9962804583703343,152843.313,24858,24858
907,834.1,0.3698601722717285,31,86,5.421,-638.8000000000006,25765,-282.5418604651161,9350,12.741793632507324,zack-XPS-15-9560,2019-12-18_10-52-37,12.741793632507324,1576695157,False,2,10.142.78.137,0.8036305694611261,344.251,2422.94,751c756febcd46d9a439e0a10f7704d1,31,71.3953488372093,25765,0.001,0.40806249299733294,178.29999999999808,0.9947458321870638,153851.216,25765,25765
757,829.9,0.3394153118133545,32,89,5.492,-638.8000000000006,26522,-282.8719101123594,9350,13.081208944320679,zack-XPS-15-9560,2019-12-18_10-52-37,13.081208944320679,1576695157,False,3,10.142.78.137,0.8001175068072545,344.122,2411.642,751c756febcd46d9a439e0a10f7704d1,32,71.43820224719101,26522,0.001,0.40700839676582085,178.29999999999808,0.9924063616786107,151116.726,26522,26522
834,835.6,0.3387436866760254,33,92,5.551,-638.8000000000006,27356,-281.15108695652157,9350,13.419952630996704,zack-XPS-15-9560,2019-12-18_10-52-38,13.419952630996704,1576695158,False,3,10.142.78.137,0.7967014273443498,345.622,2417.67,751c756febcd46d9a439e0a10f7704d1,33,71.46739130434783,27356,0.001,0.40596493176450166,178.29999999999808,0.9900723575093725,150544.895,27356,27356
767,818.0,0.3231031894683838,34,95,5.458,-638.8000000000006,28123,-277.34210526315775,9350,13.743055820465088,zack-XPS-15-9560,2019-12-18_10-52-38,13.743055820465088,1576695158,False,3,10.142.78.137,0.7933904297802518,340.095,2405.207,751c756febcd46d9a439e0a10f7704d1,34,71.4421052631579,28123,0.001,0.40491259320220124,178.29999999999808,0.9876931745394233,149884.916,28123,28123
960,837.0,0.38532018661499023,35,98,5.58,-638.9000000000004,29083,-282.12551020408154,9350,14.128376007080078,zack-XPS-15-9560,2019-12-18_10-52-38,14.128376007080078,1576695158,False,3,10.142.78.137,0.7901939557151864,345.455,2422.892,751c756febcd46d9a439e0a10f7704d1,35,71.40816326530613,29083,0.001,0.4039161456565364,178.29999999999808,0.985477858418825,149987.287,29083,29083
837,835.5,0.3534369468688965,36,100,5.56,-638.9000000000004,29920,-281.0949999999999,9350,14.481812953948975,zack-XPS-15-9560,2019-12-18_10-52-39,14.481812953948975,1576695159,False,2,10.142.78.137,0.7881356946892297,345.92,2415.296,751c756febcd46d9a439e0a10f7704d1,36,71.39,29920,0.001,0.4032511367384576,178.29999999999808,0.9840080833986764,150279.645,29920,29920
748,824.7,0.3184370994567871,37,103,5.037,-638.9000000000004,30668,-283.00699999999983,9350,14.800250053405762,zack-XPS-15-9560,2019-12-18_10-52-39,14.800250053405762,1576695159,False,3,10.142.78.137,0.7691395953317085,341.26,2416.63,751c756febcd46d9a439e0a10f7704d1,37,71.46,30668,0.001,0.4001433054811664,181.09999999999934,0.9776104994516615,163734.682,30668,30668
875,824.5,0.3537595272064209,38,106,5.018,-638.9000000000004,31543,-280.9439999999998,9350,15.154009580612183,zack-XPS-15-9560,2019-12-18_10-52-39,15.154009580612183,1576695159,False,3,10.142.78.137,0.7583782364641958,340.29,2422.937,751c756febcd46d9a439e0a10f7704d1,38,71.46,31543,0.001,0.39758216047176664,181.09999999999934,0.9720846092105817,164311.749,31543,31543
796,831.3,0.34955453872680664,39,109,5.091,-638.9000000000004,32339,-270.7799999999999,9350,15.50356411933899,zack-XPS-15-9560,2019-12-18_10-52-40,15.50356411933899,1576695160,False,3,10.142.78.137,0.7507245973196668,343.776,2418.144,751c756febcd46d9a439e0a10f7704d1,39,71.36,32339,0.001,0.395433448772022,181.09999999999934,0.967068007355535,163290.462,32339,32339
949,843.0,0.4189789295196533,40,112,5.167,-640.1000000000001,33288,-281.0229999999998,9350,15.922543048858643,zack-XPS-15-9560,2019-12-18_10-52-40,15.922543048858643,1576695160,False,3,10.142.78.137,0.7447482109764798,349.244,2413.782,751c756febcd46d9a439e0a10f7704d1,40,71.53,33288,0.001,0.3936906141792219,181.09999999999934,0.9629875914754991,163158.058,33288,33288
974,849.7,0.4021632671356201,41,114,5.166,-640.1000000000001,34262,-289.1559999999997,9350,16.324706315994263,zack-XPS-15-9560,2019-12-18_10-52-40,16.324706315994263,1576695160,False,2,10.142.78.137,0.7409855654629237,352.469,2410.705,751c756febcd46d9a439e0a10f7704d1,41,71.66,34262,0.001,0.3926299774347134,181.09999999999934,0.9605493213181435,164466.19,34262,34262
907,864.7,0.389601469039917,42,117,5.215,-640.1000000000001,35169,-299.47399999999976,9350,16.71430778503418,zack-XPS-15-9560,2019-12-18_10-52-41,16.71430778503418,1576695161,False,3,10.142.78.137,0.7359693085659579,357.428,2419.232,751c756febcd46d9a439e0a10f7704d1,42,71.8,35169,0.001,0.3914106576864993,181.09999999999934,0.9577169023749498,165807.096,35169,35169
836,864.9,0.375274658203125,43,120,5.219,-640.1000000000001,36005,-299.41699999999975,9350,17.089582443237305,zack-XPS-15-9560,2019-12-18_10-52-41,17.089582443237305,1576695161,False,3,10.142.78.137,0.7318172514359125,361.066,2395.405,751c756febcd46d9a439e0a10f7704d1,43,71.7,36005,0.001,0.3900765500036447,181.09999999999934,0.954763019866428,165735.58,36005,36005
767,864.9,0.4079630374908447,44,122,5.312,-640.1000000000001,36772,-291.2899999999998,9350,17.49754548072815,zack-XPS-15-9560,2019-12-18_10-52-42,17.49754548072815,1576695162,False,2,10.142.78.137,0.7293399973259695,369.454,2341.02,751c756febcd46d9a439e0a10f7704d1,44,71.71,36772,0.001,0.38916687036549225,181.09999999999934,0.952886053241759,162825.459,36772,36772
808,849.7,0.36211729049682617,45,125,5.263,-640.1000000000001,37580,-289.2409999999998,9350,17.859662771224976,zack-XPS-15-9560,2019-12-18_10-52-42,17.859662771224976,1576695162,False,3,10.142.78.137,0.7257472365257417,367.182,2314.108,751c756febcd46d9a439e0a10f7704d1,45,71.72,37580,0.001,0.3878150546973282,181.09999999999934,0.9498919386548279,161447.273,37580,37580
908,856.8,0.37181735038757324,46,128,5.3,-640.1000000000001,38488,-293.37599999999975,9350,18.23148012161255,zack-XPS-15-9560,2019-12-18_10-52-42,18.23148012161255,1576695162,False,3,10.142.78.137,0.72249672940394,368.981,2322.071,751c756febcd46d9a439e0a10f7704d1,46,71.68,38488,0.001,0.3867485203465535,181.09999999999934,0.9473780789189092,161668.459,38488,38488
923,874.3,0.39832520484924316,47,131,5.484,-640.1000000000001,39411,-293.3839999999998,9350,18.629805326461792,zack-XPS-15-9560,2019-12-18_10-52-43,18.629805326461792,1576695163,False,3,10.142.78.137,0.7193889062972408,376.772,2320.503,751c756febcd46d9a439e0a10f7704d1,47,71.51,39411,0.001,0.3856735335011992,181.09999999999934,0.9448698517725781,159417.467,39411,39411
856,872.4,0.3719494342803955,48,134,5.528,-640.1000000000001,40267,-301.47399999999976,9350,19.001754760742188,zack-XPS-15-9560,2019-12-18_10-52-43,19.001754760742188,1576695163,False,3,10.142.78.137,0.7160543661187678,378.543,2304.627,751c756febcd46d9a439e0a10f7704d1,48,71.51,40267,0.001,0.3844740903024186,181.09999999999934,0.9420543852885943,157803.276,40267,40267
805,873.3,0.3955695629119873,49,136,5.511,-640.1000000000001,41072,-301.59399999999977,9350,19.397324323654175,zack-XPS-15-9560,2019-12-18_10-52-44,19.397324323654175,1576695164,False,2,10.142.78.137,0.7137837029707876,383.165,2279.178,751c756febcd46d9a439e0a10f7704d1,49,71.63,41072,0.001,0.3836424349473701,181.09999999999934,0.9401924916925657,158471.123,41072,41072
691,847.5,0.3118870258331299,50,139,5.372,-640.1000000000001,41763,-305.45699999999977,9350,19.709211349487305,zack-XPS-15-9560,2019-12-18_10-52-44,19.709211349487305,1576695164,False,3,10.142.78.137,0.7102045553318342,372.642,2274.302,751c756febcd46d9a439e0a10f7704d1,50,71.65,41763,0.001,0.38211462121281675,181.09999999999934,0.9369286958166262,157772.283,41763,41763
895,839.6,0.36515140533447266,51,142,5.33,-640.1000000000001,42658,-303.4009999999998,9350,20.074362754821777,zack-XPS-15-9560,2019-12-18_10-52-44,20.074362754821777,1576695164,False,3,10.142.78.137,0.7068349182201132,368.983,2275.445,751c756febcd46d9a439e0a10f7704d1,51,71.48,42658,0.001,0.38064229372109637,181.09999999999934,0.9338904965653688,157531.488,42658,42658
750,823.9,0.33408284187316895,52,145,5.214,-640.1000000000001,43408,-305.50299999999976,9350,20.408445596694946,zack-XPS-15-9560,2019-12-18_10-52-45,20.408445596694946,1576695165,False,3,10.142.78.137,0.7036591050108537,363.551,2266.256,751c756febcd46d9a439e0a10f7704d1,52,71.51,43408,0.001,0.379231994379849,181.09999999999934,0.9310472698543285,158013.273,43408,43408
808,821.1,0.34504032135009766,53,148,5.181,-640.1000000000001,44216,-301.49899999999974,9350,20.753485918045044,zack-XPS-15-9560,2019-12-18_10-52-45,20.753485918045044,1576695165,False,3,10.142.78.137,0.7004812540663384,360.563,2277.273,751c756febcd46d9a439e0a10f7704d1,53,71.63,44216,0.001,0.37779033333187906,181.09999999999934,0.9280128875349639,158485.026,44216,44216
922,836.6,0.3638448715209961,54,150,5.124,-640.1000000000001,45138,-299.4599999999998,9350,21.11733078956604,zack-XPS-15-9560,2019-12-18_10-52-45,21.11733078956604,1576695165,False,2,10.142.78.137,0.6982068452285266,356.211,2348.605,751c756febcd46d9a439e0a10f7704d1,54,71.58,45138,0.001,0.37675042034989886,181.09999999999934,0.9257186426606389,163270.226,45138,45138
728,828.6,0.32246851921081543,55,153,5.066,-640.1000000000001,45866,-291.21199999999976,9350,21.439799308776855,zack-XPS-15-9560,2019-12-18_10-52-46,21.439799308776855,1576695166,False,3,10.142.78.137,0.6948928470117446,352.304,2351.945,751c756febcd46d9a439e0a10f7704d1,55,71.6,45866,0.001,0.37513929880800256,181.09999999999934,0.9220209340617674,163545.94,45866,45866
789,816.7,0.34131431579589844,56,156,5.042,-640.1000000000001,46655,-289.35399999999976,9350,21.781113624572754,zack-XPS-15-9560,2019-12-18_10-52-46,21.781113624572754,1576695166,False,3,10.142.78.137,0.6917007686180766,349.28,2338.239,751c756febcd46d9a439e0a10f7704d1,56,71.77,46655,0.001,0.3736598749758291,181.09999999999934,0.9186601277491707,161976.928,46655,46655
901,814.5,0.36321091651916504,57,159,5.004,-640.1000000000001,47556,-293.46199999999976,9350,22.14432454109192,zack-XPS-15-9560,2019-12-18_10-52-46,22.14432454109192,1576695166,False,3,10.142.78.137,0.6887906376521626,345.813,2355.321,751c756febcd46d9a439e0a10f7704d1,57,71.83,47556,0.001,0.37233723581428385,181.09999999999934,0.9156210817975147,162754.254,47556,47556
650,793.9,0.32689738273620605,58,162,4.866,-640.1000000000001,48206,-283.3039999999997,9350,22.471221923828125,zack-XPS-15-9560,2019-12-18_10-52-47,22.471221923828125,1576695167,False,3,10.142.78.137,0.6860813030769738,341.449,2325.094,751c756febcd46d9a439e0a10f7704d1,58,71.65,48206,0.001,0.37111446445145796,181.09999999999934,0.9128036838723923,163152.353,48206,48206
874,800.8,0.34871482849121094,59,164,4.857,-640.1000000000001,49080,-279.33899999999977,9350,22.819936752319336,zack-XPS-15-9560,2019-12-18_10-52-47,22.819936752319336,1576695167,False,2,10.142.78.137,0.6843508639773868,336.776,2377.844,751c756febcd46d9a439e0a10f7704d1,59,71.64,49080,0.001,0.3703451105928396,181.09999999999934,0.911056773861696,164867.624,49080,49080
995,831.2,0.4116551876068115,60,167,5.009,-640.1000000000001,50075,-277.3219999999998,9350,23.231591939926147,zack-XPS-15-9560,2019-12-18_10-52-47,23.231591939926147,1576695167,False,3,10.142.78.137,0.681933573720602,346.602,2398.139,751c756febcd46d9a439e0a10f7704d1,60,71.65,50075,0.001,0.3692590654274604,181.09999999999934,0.9085617974038762,165932.371,50075,50075
921,833.8,0.3664383888244629,61,170,5.081,-641.7000000000005,50996,-283.52299999999974,9350,23.59803032875061,zack-XPS-15-9560,2019-12-18_10-52-48,23.59803032875061,1576695168,False,3,10.142.78.137,0.6796390359372091,346.657,2405.258,751c756febcd46d9a439e0a10f7704d1,61,71.72,50996,0.001,0.368273740999129,181.09999999999934,0.9063638472928898,164112.017,50996,50996
687,827.5,0.30949950218200684,62,173,5.052,-641.7000000000005,51683,-281.44999999999976,9350,23.907529830932617,zack-XPS-15-9560,2019-12-18_10-52-48,23.907529830932617,1576695168,False,3,10.142.78.137,0.6775260605137712,344.23,2403.918,751c756febcd46d9a439e0a10f7704d1,62,71.87,51683,0.001,0.3673546077801072,181.09999999999934,0.9042585462168293,163795.154,51683,51683
979,844.6,0.39588332176208496,63,175,5.105,-641.7000000000005,52662,-285.56999999999977,9350,24.303413152694702,zack-XPS-15-9560,2019-12-18_10-52-48,24.303413152694702,1576695168,False,2,10.142.78.137,0.6761627668452735,349.262,2418.24,751c756febcd46d9a439e0a10f7704d1,63,71.88,52662,0.001,0.3667633925148885,181.09999999999934,0.902937910056497,165451.22,52662,52662
820,834.4,0.3454856872558594,64,178,5.094,-641.7000000000005,53482,-287.5239999999997,9350,24.64889883995056,zack-XPS-15-9560,2019-12-18_10-52-49,24.64889883995056,1576695169,False,3,10.142.78.137,0.6742197014741288,347.434,2401.606,751c756febcd46d9a439e0a10f7704d1,64,71.87,53482,0.001,0.3658993253350259,181.09999999999934,0.9010294038228959,163788.933,53482,53482
729,834.5,0.3201422691345215,65,181,5.076,-641.7000000000005,54211,-281.5039999999997,9350,24.969041109085083,zack-XPS-15-9560,2019-12-18_10-52-49,24.969041109085083,1576695169,False,3,10.142.78.137,0.6724025992598958,347.22,2403.374,751c756febcd46d9a439e0a10f7704d1,65,71.78,54211,0.001,0.3651021436369847,182.9999999999992,0.8993042059457771,164404.092,54211,54211
814,837.0,0.3497745990753174,66,184,5.034,-641.7000000000005,55025,-279.4709999999997,9350,25.3188157081604,zack-XPS-15-9560,2019-12-18_10-52-49,25.3188157081604,1576695169,False,3,10.142.78.137,0.6706451220268776,348.105,2404.449,751c756febcd46d9a439e0a10f7704d1,66,71.84,55025,0.001,0.364346424911757,182.9999999999992,0.8976475127880842,166270.363,55025,55025
886,835.5,0.37024545669555664,67,187,4.973,-641.7000000000005,55911,-281.4179999999997,9350,25.689061164855957,zack-XPS-15-9560,2019-12-18_10-52-50,25.689061164855957,1576695170,False,3,10.142.78.137,0.6690220315370192,348.876,2394.835,751c756febcd46d9a439e0a10f7704d1,67,71.66,55911,0.001,0.36365073918974594,182.9999999999992,0.8960763510377767,167998.168,55911,55911
753,845.8,0.32953453063964844,68,190,5.003,-641.7000000000005,56664,-277.39399999999966,9350,26.018595695495605,zack-XPS-15-9560,2019-12-18_10-52-50,26.018595695495605,1576695170,False,3,10.142.78.137,0.6674795705765969,349.109,2422.738,751c756febcd46d9a439e0a10f7704d1,68,71.64,56664,0.001,0.36299490138659996,182.9999999999992,0.8945907485579433,169045.699,56664,56664
914,849.8,0.37548184394836426,69,192,5.074,-641.7000000000005,57578,-283.4799999999997,9350,26.39407753944397,zack-XPS-15-9560,2019-12-18_10-52-51,26.39407753944397,1576695171,False,2,10.142.78.137,0.6664885938846429,351.71,2416.194,751c756febcd46d9a439e0a10f7704d1,69,71.63,57578,0.001,0.3625847610861525,182.9999999999992,0.8936638619387076,167492.284,57578,57578
895,839.8,0.36094141006469727,70,195,5.027,-641.7000000000005,58473,-289.55999999999966,9350,26.755018949508667,zack-XPS-15-9560,2019-12-18_10-52-51,26.755018949508667,1576695171,False,3,10.142.78.137,0.6650765187681804,346.685,2422.373,751c756febcd46d9a439e0a10f7704d1,70,71.65,58473,0.001,0.36203459007177374,182.9999999999992,0.892448263719748,167072.675,58473,58473
