timesteps_this_iter,info/opt_peak_throughput,done,episode_reward_max,episode_len_mean,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_env_wait_ms,info/sample_time_ms,info/opt_samples,timesteps_total,hostname,info/num_steps_sampled,info/update_time_ms,timesteps_since_restore,timestamp,training_iteration,episodes_this_iter,time_this_iter_s,iterations_since_restore,episode_reward_min,date,time_total_s,time_since_restore,pid,episode_reward_mean,info/num_steps_trained,experiment_id,episodes_total,info/grad_time_ms,node_ip,info/sample_peak_throughput
847,111357.968,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,201.314,289.6,386102,zack-XPS-15-9560,386102,0.001,386102,1576698797,502,1,0.3275618553161621,502,-1079.3000000000072,2019-12-18_11-53-17,148.77851057052612,148.77851057052612,14336,-64.45700000001825,386102,a9b21437e7334a98a7a8412aedf56ff3,512,2.601,10.142.78.137,1438.55
981,118884.772,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,212.509,347.7,387083,zack-XPS-15-9560,387083,0.001,387083,1576698797,503,0,0.34358787536621094,503,-1079.3000000000072,2019-12-18_11-53-17,149.12209844589233,149.12209844589233,14336,-64.45700000001825,387083,a9b21437e7334a98a7a8412aedf56ff3,512,2.925,10.142.78.137,1636.162
800,125303.393,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,222.36,402.8,387883,zack-XPS-15-9560,387883,0.001,387883,1576698797,504,0,0.30441737174987793,504,-1079.3000000000072,2019-12-18_11-53-17,149.4265158176422,149.4265158176422,14336,-64.45700000001825,387883,a9b21437e7334a98a7a8412aedf56ff3,512,3.215,10.142.78.137,1811.477
800,129258.32,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,235.222,462.8,388683,zack-XPS-15-9560,388683,0.001,388683,1576698798,505,0,0.32330942153930664,505,-1079.3000000000072,2019-12-18_11-53-18,149.74982523918152,149.74982523918152,14336,-64.45700000001825,388683,a9b21437e7334a98a7a8412aedf56ff3,512,3.58,10.142.78.137,1967.506
789,136125.838,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,247.293,521.7,389472,zack-XPS-15-9560,389472,0.001,389472,1576698798,506,0,0.31250929832458496,506,-1079.3000000000072,2019-12-18_11-53-18,150.0623345375061,150.0623345375061,14336,-64.45700000001825,389472,a9b21437e7334a98a7a8412aedf56ff3,512,3.832,10.142.78.137,2109.643
600,141008.425,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,255.869,561.7,390072,zack-XPS-15-9560,390072,0.001,390072,1576698798,507,0,0.2821192741394043,507,-1079.3000000000072,2019-12-18_11-53-18,150.3444538116455,150.3444538116455,14336,-64.45700000001825,390072,a9b21437e7334a98a7a8412aedf56ff3,512,3.983,10.142.78.137,2195.263
594,143679.185,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,263.594,601.1,390666,zack-XPS-15-9560,390666,0.001,390666,1576698798,508,0,0.2695004940032959,508,-1079.3000000000072,2019-12-18_11-53-18,150.6139543056488,150.6139543056488,14336,-64.45700000001825,390666,a9b21437e7334a98a7a8412aedf56ff3,512,4.184,10.142.78.137,2280.404
400,145748.65,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,267.001,621.1,391066,zack-XPS-15-9560,391066,0.001,391066,1576698799,509,0,0.2221992015838623,509,-1079.3000000000072,2019-12-18_11-53-19,150.83615350723267,150.83615350723267,14336,-64.45700000001825,391066,a9b21437e7334a98a7a8412aedf56ff3,512,4.261,10.142.78.137,2326.207
400,146516.223,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,272.454,641.1,391466,zack-XPS-15-9560,391466,0.001,391466,1576698799,510,0,0.22105836868286133,510,-1079.3000000000072,2019-12-18_11-53-19,151.05721187591553,151.05721187591553,14336,-64.45700000001825,391466,a9b21437e7334a98a7a8412aedf56ff3,512,4.376,10.142.78.137,2353.054
400,147322.989,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,278.337,661.1,391866,zack-XPS-15-9560,391866,0.001,391866,1576698799,511,0,0.22876882553100586,511,-1079.3000000000072,2019-12-18_11-53-19,151.28598070144653,151.28598070144653,14336,-64.45700000001825,391866,a9b21437e7334a98a7a8412aedf56ff3,512,4.487,10.142.78.137,2375.178
400,143651.562,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,268.359,616.4,392266,zack-XPS-15-9560,392266,0.001,392266,1576698799,512,0,0.22583937644958496,512,-1079.3000000000072,2019-12-18_11-53-19,151.51182007789612,151.51182007789612,14336,-64.45700000001825,392266,a9b21437e7334a98a7a8412aedf56ff3,512,4.291,10.142.78.137,2296.923
400,141770.492,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,256.417,558.3,392666,zack-XPS-15-9560,392666,0.001,392666,1576698800,513,0,0.22060203552246094,513,-1079.3000000000072,2019-12-18_11-53-20,151.73242211341858,151.73242211341858,14336,-64.45700000001825,392666,a9b21437e7334a98a7a8412aedf56ff3,512,3.938,10.142.78.137,2177.317
400,138528.992,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,251.76,518.3,393066,zack-XPS-15-9560,393066,0.001,393066,1576698800,514,0,0.25590038299560547,514,-1079.3000000000072,2019-12-18_11-53-20,151.98832249641418,151.98832249641418,14336,-64.45700000001825,393066,a9b21437e7334a98a7a8412aedf56ff3,512,3.741,10.142.78.137,2058.707
400,137591.26,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,242.974,478.3,393466,zack-XPS-15-9560,393466,0.001,393466,1576698800,515,0,0.23268556594848633,515,-1079.3000000000072,2019-12-18_11-53-20,152.22100806236267,152.22100806236267,14336,-64.45700000001825,393466,a9b21437e7334a98a7a8412aedf56ff3,512,3.476,10.142.78.137,1968.52
400,132689.474,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,235.048,439.4,393866,zack-XPS-15-9560,393866,0.001,393866,1576698800,516,0,0.23168134689331055,516,-1079.3000000000072,2019-12-18_11-53-20,152.45268940925598,152.45268940925598,14336,-64.45700000001825,393866,a9b21437e7334a98a7a8412aedf56ff3,512,3.311,10.142.78.137,1869.402
400,128907.029,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,229.689,419.4,394266,zack-XPS-15-9560,394266,0.001,394266,1576698800,517,0,0.227949857711792,517,-1079.3000000000072,2019-12-18_11-53-20,152.68063926696777,152.68063926696777,14336,-64.45700000001825,394266,a9b21437e7334a98a7a8412aedf56ff3,512,3.254,10.142.78.137,1825.95
400,127823.486,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,227.048,400.0,394666,zack-XPS-15-9560,394666,0.001,394666,1576698801,518,0,0.24178624153137207,518,-1079.3000000000072,2019-12-18_11-53-21,152.92242550849915,152.92242550849915,14336,-64.45700000001825,394666,a9b21437e7334a98a7a8412aedf56ff3,512,3.129,10.142.78.137,1761.742
400,128011.72,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,227.386,400.0,395066,zack-XPS-15-9560,395066,0.001,395066,1576698801,519,0,0.22553634643554688,519,-1079.3000000000072,2019-12-18_11-53-21,153.1479618549347,153.1479618549347,14336,-64.45700000001825,395066,a9b21437e7334a98a7a8412aedf56ff3,512,3.125,10.142.78.137,1759.127
400,123786.032,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,243.275,400.0,395466,zack-XPS-15-9560,395466,0.002,395466,1576698801,520,0,0.3811037540435791,520,-1079.3000000000072,2019-12-18_11-53-21,153.52906560897827,153.52906560897827,14336,-64.45700000001825,395466,a9b21437e7334a98a7a8412aedf56ff3,512,3.231,10.142.78.137,1644.229
387,122404.735,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,245.163,398.7,395853,zack-XPS-15-9560,395853,0.002,395853,1576698802,521,0,0.24796748161315918,521,-1079.3000000000072,2019-12-18_11-53-22,153.77703309059143,153.77703309059143,14336,-64.45700000001825,395853,a9b21437e7334a98a7a8412aedf56ff3,512,3.257,10.142.78.137,1626.263
200,119040.629,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,241.781,378.7,396053,zack-XPS-15-9560,396053,0.002,396053,1576698802,522,0,0.19126653671264648,522,-1079.3000000000072,2019-12-18_11-53-22,153.96829962730408,153.96829962730408,14336,-64.45700000001825,396053,a9b21437e7334a98a7a8412aedf56ff3,512,3.181,10.142.78.137,1566.293
200,115043.804,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,238.92,358.7,396253,zack-XPS-15-9560,396253,0.002,396253,1576698802,523,0,0.19141149520874023,523,-1079.3000000000072,2019-12-18_11-53-22,154.15971112251282,154.15971112251282,14336,-64.45700000001825,396253,a9b21437e7334a98a7a8412aedf56ff3,512,3.118,10.142.78.137,1501.34
200,113748.049,False,864.1999999999821,692.27,0.37686249263962635,0.6006385494892167,0.7319065673215528,232.801,338.7,396453,zack-XPS-15-9560,396453,0.002,396453,1576698802,524,0,0.1933574676513672,524,-1079.3000000000072,2019-12-18_11-53-22,154.35306859016418,154.35306859016418,14336,-64.45700000001825,396453,a9b21437e7334a98a7a8412aedf56ff3,512,2.978,10.142.78.137,1454.891
493,115356.537,False,864.1999999999821,738.12,0.3750539580612622,0.6002796710969054,0.7285829345501402,234.82,348.0,396946,zack-XPS-15-9560,396946,0.002,396946,1576698802,525,1,0.253312349319458,525,-1526.0999999999062,2019-12-18_11-53-22,154.60638093948364,154.60638093948364,14336,-75.1530000000173,396946,a9b21437e7334a98a7a8412aedf56ff3,513,3.017,10.142.78.137,1481.985
600,118717.369,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,240.877,368.0,397546,zack-XPS-15-9560,397546,0.002,397546,1576698803,526,0,0.29310059547424316,526,-1526.0999999999062,2019-12-18_11-53-23,154.89948153495789,154.89948153495789,14336,-75.15300000001731,397546,a9b21437e7334a98a7a8412aedf56ff3,513,3.1,10.142.78.137,1527.75
600,121659.461,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,245.237,388.0,398146,zack-XPS-15-9560,398146,0.002,398146,1576698803,527,0,0.2724306583404541,527,-1526.0999999999062,2019-12-18_11-53-23,155.17191219329834,155.17191219329834,14336,-75.15300000001731,398146,a9b21437e7334a98a7a8412aedf56ff3,513,3.189,10.142.78.137,1582.14
600,123216.212,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,246.37,408.0,398746,zack-XPS-15-9560,398746,0.002,398746,1576698803,528,0,0.25429248809814453,528,-1526.0999999999062,2019-12-18_11-53-23,155.42620468139648,155.42620468139648,14336,-75.15300000001731,398746,a9b21437e7334a98a7a8412aedf56ff3,513,3.311,10.142.78.137,1656.045
600,125741.571,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,249.489,428.0,399346,zack-XPS-15-9560,399346,0.002,399346,1576698803,529,0,0.25764012336730957,529,-1526.0999999999062,2019-12-18_11-53-23,155.6838448047638,155.6838448047638,14336,-75.15300000001731,399346,a9b21437e7334a98a7a8412aedf56ff3,513,3.404,10.142.78.137,1715.51
600,130100.061,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,237.794,448.0,399946,zack-XPS-15-9560,399946,0.001,399946,1576698804,530,0,0.2645289897918701,530,-1526.0999999999062,2019-12-18_11-53-24,155.94837379455566,155.94837379455566,14336,-75.15300000001731,399946,a9b21437e7334a98a7a8412aedf56ff3,513,3.444,10.142.78.137,1883.98
600,132489.743,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,239.377,469.3,400546,zack-XPS-15-9560,400546,0.001,400546,1576698804,531,0,0.26465272903442383,531,-1526.0999999999062,2019-12-18_11-53-24,156.2130265235901,156.2130265235901,14336,-75.15300000001731,400546,a9b21437e7334a98a7a8412aedf56ff3,513,3.542,10.142.78.137,1960.505
500,136813.373,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,242.959,499.3,401046,zack-XPS-15-9560,401046,0.001,401046,1576698804,532,0,0.22809267044067383,532,-1526.0999999999062,2019-12-18_11-53-24,156.44111919403076,156.44111919403076,14336,-75.15300000001731,401046,a9b21437e7334a98a7a8412aedf56ff3,513,3.649,10.142.78.137,2055.081
400,138147.469,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,244.511,519.3,401446,zack-XPS-15-9560,401446,0.001,401446,1576698804,533,0,0.20801186561584473,533,-1526.0999999999062,2019-12-18_11-53-24,156.6491310596466,156.6491310596466,14336,-75.15300000001731,401446,a9b21437e7334a98a7a8412aedf56ff3,513,3.759,10.142.78.137,2123.832
400,139503.173,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,249.287,539.3,401846,zack-XPS-15-9560,401846,0.001,401846,1576698805,534,0,0.24211812019348145,534,-1526.0999999999062,2019-12-18_11-53-25,156.8912491798401,156.8912491798401,14336,-75.15300000001731,401846,a9b21437e7334a98a7a8412aedf56ff3,513,3.866,10.142.78.137,2163.367
400,138477.613,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,247.748,530.0,402246,zack-XPS-15-9560,402246,0.001,402246,1576698805,535,0,0.23745155334472656,535,-1526.0999999999062,2019-12-18_11-53-25,157.12870073318481,157.12870073318481,14336,-75.15300000001731,402246,a9b21437e7334a98a7a8412aedf56ff3,513,3.827,10.142.78.137,2139.271
400,137581.847,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,239.415,510.0,402646,zack-XPS-15-9560,402646,0.001,402646,1576698805,536,0,0.20847129821777344,536,-1526.0999999999062,2019-12-18_11-53-25,157.3371720314026,157.3371720314026,14336,-75.15300000001731,402646,a9b21437e7334a98a7a8412aedf56ff3,513,3.707,10.142.78.137,2130.196
244,135182.47,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,230.567,474.4,402890,zack-XPS-15-9560,402890,0.001,402890,1576698805,537,0,0.1820056438446045,537,-1526.0999999999062,2019-12-18_11-53-25,157.5191776752472,157.5191776752472,14336,-75.15300000001731,402890,a9b21437e7334a98a7a8412aedf56ff3,513,3.509,10.142.78.137,2057.538
200,130061.508,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,222.517,434.4,403090,zack-XPS-15-9560,403090,0.001,403090,1576698806,538,0,0.1721949577331543,538,-1526.0999999999062,2019-12-18_11-53-26,157.69137263298035,157.69137263298035,14336,-75.15300000001731,403090,a9b21437e7334a98a7a8412aedf56ff3,513,3.34,10.142.78.137,1952.208
200,125234.384,False,864.1999999999821,738.12,0.37505395806126224,0.6002796710969054,0.7285829345501402,214.612,394.4,403290,zack-XPS-15-9560,403290,0.001,403290,1576698806,539,0,0.17667055130004883,539,-1526.0999999999062,2019-12-18_11-53-26,157.8680431842804,157.8680431842804,14336,-75.15300000001731,403290,a9b21437e7334a98a7a8412aedf56ff3,513,3.149,10.142.78.137,1837.739
290,122705.433,False,864.1999999999821,767.85,0.3732223356027498,0.5999182517157241,0.7252187680319527,207.162,363.4,403580,zack-XPS-15-9560,403580,0.001,403580,1576698806,540,1,0.18807268142700195,540,-1526.0999999999062,2019-12-18_11-53-26,158.0561158657074,158.0561158657074,14336,-65.6250000000185,403580,a9b21437e7334a98a7a8412aedf56ff3,514,2.962,10.142.78.137,1754.182
394,119735.465,False,864.1999999999821,767.85,0.37322233560274976,0.5999182517157241,0.7252187680319527,202.035,342.8,403974,zack-XPS-15-9560,403974,0.001,403974,1576698806,541,0,0.21242332458496094,541,-1526.0999999999062,2019-12-18_11-53-26,158.26853919029236,158.26853919029236,14336,-65.6250000000185,403974,a9b21437e7334a98a7a8412aedf56ff3,514,2.863,10.142.78.137,1696.732
599,121311.331,False,864.1999999999821,769.14,0.371388952580283,0.5995581974487783,0.7218516364756692,212.574,352.7,404573,zack-XPS-15-9560,404573,0.001,404573,1576698806,542,1,0.3339834213256836,542,-1526.0999999999062,2019-12-18_11-53-26,158.60252261161804,158.60252261161804,14336,-65.69600000001847,404573,a9b21437e7334a98a7a8412aedf56ff3,515,2.907,10.142.78.137,1659.184
400,122539.286,False,864.1999999999821,769.14,0.371388952580283,0.5995581974487783,0.7218516364756691,212.759,352.7,404973,zack-XPS-15-9560,404973,0.001,404973,1576698807,543,0,0.20953035354614258,543,-1526.0999999999062,2019-12-18_11-53-27,158.81205296516418,158.81205296516418,14336,-65.69600000001847,404973,a9b21437e7334a98a7a8412aedf56ff3,515,2.878,10.142.78.137,1657.746
706,127183.577,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,217.524,383.3,405679,zack-XPS-15-9560,405679,0.001,405679,1576698807,544,1,0.291107177734375,544,-1526.0999999999062,2019-12-18_11-53-27,159.10316014289856,159.10316014289856,14336,-62.474000000018684,405679,a9b21437e7334a98a7a8412aedf56ff3,516,3.014,10.142.78.137,1762.104
524,128390.108,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,217.618,395.7,406203,zack-XPS-15-9560,406203,0.001,406203,1576698807,545,0,0.23909902572631836,545,-1526.0999999999062,2019-12-18_11-53-27,159.34225916862488,159.34225916862488,14336,-62.4740000000187,406203,a9b21437e7334a98a7a8412aedf56ff3,516,3.082,10.142.78.137,1818.323
400,128037.5,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,218.0,395.7,406603,zack-XPS-15-9560,406603,0.001,406603,1576698807,546,0,0.21238994598388672,546,-1526.0999999999062,2019-12-18_11-53-27,159.55464911460876,159.55464911460876,14336,-62.4740000000187,406603,a9b21437e7334a98a7a8412aedf56ff3,516,3.091,10.142.78.137,1815.135
400,129820.313,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,221.854,411.3,407003,zack-XPS-15-9560,407003,0.001,407003,1576698808,547,0,0.22130489349365234,547,-1526.0999999999062,2019-12-18_11-53-28,159.77595400810242,159.77595400810242,14336,-62.4740000000187,407003,a9b21437e7334a98a7a8412aedf56ff3,516,3.168,10.142.78.137,1853.922
400,133971.467,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,225.999,431.3,407403,zack-XPS-15-9560,407403,0.001,407403,1576698808,548,0,0.2140965461730957,548,-1526.0999999999062,2019-12-18_11-53-28,159.9900505542755,159.9900505542755,14336,-62.4740000000187,407403,a9b21437e7334a98a7a8412aedf56ff3,516,3.219,10.142.78.137,1908.416
400,134654.303,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,229.494,451.3,407803,zack-XPS-15-9560,407803,0.001,407803,1576698808,549,0,0.21294736862182617,549,-1526.0999999999062,2019-12-18_11-53-28,160.20299792289734,160.20299792289734,14336,-62.4740000000187,407803,a9b21437e7334a98a7a8412aedf56ff3,516,3.352,10.142.78.137,1966.5
400,135839.457,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,232.111,462.3,408203,zack-XPS-15-9560,408203,0.001,408203,1576698808,550,0,0.21469736099243164,550,-1526.0999999999062,2019-12-18_11-53-28,160.41769528388977,160.41769528388977,14336,-62.4740000000187,408203,a9b21437e7334a98a7a8412aedf56ff3,516,3.403,10.142.78.137,1991.721
366,136522.114,False,864.1999999999821,772.92,0.3695533181529673,0.5991972775457653,0.7184800707696253,232.138,459.5,408569,zack-XPS-15-9560,408569,0.001,408569,1576698808,551,0,0.2123575210571289,551,-1526.0999999999062,2019-12-18_11-53-28,160.6300528049469,160.6300528049469,14336,-62.4740000000187,408569,a9b21437e7334a98a7a8412aedf56ff3,516,3.366,10.142.78.137,1979.423
433,134202.456,False,864.1999999999821,788.26,0.3677119408405133,0.598837164331133,0.715094844401079,222.69,442.9,409002,zack-XPS-15-9560,409002,0.001,409002,1576698809,552,1,0.23885631561279297,552,-1526.0999999999062,2019-12-18_11-53-29,160.8689091205597,160.8689091205597,14336,-51.48300000001946,409002,a9b21437e7334a98a7a8412aedf56ff3,517,3.3,10.142.78.137,1988.865
868,138858.324,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,234.417,489.7,409870,zack-XPS-15-9560,409870,0.001,409870,1576698809,553,0,0.32906389236450195,553,-1526.0999999999062,2019-12-18_11-53-29,161.1979730129242,161.1979730129242,14336,-51.48300000001946,409870,a9b21437e7334a98a7a8412aedf56ff3,517,3.527,10.142.78.137,2089.009
800,139933.497,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,234.334,499.1,410670,zack-XPS-15-9560,410670,0.001,410670,1576698809,554,0,0.2906949520111084,554,-1526.0999999999062,2019-12-18_11-53-29,161.4886679649353,161.4886679649353,14336,-51.48300000001946,410670,a9b21437e7334a98a7a8412aedf56ff3,517,3.567,10.142.78.137,2129.866
633,140865.242,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,237.126,510.0,411303,zack-XPS-15-9560,411303,0.001,411303,1576698810,555,0,0.26758241653442383,555,-1526.0999999999062,2019-12-18_11-53-30,161.75625038146973,161.75625038146973,14336,-51.48300000001946,411303,a9b21437e7334a98a7a8412aedf56ff3,517,3.62,10.142.78.137,2150.759
600,142475.044,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,241.938,530.0,411903,zack-XPS-15-9560,411903,0.001,411903,1576698810,556,0,0.2615182399749756,556,-1526.0999999999062,2019-12-18_11-53-30,162.0177686214447,162.0177686214447,14336,-51.48300000001946,411903,a9b21437e7334a98a7a8412aedf56ff3,517,3.72,10.142.78.137,2190.64
600,143206.292,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,245.368,550.0,412503,zack-XPS-15-9560,412503,0.001,412503,1576698810,557,0,0.2567861080169678,557,-1526.0999999999062,2019-12-18_11-53-30,162.27455472946167,162.27455472946167,14336,-51.48300000001946,412503,a9b21437e7334a98a7a8412aedf56ff3,517,3.841,10.142.78.137,2241.535
600,144499.174,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,248.674,570.0,413103,zack-XPS-15-9560,413103,0.001,413103,1576698810,558,0,0.24818897247314453,558,-1526.0999999999062,2019-12-18_11-53-30,162.52274370193481,162.52274370193481,14336,-51.48300000001946,413103,a9b21437e7334a98a7a8412aedf56ff3,517,3.945,10.142.78.137,2292.162
600,146655.724,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,253.302,590.0,413703,zack-XPS-15-9560,413703,0.001,413703,1576698811,559,0,0.26001715660095215,559,-1526.0999999999062,2019-12-18_11-53-31,162.78276085853577,162.78276085853577,14336,-51.48300000001946,413703,a9b21437e7334a98a7a8412aedf56ff3,517,4.023,10.142.78.137,2329.24
495,147740.561,False,864.1999999999821,788.26,0.3677119408405133,0.5988371643311331,0.7150948444010788,254.709,599.5,414198,zack-XPS-15-9560,414198,0.001,414198,1576698811,560,0,0.22918128967285156,560,-1526.0999999999062,2019-12-18_11-53-31,163.01194214820862,163.01194214820862,14336,-51.48300000001946,414198,a9b21437e7334a98a7a8412aedf56ff3,517,4.058,10.142.78.137,2353.667
406,149020.515,False,864.1999999999821,805.26,0.3658664908330033,0.5984762516514021,0.7117072357018064,255.194,603.5,414604,zack-XPS-15-9560,414604,0.001,414604,1576698811,561,1,0.2171018123626709,561,-1526.0999999999062,2019-12-18_11-53-31,163.2290439605713,163.2290439605713,14336,-38.54900000001959,414604,a9b21437e7334a98a7a8412aedf56ff3,518,4.05,10.142.78.137,2364.863
200,147479.83,False,864.1999999999821,805.26,0.3658664908330034,0.5984762516514022,0.7117072357018066,248.147,580.2,414804,zack-XPS-15-9560,414804,0.001,414804,1576698811,562,0,0.16715478897094727,562,-1526.0999999999062,2019-12-18_11-53-31,163.39619874954224,163.39619874954224,14336,-38.54900000001959,414804,a9b21437e7334a98a7a8412aedf56ff3,518,3.934,10.142.78.137,2338.131
891,146455.307,False,864.1999999999821,807.05,0.3640186169155096,0.5981139591718396,0.7083151410308878,247.119,582.5,415695,zack-XPS-15-9560,415695,0.001,415695,1576698812,563,1,0.3192455768585205,563,-1526.0999999999062,2019-12-18_11-53-32,163.71544432640076,163.71544432640076,14336,-28.609000000019638,415695,a9b21437e7334a98a7a8412aedf56ff3,519,3.977,10.142.78.137,2357.165
400,143435.007,False,864.1999999999821,807.05,0.3640186169155096,0.5981139591718396,0.7083151410308878,240.101,542.5,416095,zack-XPS-15-9560,416095,0.001,416095,1576698812,564,0,0.21852803230285645,564,-1526.0999999999062,2019-12-18_11-53-32,163.9339723587036,163.9339723587036,14336,-28.60900000001964,416095,a9b21437e7334a98a7a8412aedf56ff3,519,3.782,10.142.78.137,2259.463
691,143329.545,False,864.1999999999821,810.86,0.3603293620406827,0.5973884567612511,0.7015415111616101,241.821,548.3,416786,zack-XPS-15-9560,416786,0.001,416786,1576698812,565,2,0.2852005958557129,565,-1526.0999999999062,2019-12-18_11-53-32,164.21917295455933,164.21917295455933,14336,-15.486000000019764,416786,a9b21437e7334a98a7a8412aedf56ff3,521,3.825,10.142.78.137,2267.382
402,141379.531,False,864.1999999999821,810.69,0.3584913068167524,0.5970233157036346,0.6981675155396343,237.306,528.5,417188,zack-XPS-15-9560,417188,0.001,417188,1576698812,566,1,0.21553611755371094,566,-1526.0999999999062,2019-12-18_11-53-32,164.43470907211304,164.43470907211304,14336,-15.300000000019711,417188,a9b21437e7334a98a7a8412aedf56ff3,522,3.738,10.142.78.137,2227.078
1055,132360.439,False,864.1999999999821,811.53,0.35665454651272943,0.596658249792101,0.6947964911911054,245.515,574.0,418243,zack-XPS-15-9560,418243,0.001,418243,1576698813,567,1,0.34490346908569336,567,-1526.0999999999062,2019-12-18_11-53-33,164.77961254119873,164.77961254119873,14336,-3.219000000019762,418243,a9b21437e7334a98a7a8412aedf56ff3,523,4.337,10.142.78.137,2337.943
768,134010.86,False,864.1999999999821,811.53,0.35665454651272954,0.5966582497921009,0.6947964911911053,248.854,590.8,419011,zack-XPS-15-9560,419011,0.001,419011,1576698813,568,0,0.2823460102081299,568,-1526.0999999999062,2019-12-18_11-53-33,165.06195855140686,165.06195855140686,14336,-3.219000000019756,419011,a9b21437e7334a98a7a8412aedf56ff3,523,4.409,10.142.78.137,2374.085
600,133366.063,False,864.1999999999821,811.53,0.35665454651272954,0.5966582497921009,0.6947964911911053,248.471,590.8,419611,zack-XPS-15-9560,419611,0.001,419611,1576698813,569,0,0.25636768341064453,569,-1526.0999999999062,2019-12-18_11-53-33,165.3183262348175,165.3183262348175,14336,-3.219000000019756,419611,a9b21437e7334a98a7a8412aedf56ff3,523,4.43,10.142.78.137,2377.738
348,131613.154,False,864.1999999999821,811.53,0.35665454651272954,0.5966582497921009,0.6947964911911053,245.01,576.1,419959,zack-XPS-15-9560,419959,0.001,419959,1576698813,570,0,0.19407176971435547,570,-1526.0999999999062,2019-12-18_11-53-33,165.51239800453186,165.51239800453186,14336,-3.219000000019756,419959,a9b21437e7334a98a7a8412aedf56ff3,523,4.377,10.142.78.137,2351.328
