episode_reward_max,training_iteration,episode_reward_min,info/grad_time_ms,episode_len_mean,time_since_restore,hostname,sampler_perf/mean_inference_ms,experiment_id,node_ip,info/sample_peak_throughput,date,timesteps_since_restore,time_this_iter_s,info/opt_peak_throughput,info/update_time_ms,episodes_this_iter,timesteps_this_iter,info/num_steps_sampled,timesteps_total,sampler_perf/mean_processing_ms,info/opt_samples,sampler_perf/mean_env_wait_ms,done,timestamp,episode_reward_mean,pid,info/sample_time_ms,iterations_since_restore,episodes_total,time_total_s,info/num_steps_trained
162.1999999999964,35,-1064.800000000002,8.774,73.88297872340425,16.259299755096436,zack-XPS-15-9560,0.6673043808233775,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2843.839,2019-12-18_12-19-37,47980,0.4964323043823242,155113.697,0.002,2,1344,47980,47980,0.5246886945644996,1361.0,1.0033742785189372,False,1576700377,-500.6223404255335,15694,478.578,35,94,16.259299755096436,47980
162.1999999999964,36,-1064.800000000002,9.107,73.84536082474227,16.781890869140625,zack-XPS-15-9560,0.6678140993385775,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2830.739,2019-12-18_12-19-37,49404,0.5225911140441895,151099.791,0.002,3,1424,49404,49404,0.5253989258625884,1376.0,1.004504683314162,False,1576700377,-503.2216494845375,15694,486.092,36,97,16.781890869140625,49404
162.1999999999964,37,-1064.800000000002,9.068,73.77,17.317906379699707,zack-XPS-15-9560,0.6683802476989432,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2798.706,2019-12-18_12-19-38,50735,0.536015510559082,152231.231,0.002,3,1331,50735,50735,0.5261677726035305,1380.5,1.0056685665840706,False,1576700378,-501.5200000000014,15694,493.264,37,100,17.317906379699707,50735
162.1999999999964,38,-1064.800000000002,9.026,73.88,17.822304248809814,zack-XPS-15-9560,0.6654811231137091,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2779.921,2019-12-18_12-19-38,52138,0.5043978691101074,152763.675,0.002,2,1403,52138,52138,0.5252096838259842,1378.9,1.0025837889092317,False,1576700378,-503.55200000000127,15694,496.021,38,102,17.822304248809814,52138
162.1999999999964,39,-1064.800000000002,9.179,73.82,18.3431715965271,zack-XPS-15-9560,0.6640673512177261,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2760.197,2019-12-18_12-19-39,53423,0.5208673477172852,150249.091,0.002,3,1285,53423,53423,0.5256782501722403,1379.1,1.0024082467944135,False,1576700379,-501.5020000000014,15694,499.638,39,105,18.3431715965271,53423
162.1999999999964,40,-1064.800000000002,9.214,73.94,18.855035305023193,zack-XPS-15-9560,0.6641087940511267,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2738.004,2019-12-18_12-19-39,54681,0.5118637084960938,149388.816,0.002,3,1258,54681,54681,0.5268930965192391,1376.5,1.0040581474067019,False,1576700379,-511.5540000000012,15694,502.739,40,108,18.855035305023193,54681
164.29999999999677,41,-1064.800000000002,8.977,73.94,19.331884145736694,zack-XPS-15-9560,0.6644414297288758,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2670.063,2019-12-18_12-19-40,55769,0.476848840713501,149299.247,0.002,2,1088,55769,55769,0.5276020829210073,1340.2,1.0050401724745395,False,1576700380,-497.37300000000135,15694,501.936,41,110,19.331884145736694,55769
164.29999999999677,42,-1064.800000000002,9.009,74.14,19.811605215072632,zack-XPS-15-9560,0.6654592179091179,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2637.446,2019-12-18_12-19-40,57120,0.4797210693359375,146646.456,0.002,3,1351,57120,57120,0.5288531027758249,1321.1,1.0070359638633597,False,1576700380,-495.4400000000013,15694,500.901,42,113,19.811605215072632,57120
166.59999999999786,43,-1064.800000000002,8.923,73.95,20.298872470855713,zack-XPS-15-9560,0.66674865788833,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2604.257,2019-12-18_12-19-41,58351,0.48726725578308105,144974.34,0.002,3,1231,58351,58351,0.5302165299471576,1293.6,1.009436152712321,False,1576700381,-487.0590000000014,15694,496.725,43,116,20.298872470855713,58351
166.59999999999786,44,-1064.800000000002,8.757,73.83,20.70897102355957,zack-XPS-15-9560,0.6681849302514661,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2631.032,2019-12-18_12-19-41,59399,0.4100985527038574,145740.388,0.002,3,1048,59399,59399,0.5316427123286552,1276.3,1.0115952918775057,False,1576700381,-480.6000000000014,15694,485.095,44,119,20.70897102355957,59399
166.59999999999786,45,-1059.1999999999975,8.692,73.88,21.18560004234314,zack-XPS-15-9560,0.6692299454110049,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2621.182,2019-12-18_12-19-42,60645,0.47662901878356934,145707.86,0.002,2,1246,60645,60645,0.5325370588042935,1266.5,1.0129201400114174,False,1576700382,-478.4850000000013,15694,483.179,45,121,21.18560004234314,60645
166.59999999999786,46,-1059.1999999999975,8.475,73.87,21.694272756576538,zack-XPS-15-9560,0.6708447314999872,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2633.586,2019-12-18_12-19-42,62098,0.5086727142333984,149788.143,0.002,3,1453,62098,62098,0.5339300220064694,1269.4,1.01508885471941,False,1576700382,-472.49500000000154,15694,482.004,46,124,21.694272756576538,62098
166.59999999999786,47,-1059.1999999999975,8.542,73.84,22.187683582305908,zack-XPS-15-9560,0.672590403185718,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2652.854,2019-12-18_12-19-43,63407,0.4934108257293701,148351.588,0.002,3,1309,63407,63407,0.5354352921562722,1267.2,1.0175096263284127,False,1576700383,-468.45600000000144,15694,477.674,47,127,22.187683582305908,63407
166.59999999999786,48,-1059.1999999999975,8.307,73.79,22.7028865814209,zack-XPS-15-9560,0.674456922284726,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2585.422,2019-12-18_12-19-43,64522,0.5152029991149902,149077.735,0.002,3,1115,64522,64522,0.5369497283605983,1238.4,1.0198638000626323,False,1576700383,-458.20500000000146,15694,478.993,48,130,22.7028865814209,64522
166.59999999999786,49,-1059.1999999999975,8.308,73.76,23.220181941986084,zack-XPS-15-9560,0.6757234505715356,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2619.079,2019-12-18_12-19-44,65959,0.5172953605651855,150886.714,0.002,2,1437,65959,65959,0.5379640132528649,1253.6,1.0214731018741865,False,1576700384,-466.2560000000014,15694,478.642,49,132,23.220181941986084,65959
166.59999999999786,50,-1059.1999999999975,8.246,73.79,23.744960069656372,zack-XPS-15-9560,0.6777497960184691,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2632.633,2019-12-18_12-19-44,67318,0.5247781276702881,153259.059,0.002,3,1359,67318,67318,0.5396570975534332,1263.7,1.0242212670348585,False,1576700384,-470.4050000000014,15694,480.014,50,135,23.744960069656372,67318
166.59999999999786,51,-1059.1999999999975,8.489,73.67,24.22361969947815,zack-XPS-15-9560,0.6797349105905803,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2688.658,2019-12-18_12-19-45,68673,0.47865962982177734,152009.535,0.002,3,1355,68673,68673,0.5413528975834998,1290.4,1.026980285304266,False,1576700385,-466.30100000000135,15694,479.942,51,138,24.22361969947815,68673
166.59999999999786,52,-1059.1999999999975,8.461,73.66,24.81460928916931,zack-XPS-15-9560,0.6817069550636929,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2638.566,2019-12-18_12-19-45,70078,0.5909895896911621,153142.436,0.002,3,1405,70078,70078,0.542973233425182,1295.8,1.029830738016872,False,1576700385,-472.42900000000145,15694,491.1,52,141,24.81460928916931,70078
166.59999999999786,53,-1059.1999999999975,8.558,73.79,25.270918130874634,zack-XPS-15-9560,0.682963978891022,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2663.23,2019-12-18_12-19-46,71345,0.45630884170532227,151827.154,0.002,2,1267,71345,71345,0.5438970830467941,1299.4,1.0316226554982457,False,1576700386,-470.62300000000147,15694,487.904,53,143,25.270918130874634,71345
166.59999999999786,54,-1059.1999999999975,8.959,73.65,25.787363529205322,zack-XPS-15-9560,0.6845541118820012,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2658.433,2019-12-18_12-19-46,72640,0.5164453983306885,147794.606,0.002,3,1295,72640,72640,0.5450776355283294,1324.1,1.0335870342028088,False,1576700386,-466.1700000000013,15694,498.075,54,146,25.787363529205322,72640
166.59999999999786,55,-1063.8000000000006,9.002,73.65,26.324495315551758,zack-XPS-15-9560,0.6860323689580471,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2654.471,2019-12-18_12-19-47,74026,0.5371317863464355,148651.929,0.002,3,1386,74026,74026,0.5462421384135235,1338.1,1.0355314115775789,False,1576700387,-474.26200000000114,15694,504.093,55,149,26.324495315551758,74026
166.59999999999786,56,-1063.8000000000006,9.015,73.63,26.880670070648193,zack-XPS-15-9560,0.6875070938310311,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2641.734,2019-12-18_12-19-47,75540,0.5561747550964355,149104.483,0.002,3,1514,75540,75540,0.5473616878546865,1344.2,1.0375089305982086,False,1576700387,-484.483000000001,15694,508.833,56,152,26.880670070648193,75540
166.59999999999786,57,-1063.8000000000006,9.145,73.56,27.433135986328125,zack-XPS-15-9560,0.6885312669141905,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2615.411,2019-12-18_12-19-48,76866,0.5524659156799316,147180.648,0.002,2,1326,76866,76866,0.5480998649900037,1345.9,1.038830059896644,False,1576700388,-484.37800000000095,15694,514.604,57,154,27.433135986328125,76866
166.59999999999786,58,-1063.8000000000006,9.655,73.6,28.01998281478882,zack-XPS-15-9560,0.6900420053827413,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2616.048,2019-12-18_12-19-48,78158,0.5868468284606934,141227.309,0.002,3,1292,78158,78158,0.5492043442415744,1363.6,1.040769142258661,False,1576700388,-482.307000000001,15694,521.244,58,157,28.01998281478882,78158
166.59999999999786,59,-1063.8000000000006,9.462,73.66,28.60523271560669,zack-XPS-15-9560,0.6916302739943844,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2549.251,2019-12-18_12-19-49,79425,0.5852499008178711,142319.161,0.002,3,1267,79425,79425,0.5503030124520265,1346.6,1.042672017230029,False,1576700389,-476.1250000000011,15694,528.234,59,160,28.60523271560669,79425
166.59999999999786,60,-1063.8000000000006,9.818,73.68,29.197322607040405,zack-XPS-15-9560,0.6927341469826619,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2547.2,2019-12-18_12-19-50,80934,0.5920898914337158,138682.961,0.002,2,1509,80934,80934,0.5510593406808645,1361.6,1.0440075473502393,False,1576700390,-480.2160000000011,15694,534.548,60,162,29.197322607040405,80934
166.59999999999786,61,-1063.8000000000006,9.648,73.71,29.681556940078735,zack-XPS-15-9560,0.6944323216901347,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2501.564,2019-12-18_12-19-50,82063,0.4842343330383301,138779.222,0.002,3,1129,82063,82063,0.5522073789255068,1339.0,1.0460539642133106,False,1576700390,-466.0200000000011,15694,535.265,61,165,29.681556940078735,82063
166.59999999999786,62,-1063.8000000000006,9.71,73.6,30.211313486099243,zack-XPS-15-9560,0.6961736558142567,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2511.789,2019-12-18_12-19-51,83367,0.5297565460205078,136859.553,0.002,3,1304,83367,83367,0.5533592500425161,1328.9,1.0481026888605014,False,1576700391,-457.7230000000011,15694,529.065,62,168,30.211313486099243,83367
166.59999999999786,63,-1063.8000000000006,9.757,73.49,30.724974155426025,zack-XPS-15-9560,0.6979264643780351,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2490.698,2019-12-18_12-19-51,84664,0.5136606693267822,136511.54,0.002,3,1297,84664,84664,0.5545210891533494,1331.9,1.0502053313302229,False,1576700391,-465.7620000000011,15694,534.75,63,171,30.724974155426025,84664
166.59999999999786,64,-1063.8000000000006,9.464,73.44,31.21474027633667,zack-XPS-15-9560,0.699107879744555,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2470.194,2019-12-18_12-19-52,85792,0.48976612091064453,138961.698,0.002,2,1128,85792,85792,0.5552679148635354,1315.2,1.0515993329196345,False,1576700392,-463.62800000000107,15694,532.428,64,173,31.21474027633667,85792
166.59999999999786,65,-1063.8000000000006,9.445,73.43,31.735000610351562,zack-XPS-15-9560,0.7008500426765027,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2476.458,2019-12-18_12-19-52,87169,0.5202603340148926,139148.078,0.002,3,1377,87169,87169,0.5563689277864313,1314.3,1.0536498455708678,False,1576700392,-453.3730000000011,15694,530.718,65,176,31.735000610351562,87169
166.59999999999786,66,-1063.8000000000006,9.696,73.44,32.43371868133545,zack-XPS-15-9560,0.7026370076145718,f4b7d30cb8ed4b94a4fe6ba854259c2c,10.142.78.137,2408.068,2019-12-18_12-19-53,88656,0.6987180709838867,135267.859,0.002,3,1487,88656,88656,0.5575623692198745,1311.6,1.0558910933232986,False,1576700393,-455.67500000000115,15694,544.669,66,179,32.43371868133545,88656
