episodes_total,experiment_id,info/sample_peak_throughput,episode_reward_mean,timesteps_this_iter,timesteps_total,time_since_restore,done,info/sample_time_ms,info/grad_time_ms,info/update_time_ms,timesteps_since_restore,info/num_steps_sampled,timestamp,sampler_perf/mean_env_wait_ms,episode_len_mean,info/num_steps_trained,episode_reward_max,info/opt_peak_throughput,time_total_s,iterations_since_restore,episode_reward_min,info/opt_samples,sampler_perf/mean_processing_ms,episodes_this_iter,node_ip,date,sampler_perf/mean_inference_ms,hostname,training_iteration,pid,time_this_iter_s
612,db15454e139b45a4977ecbeb588ffe50,3002.828,-197.43699999999998,788,174727,57.025893449783325,False,249.432,4.646,0.001,174727,174727,1576687041,0.39771815136126215,69.99,174727,383.4999999999991,161229.969,57.025893449783325,217,-640.5000000000007,749.0,0.3084843024510391,3,10.142.78.137,2019-12-18_08-37-21,0.5773097985742318,zack-XPS-15-9560,217,30967,0.25443148612976074
615,db15454e139b45a4977ecbeb588ffe50,3002.122,-197.44099999999995,761,175488,57.28574848175049,False,249.99,4.631,0.001,175488,175488,1576687041,0.3976212457307265,70.02,175488,383.4999999999991,162057.709,57.28574848175049,218,-641.6000000000003,750.5,0.3084230775527094,3,10.142.78.137,2019-12-18_08-37-21,0.5773056757177354,zack-XPS-15-9560,218,30967,0.2598550319671631
618,db15454e139b45a4977ecbeb588ffe50,2970.874,-195.2869999999999,605,176093,57.511239528656006,False,247.907,4.538,0.001,176093,176093,1576687042,0.3975157280143302,69.91,176093,383.4999999999991,162312.808,57.511239528656006,219,-641.6000000000003,736.5,0.30835848674553396,3,10.142.78.137,2019-12-18_08-37-22,0.5772986917879787,zack-XPS-15-9560,219,30967,0.22549104690551758
620,db15454e139b45a4977ecbeb588ffe50,2969.302,-193.13799999999995,635,176728,57.75620675086975,False,246.893,4.527,0.001,176728,176728,1576687042,0.3974406953188655,69.88,176728,383.4999999999991,161927.656,57.75620675086975,220,-641.6000000000003,733.1,0.30831182111137606,2,10.142.78.137,2019-12-18_08-37-22,0.5772950981640722,zack-XPS-15-9560,220,30967,0.24496722221374512
623,db15454e139b45a4977ecbeb588ffe50,2926.389,-195.09799999999996,676,177404,58.00907802581787,False,246.276,4.467,0.001,177404,177404,1576687042,0.39733147540353214,69.94,177404,383.4999999999991,161327.133,58.00907802581787,221,-641.6000000000003,720.7,0.30824404424341323,3,10.142.78.137,2019-12-18_08-37-22,0.5772920269783655,zack-XPS-15-9560,221,30967,0.2528712749481201
626,db15454e139b45a4977ecbeb588ffe50,2928.794,-203.2579999999999,700,178104,58.253551959991455,False,247.064,4.467,0.001,178104,178104,1576687042,0.3972254603822536,70.06,178104,382.89999999999895,161987.531,58.253551959991455,222,-641.6000000000003,723.6,0.30818196024419964,3,10.142.78.137,2019-12-18_08-37-22,0.5772871833680725,zack-XPS-15-9560,222,30967,0.24447393417358398
629,db15454e139b45a4977ecbeb588ffe50,2943.501,-213.4219999999999,793,178897,58.50947570800781,False,248.038,4.492,0.001,178897,178897,1576687043,0.39711538918835915,70.43,178897,382.89999999999895,162548.176,58.50947570800781,223,-641.6000000000003,730.1,0.3081163564865893,3,10.142.78.137,2019-12-18_08-37-23,0.5772766897460317,zack-XPS-15-9560,223,30967,0.2559237480163574
631,db15454e139b45a4977ecbeb588ffe50,2942.963,-217.32899999999987,713,179610,58.750062465667725,False,246.045,4.468,0.001,179610,179610,1576687043,0.39703810407432455,70.36,179610,382.89999999999895,162077.836,58.750062465667725,224,-641.6000000000003,724.1,0.3080686665198256,2,10.142.78.137,2019-12-18_08-37-23,0.5772673058959996,zack-XPS-15-9560,224,30967,0.2405867576599121
634,db15454e139b45a4977ecbeb588ffe50,2950.684,-223.33899999999986,716,180326,58.98268985748291,False,242.994,4.365,0.001,180326,180326,1576687043,0.396920085937408,70.38,180326,382.89999999999895,164248.94,58.98268985748291,225,-641.6000000000003,717.0,0.30799573539287217,3,10.142.78.137,2019-12-18_08-37-23,0.5772489094003681,zack-XPS-15-9560,225,30967,0.23262739181518555
637,db15454e139b45a4977ecbeb588ffe50,2934.987,-221.08099999999985,676,181002,59.231499910354614,False,240.648,4.716,0.001,181002,181002,1576687043,0.39679301739066214,70.18,181002,382.89999999999895,149770.065,59.231499910354614,226,-641.6000000000003,706.3,0.3079165380304799,3,10.142.78.137,2019-12-18_08-37-23,0.5772267615999804,zack-XPS-15-9560,226,30967,0.2488100528717041
640,db15454e139b45a4977ecbeb588ffe50,2910.074,-221.00799999999984,719,181721,59.48263478279114,False,240.337,4.696,0.001,181721,181721,1576687044,0.39665959584815513,70.17,181721,382.89999999999895,148937.166,59.48263478279114,227,-641.6000000000003,699.4,0.3078325054948015,3,10.142.78.137,2019-12-18_08-37-24,0.5772003297420673,zack-XPS-15-9560,227,30967,0.25113487243652344
644,db15454e139b45a4977ecbeb588ffe50,2910.286,-224.9509999999998,786,182507,59.751232862472534,False,241.179,4.727,0.001,182507,182507,1576687044,0.3964953992650525,69.63,182507,382.89999999999895,148475.992,59.751232862472534,228,-641.6000000000003,701.9,0.30773207545118075,4,10.142.78.137,2019-12-18_08-37-24,0.5771716629604248,zack-XPS-15-9560,228,30967,0.2685980796813965
646,db15454e139b45a4977ecbeb588ffe50,2931.46,-226.84699999999987,721,183228,59.99929881095886,False,243.394,4.773,0.001,183228,183228,1576687044,0.3964155835757833,69.49,183228,382.89999999999895,149488.286,59.99929881095886,229,-641.6000000000003,713.5,0.30768237670088366,2,10.142.78.137,2019-12-18_08-37-24,0.5771569418043899,zack-XPS-15-9560,229,30967,0.24806594848632812
649,db15454e139b45a4977ecbeb588ffe50,2957.884,-230.72999999999985,700,183928,60.244710206985474,False,243.417,4.795,0.001,183928,183928,1576687044,0.3962864075869671,69.48,183928,382.89999999999895,150158.561,60.244710206985474,230,-641.6000000000003,720.0,0.307606805385276,3,10.142.78.137,2019-12-18_08-37-24,0.5771344077443623,zack-XPS-15-9560,230,30967,0.24541139602661133
652,db15454e139b45a4977ecbeb588ffe50,2987.53,-228.5669999999999,695,184623,60.47986173629761,False,241.638,4.804,0.001,184623,184623,1576687045,0.39614983449694796,69.28,184623,382.89999999999895,150267.151,60.47986173629761,231,-641.6000000000003,721.9,0.3075266022818759,3,10.142.78.137,2019-12-18_08-37-25,0.5771079300216794,zack-XPS-15-9560,231,30967,0.2351515293121338
655,db15454e139b45a4977ecbeb588ffe50,2980.159,-228.39299999999986,645,185268,60.711323738098145,False,240.39,4.756,0.001,185268,185268,1576687045,0.3960069086719915,69.19,185268,382.89999999999895,150645.205,60.711323738098145,232,-641.6000000000003,716.4,0.3074414518634612,3,10.142.78.137,2019-12-18_08-37-25,0.5770773673655166,zack-XPS-15-9560,232,30967,0.2314620018005371
658,db15454e139b45a4977ecbeb588ffe50,2944.534,-230.41499999999985,632,185900,60.94128370285034,False,237.83,4.723,0.001,185900,185900,1576687045,0.3958623067705356,69.07,185900,382.89999999999895,148279.625,60.94128370285034,233,-641.6000000000003,700.3,0.3073546521699836,3,10.142.78.137,2019-12-18_08-37-25,0.5770383408024351,zack-XPS-15-9560,233,30967,0.22995996475219727
661,db15454e139b45a4977ecbeb588ffe50,2943.642,-222.29299999999992,705,186605,61.17950248718262,False,237.631,4.682,0.001,186605,186605,1576687045,0.3957149920651309,68.84,186605,382.89999999999895,149397.639,61.17950248718262,234,-641.6000000000003,699.5,0.3072671175393335,3,10.142.78.137,2019-12-18_08-37-25,0.5769924626861168,zack-XPS-15-9560,234,30967,0.2382187843322754
664,db15454e139b45a4977ecbeb588ffe50,2974.78,-220.29899999999986,892,187497,61.44755578041077,False,241.06,4.799,0.001,187497,187497,1576687046,0.3955717801094808,68.77,187497,382.89999999999895,149434.127,61.44755578041077,235,-641.6000000000003,717.1,0.3071814854265558,3,10.142.78.137,2019-12-18_08-37-26,0.5769452614920314,zack-XPS-15-9560,235,30967,0.2680532932281494
666,db15454e139b45a4977ecbeb588ffe50,3027.71,-230.60999999999984,847,188344,61.70715689659119,False,242.494,4.449,0.001,188344,188344,1576687046,0.3954787479177421,68.98,188344,187.0,165016.638,61.70715689659119,236,-641.6000000000003,734.2,0.3071246317401906,2,10.142.78.137,2019-12-18_08-37-26,0.5769108222797568,zack-XPS-15-9560,236,30967,0.2596011161804199
669,db15454e139b45a4977ecbeb588ffe50,3062.631,-240.8259999999998,809,189153,61.960901737213135,False,242.667,4.535,0.001,189153,189153,1576687046,0.3953384556160184,69.39,189153,187.0,163898.751,61.960901737213135,237,-641.6000000000003,743.2,0.30703856193064183,3,10.142.78.137,2019-12-18_08-37-26,0.5768560601658909,zack-XPS-15-9560,237,30967,0.25374484062194824
673,db15454e139b45a4977ecbeb588ffe50,3049.34,-246.69799999999984,743,189896,62.22572159767151,False,242.315,4.508,0.001,189896,189896,1576687046,0.3951553328482257,69.07,189896,187.0,163916.604,62.22572159767151,238,-641.6000000000003,738.9,0.30692795376536536,4,10.142.78.137,2019-12-18_08-37-26,0.5767844426650283,zack-XPS-15-9560,238,30967,0.264819860458374
676,db15454e139b45a4977ecbeb588ffe50,3021.489,-242.56899999999993,701,190597,62.48933458328247,False,243.886,4.488,0.001,190597,190597,1576687047,0.3950216489627353,68.9,190597,187.0,164204.189,62.48933458328247,239,-641.6000000000003,736.9,0.3068462438145124,3,10.142.78.137,2019-12-18_08-37-27,0.5767380638242265,zack-XPS-15-9560,239,30967,0.2636129856109619
678,db15454e139b45a4977ecbeb588ffe50,3017.842,-240.62899999999993,752,191349,62.75529384613037,False,245.904,4.522,0.001,191349,191349,1576687047,0.3949355985475625,68.89,191349,187.0,164123.016,62.75529384613037,240,-641.6000000000003,742.1,0.30679104530318524,2,10.142.78.137,2019-12-18_08-37-27,0.5767098062677469,zack-XPS-15-9560,240,30967,0.2659592628479004
681,db15454e139b45a4977ecbeb588ffe50,2986.831,-236.57299999999995,636,191985,62.99586486816406,False,246.482,4.486,0.001,191985,191985,1576687047,0.39480239731618755,69.26,191985,187.0,164116.216,62.99586486816406,241,-641.6000000000003,736.2,0.3067027606053334,3,10.142.78.137,2019-12-18_08-37-27,0.5766681703959735,zack-XPS-15-9560,241,30967,0.2405710220336914
685,db15454e139b45a4977ecbeb588ffe50,3016.847,-244.58999999999992,796,192781,63.25362277030945,False,249.035,4.565,0.001,192781,192781,1576687047,0.3946276597575294,68.85,192781,187.0,164579.154,63.25362277030945,242,-641.6000000000003,751.3,0.30659107041802186,4,10.142.78.137,2019-12-18_08-37-27,0.5766117950079834,zack-XPS-15-9560,242,30967,0.25775790214538574
687,db15454e139b45a4977ecbeb588ffe50,3021.379,-248.50499999999988,625,193406,63.477428674697876,False,248.43,4.551,0.001,193406,193406,1576687048,0.3945358382085443,69.17,193406,187.0,164935.774,63.477428674697876,243,-641.6000000000003,750.6,0.3065313856208839,2,10.142.78.137,2019-12-18_08-37-28,0.5765826318213447,zack-XPS-15-9560,243,30967,0.22380590438842773
690,db15454e139b45a4977ecbeb588ffe50,2990.206,-246.43299999999996,579,193985,63.69908857345581,False,246.806,4.524,0.001,193985,193985,1576687048,0.39438978132120234,69.22,193985,187.0,163123.365,63.69908857345581,244,-641.6000000000003,738.0,0.3064365457823339,3,10.142.78.137,2019-12-18_08-37-28,0.5765364156325414,zack-XPS-15-9560,244,30967,0.22165989875793457
694,db15454e139b45a4977ecbeb588ffe50,2968.631,-248.40799999999993,772,194757,63.94377160072327,False,244.557,4.434,0.001,194757,194757,1576687048,0.3941928468406205,68.99,194757,187.0,163748.371,63.94377160072327,245,-641.6000000000003,726.0,0.3063122704547006,4,10.142.78.137,2019-12-18_08-37-28,0.5764676620345539,zack-XPS-15-9560,245,30967,0.24468302726745605
696,db15454e139b45a4977ecbeb588ffe50,2944.994,-248.30499999999995,770,195527,64.19719886779785,False,243.905,4.463,0.001,195527,195527,1576687048,0.3940969015290534,69.02,195527,187.0,160943.65,64.19719886779785,246,-641.6000000000003,718.3,0.3062509229599875,2,10.142.78.137,2019-12-18_08-37-28,0.5764336379938294,zack-XPS-15-9560,246,30967,0.25342726707458496
699,db15454e139b45a4977ecbeb588ffe50,2904.1,-254.32,658,196185,64.43216013908386,False,242.14,4.352,0.001,196185,196185,1576687049,0.393952374466146,69.04,196185,187.0,161571.243,64.43216013908386,247,-641.6000000000003,703.2,0.30615715960995954,3,10.142.78.137,2019-12-18_08-37-29,0.5763826092654522,zack-XPS-15-9560,247,30967,0.23496127128601074
702,db15454e139b45a4977ecbeb588ffe50,2921.37,-248.32500000000007,703,196888,64.66844344139099,False,239.34,4.305,0.001,196888,196888,1576687049,0.39380430602568006,69.1,196888,187.0,162424.6,64.66844344139099,248,-641.6000000000003,699.2,0.3060611365384729,3,10.142.78.137,2019-12-18_08-37-29,0.5763310575201437,zack-XPS-15-9560,248,30967,0.2362833023071289
705,db15454e139b45a4977ecbeb588ffe50,2964.109,-254.20400000000006,718,197606,64.90311050415039,False,236.462,4.291,0.001,197606,197606,1576687049,0.39364991050505743,68.64,197606,187.0,163334.241,64.90311050415039,249,-641.6000000000003,700.9,0.3059611968853622,3,10.142.78.137,2019-12-18_08-37-29,0.5762751141901044,zack-XPS-15-9560,249,30967,0.23466706275939941
708,db15454e139b45a4977ecbeb588ffe50,2987.426,-242.114,715,198321,65.13756322860718,False,233.378,4.234,0.001,198321,198321,1576687049,0.3934883192652609,68.68,198321,187.0,164653.845,65.13756322860718,250,-641.6000000000003,697.2,0.3058568698376656,3,10.142.78.137,2019-12-18_08-37-29,0.5762123040622021,zack-XPS-15-9560,250,30967,0.2344527244567871
711,db15454e139b45a4977ecbeb588ffe50,2989.318,-231.86900000000006,626,198947,65.37340641021729,False,232.896,4.246,0.001,198947,198947,1576687050,0.39331947930547306,68.55,198947,187.0,163961.619,65.37340641021729,251,-641.6000000000003,696.2,0.3057478479304312,3,10.142.78.137,2019-12-18_08-37-30,0.5761495379924072,zack-XPS-15-9560,251,30967,0.23584318161010742
715,db15454e139b45a4977ecbeb588ffe50,2972.98,-233.60300000000007,744,199691,65.62669515609741,False,232.427,4.265,0.001,199691,199691,1576687050,0.39309136984792736,68.0,199691,187.0,162006.51,65.62669515609741,252,-635.5999999999991,691.0,0.30560373194059937,4,10.142.78.137,2019-12-18_08-37-30,0.5760661267432519,zack-XPS-15-9560,252,30967,0.25328874588012695
718,db15454e139b45a4977ecbeb588ffe50,3031.221,-239.79000000000008,918,200609,65.90368413925171,False,237.627,4.388,0.001,200609,200609,1576687050,0.3929390382583894,67.75,200609,187.0,164157.638,65.90368413925171,253,-640.9000000000007,720.3,0.3055075633216199,3,10.142.78.137,2019-12-18_08-37-30,0.5760077985909989,zack-XPS-15-9560,253,30967,0.2769889831542969
721,db15454e139b45a4977ecbeb588ffe50,3057.225,-235.81700000000015,650,201259,66.12853765487671,False,237.928,4.407,0.001,201259,201259,1576687050,0.3927857671681967,67.68,201259,187.0,165041.287,66.12853765487671,254,-640.9000000000007,727.4,0.30541142019034995,3,10.142.78.137,2019-12-18_08-37-30,0.5759434397950832,zack-XPS-15-9560,254,30967,0.224853515625
724,db15454e139b45a4977ecbeb588ffe50,3056.399,-235.69200000000018,825,202084,66.39163494110107,False,239.727,4.453,0.001,202084,202084,1576687051,0.39264163271878744,67.15,202084,187.0,164558.695,66.39163494110107,255,-640.9000000000007,732.7,0.30531823461551283,3,10.142.78.137,2019-12-18_08-37-31,0.5758763670915986,zack-XPS-15-9560,255,30967,0.26309728622436523
727,db15454e139b45a4977ecbeb588ffe50,3041.559,-231.78700000000018,712,202796,66.63728141784668,False,238.989,4.405,0.001,202796,202796,1576687051,0.3924990287243386,67.2,202796,187.0,165000.139,66.63728141784668,256,-640.9000000000007,726.9,0.30522472897467234,3,10.142.78.137,2019-12-18_08-37-31,0.575808765568485,zack-XPS-15-9560,256,30967,0.24564647674560547
730,db15454e139b45a4977ecbeb588ffe50,3034.318,-229.72600000000014,699,203495,66.89207553863525,False,240.911,4.463,0.001,203495,203495,1576687051,0.3923570177075623,67.29,203495,187.0,163782.237,66.89207553863525,257,-640.9000000000007,731.0,0.3051317960981592,3,10.142.78.137,2019-12-18_08-37-31,0.5757442749263079,zack-XPS-15-9560,257,30967,0.2547941207885742
732,db15454e139b45a4977ecbeb588ffe50,2992.394,-231.68100000000015,619,204114,67.1338107585907,False,241.479,4.442,0.002,204114,204114,1576687051,0.39226338296192526,67.32,204114,187.0,162691.921,67.1338107585907,258,-640.9000000000007,722.6,0.3050705304300584,2,10.142.78.137,2019-12-18_08-37-31,0.5757055224518592,zack-XPS-15-9560,258,30967,0.24173521995544434
736,db15454e139b45a4977ecbeb588ffe50,2971.455,-229.45500000000018,690,204804,67.37662601470947,False,242.238,4.496,0.002,204804,204804,1576687052,0.39208009396540816,66.79,204804,191.80000000000047,160091.844,67.37662601470947,259,-640.9000000000007,719.8,0.3049500929054218,4,10.142.78.137,2019-12-18_08-37-32,0.5756289989619056,zack-XPS-15-9560,259,30967,0.24281525611877441
739,db15454e139b45a4977ecbeb588ffe50,2957.641,-229.57500000000022,689,205493,67.61391615867615,False,242.491,4.521,0.002,205493,205493,1576687052,0.39194221125647544,66.98,205493,191.80000000000047,158620.308,67.61391615867615,260,-640.9000000000007,717.2,0.3048598517393514,3,10.142.78.137,2019-12-18_08-37-32,0.5755691129958209,zack-XPS-15-9560,260,30967,0.2372901439666748
741,db15454e139b45a4977ecbeb588ffe50,2995.953,-235.53700000000015,762,206255,67.86495113372803,False,243.929,4.601,0.002,206255,206255,1576687052,0.39184995298877917,67.06,206255,191.80000000000047,158842.384,67.86495113372803,261,-640.9000000000007,730.8,0.30479783439049557,2,10.142.78.137,2019-12-18_08-37-32,0.5755280736240062,zack-XPS-15-9560,261,30967,0.2510349750518799
744,db15454e139b45a4977ecbeb588ffe50,2965.118,-237.7540000000002,726,206981,68.13869285583496,False,245.859,4.714,0.002,206981,206981,1576687052,0.3917112348393434,67.59,206981,191.80000000000047,154645.338,68.13869285583496,262,-640.9000000000007,729.0,0.30470676705023064,3,10.142.78.137,2019-12-18_08-37-32,0.5754698748342006,zack-XPS-15-9560,262,30967,0.2737417221069336
748,db15454e139b45a4977ecbeb588ffe50,2886.076,-227.53000000000026,745,207726,68.422194480896,False,246.598,4.623,0.002,207726,207726,1576687053,0.39154201314713644,66.78,207726,191.80000000000047,153943.425,68.422194480896,263,-640.9000000000007,711.7,0.304594125123824,4,10.142.78.137,2019-12-18_08-37-33,0.5754045710321227,zack-XPS-15-9560,263,30967,0.28350162506103516
751,db15454e139b45a4977ecbeb588ffe50,2859.535,-227.50000000000017,707,208433,68.69213032722473,False,250.88,4.835,0.002,208433,208433,1576687053,0.3914232312572174,66.91,208433,383.09999999999894,148389.299,68.69213032722473,264,-640.9000000000007,717.4,0.30451604806086463,3,10.142.78.137,2019-12-18_08-37-33,0.5753623016356727,zack-XPS-15-9560,264,30967,0.26993584632873535
754,db15454e139b45a4977ecbeb588ffe50,2806.6,-233.71300000000022,696,209129,68.95687866210938,False,251.015,4.856,0.002,209129,209129,1576687053,0.39131232481668343,67.16,209129,383.09999999999894,145086.376,68.95687866210938,265,-640.9000000000007,704.5,0.3044426577394632,3,10.142.78.137,2019-12-18_08-37-33,0.5753279189815461,zack-XPS-15-9560,265,30967,0.26474833488464355
756,db15454e139b45a4977ecbeb588ffe50,2777.734,-233.64800000000017,644,209773,69.20364999771118,False,251.176,4.816,0.002,209773,209773,1576687053,0.3912401564942561,67.15,209773,383.09999999999894,144866.73,69.20364999771118,266,-640.9000000000007,697.7,0.30439433061961957,2,10.142.78.137,2019-12-18_08-37-33,0.5753086639955279,zack-XPS-15-9560,266,30967,0.24677133560180664
759,db15454e139b45a4977ecbeb588ffe50,2737.621,-235.6510000000002,586,210359,69.45394086837769,False,250.729,4.82,0.002,210359,210359,1576687054,0.3911318911562979,67.26,210359,383.09999999999894,142411.185,69.45394086837769,267,-640.9000000000007,686.4,0.3043264722377274,3,10.142.78.137,2019-12-18_08-37-34,0.5752844438060102,zack-XPS-15-9560,267,30967,0.2502908706665039
762,db15454e139b45a4977ecbeb588ffe50,2761.084,-241.56500000000014,762,211121,69.72895622253418,False,253.777,5.033,0.002,211121,211121,1576687054,0.39102790110343505,67.01,211121,383.09999999999894,139220.033,69.72895622253418,268,-640.9000000000007,700.7,0.30426231885114396,3,10.142.78.137,2019-12-18_08-37-34,0.5752678300503192,zack-XPS-15-9560,268,30967,0.27501535415649414
766,db15454e139b45a4977ecbeb588ffe50,2735.009,-237.1600000000002,762,211883,70.02244472503662,False,258.829,5.044,0.002,211883,211883,1576687054,0.3908925757304148,66.6,211883,383.09999999999894,140348.078,70.02244472503662,269,-640.9000000000007,707.9,0.3041838188005055,4,10.142.78.137,2019-12-18_08-37-34,0.5752573085619289,zack-XPS-15-9560,269,30967,0.2934885025024414
769,db15454e139b45a4977ecbeb588ffe50,2719.11,-232.8880000000002,768,212651,70.30453491210938,False,263.248,5.104,0.002,212651,212651,1576687055,0.39079566530788606,66.13,212651,383.09999999999894,140256.231,70.30453491210938,270,-640.9000000000007,715.8,0.304129863148578,3,10.142.78.137,2019-12-18_08-37-35,0.5752574726270226,zack-XPS-15-9560,270,30967,0.2820901870727539
772,db15454e139b45a4977ecbeb588ffe50,2647.346,-237.07100000000017,696,213347,70.60383129119873,False,267.891,5.273,0.002,213347,213347,1576687055,0.3907041742363898,66.65,213347,383.09999999999894,134509.05,70.60383129119873,271,-640.9000000000007,709.2,0.3040790052111062,3,10.142.78.137,2019-12-18_08-37-35,0.5752673040096963,zack-XPS-15-9560,271,30967,0.29929637908935547
775,db15454e139b45a4977ecbeb588ffe50,2579.072,-241.07700000000023,686,214033,70.9333221912384,False,273.432,5.28,0.002,214033,214033,1576687055,0.39062309725709277,66.65,214033,383.09999999999894,133558.948,70.9333221912384,272,-640.9000000000007,705.2,0.3040353577276338,3,10.142.78.137,2019-12-18_08-37-35,0.5752954358625094,zack-XPS-15-9560,272,30967,0.32949090003967285
780,db15454e139b45a4977ecbeb588ffe50,2606.594,-242.5840000000002,906,214939,71.25112175941467,False,276.721,5.416,0.001,214939,214939,1576687055,0.39051171635971643,64.86,214939,383.09999999999894,133183.282,71.25112175941467,273,-640.9000000000007,721.3,0.30398625304128707,5,10.142.78.137,2019-12-18_08-37-35,0.5753495004453669,zack-XPS-15-9560,273,30967,0.31779956817626953
783,db15454e139b45a4977ecbeb588ffe50,2559.864,-248.62500000000017,641,215580,71.54382705688477,False,279.194,5.231,0.002,215580,215580,1576687056,0.39045105954180565,64.94,215580,383.09999999999894,136632.804,71.54382705688477,274,-640.9000000000007,714.7,0.3039620164861304,3,10.142.78.137,2019-12-18_08-37-36,0.5753963269082943,zack-XPS-15-9560,274,30967,0.2927052974700928
785,db15454e139b45a4977ecbeb588ffe50,2572.172,-242.6170000000002,758,216338,71.81853914260864,False,280.269,5.16,0.002,216338,216338,1576687056,0.3904125147913514,65.34,216338,383.09999999999894,139721.624,71.81853914260864,275,-640.9000000000007,720.9,0.30394600624317686,2,10.142.78.137,2019-12-18_08-37-36,0.5754309973069608,zack-XPS-15-9560,275,30967,0.27471208572387695
789,db15454e139b45a4977ecbeb588ffe50,2558.662,-246.77200000000016,793,217131,72.14021682739258,False,287.572,5.334,0.001,217131,217131,1576687056,0.3903695345459664,64.94,217131,383.09999999999894,137938.583,72.14021682739258,276,-640.9000000000007,735.8,0.30394021816166394,4,10.142.78.137,2019-12-18_08-37-36,0.5755286580451582,zack-XPS-15-9560,276,30967,0.32167768478393555
792,db15454e139b45a4977ecbeb588ffe50,2534.669,-244.9100000000001,719,217850,72.47118544578552,False,295.542,5.424,0.001,217850,217850,1576687057,0.39035560658706137,64.97,217850,383.09999999999894,138114.508,72.47118544578552,277,-640.9000000000007,749.1,0.303947181464475,3,10.142.78.137,2019-12-18_08-37-37,0.5756277038172012,zack-XPS-15-9560,277,30967,0.33096861839294434
795,db15454e139b45a4977ecbeb588ffe50,2512.801,-252.94900000000013,712,218562,72.75022649765015,False,296.124,5.3,0.001,218562,218562,1576687057,0.3903452967117807,65.37,218562,383.09999999999894,140403.876,72.75022649765015,278,-640.9000000000007,744.1,0.3039570701156114,3,10.142.78.137,2019-12-18_08-37-37,0.5757344507653912,zack-XPS-15-9560,278,30967,0.279041051864624
797,db15454e139b45a4977ecbeb588ffe50,2509.874,-248.84400000000014,678,219240,73.01278519630432,False,293.122,5.215,0.001,219240,219240,1576687057,0.39034037810963845,65.24,219240,383.09999999999894,141071.216,73.01278519630432,279,-640.9000000000007,735.7,0.3039648493331741,2,10.142.78.137,2019-12-18_08-37-37,0.5758102968267762,zack-XPS-15-9560,279,30967,0.2625586986541748
802,db15454e139b45a4977ecbeb588ffe50,2520.849,-244.62400000000002,754,219994,73.28036308288574,False,291.291,5.588,0.001,219994,219994,1576687058,0.3903388205041523,64.31,219994,383.09999999999894,131408.664,73.28036308288574,280,-640.9000000000007,734.3,0.3039961280725514,5,10.142.78.137,2019-12-18_08-37-38,0.5760060637777967,zack-XPS-15-9560,280,30967,0.2675778865814209
806,db15454e139b45a4977ecbeb588ffe50,2553.702,-240.62600000000003,849,220843,73.601243019104,False,293.535,5.512,0.001,220843,220843,1576687058,0.39036427944903307,63.94,220843,383.09999999999894,135996.569,73.601243019104,281,-640.9000000000007,749.6,0.3040426576895462,4,10.142.78.137,2019-12-18_08-37-38,0.5761888183011292,zack-XPS-15-9560,281,30967,0.3208799362182617
808,db15454e139b45a4977ecbeb588ffe50,2603.383,-244.612,653,221496,73.86126351356506,False,286.666,5.404,0.001,221496,221496,1576687058,0.39037816817506155,63.96,221496,383.09999999999894,138110.661,73.86126351356506,282,-640.9000000000007,746.3,0.30406625036691487,2,10.142.78.137,2019-12-18_08-37-38,0.5762853945778323,zack-XPS-15-9560,282,30967,0.26002049446105957
812,db15454e139b45a4977ecbeb588ffe50,2540.946,-248.50400000000005,677,222173,74.15927267074585,False,284.697,5.376,0.001,222173,222173,1576687058,0.3904218883470781,63.63,222173,383.09999999999894,134564.463,74.15927267074585,283,-640.9000000000007,723.4,0.3041262254697285,4,10.142.78.137,2019-12-18_08-37-38,0.576494846407947,zack-XPS-15-9560,283,30967,0.29800915718078613
815,db15454e139b45a4977ecbeb588ffe50,2512.307,-246.585,825,222998,74.55911827087402,False,295.266,5.496,0.001,222998,222998,1576687059,0.39048254825533674,63.68,222998,383.09999999999894,134972.614,74.55911827087402,284,-640.9000000000007,741.8,0.3041882631516294,3,10.142.78.137,2019-12-18_08-37-39,0.57668234599556,zack-XPS-15-9560,284,30967,0.39984560012817383
818,db15454e139b45a4977ecbeb588ffe50,2451.076,-236.34800000000004,605,223603,74.84612798690796,False,296.4,5.546,0.001,223603,223603,1576687059,0.390536982693361,63.87,223603,383.09999999999894,130984.106,74.84612798690796,285,-636.3999999999994,726.5,0.30424672583366996,3,10.142.78.137,2019-12-18_08-37-39,0.5768824503643318,zack-XPS-15-9560,285,30967,0.28700971603393555
821,db15454e139b45a4977ecbeb588ffe50,2419.008,-236.40300000000002,771,224374,75.1978702545166,False,299.42,5.545,0.001,224374,224374,1576687059,0.39061208496870753,63.8,224374,383.09999999999894,130628.449,75.1978702545166,286,-636.3999999999994,724.3,0.3043242505586885,3,10.142.78.137,2019-12-18_08-37-39,0.5771091058679985,zack-XPS-15-9560,286,30967,0.3517422676086426
824,db15454e139b45a4977ecbeb588ffe50,2417.736,-240.68000000000004,830,225204,75.57715463638306,False,304.169,5.62,0.001,225204,225204,1576687060,0.39070274501515734,64.36,225204,383.09999999999894,130851.808,75.57715463638306,287,-636.3999999999994,735.4,0.3044158580588549,3,10.142.78.137,2019-12-18_08-37-40,0.5773643876385339,zack-XPS-15-9560,287,30967,0.3792843818664551
